,본문,날짜,리트윗,하트
2263,"님들아
나걍사랑니때매잇몸부어서온간데
원장님이사랑니안뽑고싶냐고해서
하루만에 사랑니 두개뽑은사람됨
이가그렇게잘뽑히는건지몰랏음",5월 7일,,4
2264,아니 그치만 얼음 좀만 물고 있어도 잇몸이 시ㄹ..,5월 7일,,25
2265,"김태리, 잇몸 활짝 여신 [포토] [백상예술대상] http://m.newspic.kr/view.html?nid=2022050623270053627&pn=560&cp=K8cTT66w&utm_medium=affiliate&utm_campaign=2022050623270053627&utm_source=np220316K8cTT66w… h0Ssv",5월 7일,,
2266,나 잇몸 마른다,5월 7일,,3
2267,지금 큰집브이앱 휘영처럼 누워서 보고 있음 (대충 이마에 팔 올리고 잇몸미소로 보고 있단 말,5월 7일,,
2268,다행히 이썩은건 없는데ㅜㅜㅜㅜ스케일링ㅜㅜ하고나니 잇몸아파ㅜㅜㅜㅜㅜㅜㅜ,5월 7일,,1
2269,잇몸 욱신거리는 증상 이거 언제까지 계속 돼는 거냐 ?? 누웠을때만 그러는줄 알았는데 이제는 앉아있어도 그럴때가 있다,5월 7일,,
2270,심지어 절반은 잇몸에 묻혀가지고 개고생함,,,
2271,"To. 김우돈 드시는 분들
양이 정말 많고 엄청 맛있고 매우 뜨겁습니다. 입천장 혀 사랑니쪽잇몸 다 데엿어요",5월 7일,,6
2272,"@fastjasal
 님에게 보내는 답글",5월 7일,,
2273,"뱅샐 예산초과 ㅇㅈㄹ하네
그럼 닌 잇몸 안 쇠 드러난 도자기 가짜이로 평생사세요",5월 7일,,1
2274,발치 불가 판정 나왔음...ㅋㅋㅋㅋㅋㅋㅋㅋ 입가가 찢어져있고.... 잇몸에 염증이 있으며..... 뿌리가 신경에 가까워서 뽑다가 잘못 건드리면 마비가 올 수도 있고..... 대학병원 가던지 염증 낫고 다시 보자고 해서... 하... 세상아.... 하나라도 좀 도와주련.....,5월 7일,,
2275,알고보니 잇몸치료는 이미 저번에 끝났고 오늘은 레진치료했답니다. 십만원 사라짐.,5월 7일,,1
2276,"@0_Back_210
 님에게 보내는 답글",5월 7일,,
2277,치과간댜아아앜 잇몸 띵띵 부어서 죽을 예정...,5월 7일,,4
2278,글고 .. 잇몸도 거짓말처럼 가라앉음 치실 열심히 해서 그런가,5월 7일,,
2279,하트스토퍼 넷플파티 너무 즐거웠고 잇몸마를시간이없었다 끝까지함께못해서 넘 아쉬워지만 좋아하는것들을 같이 나눈다는게 이렇게행복할줄은몰랐어,5월 7일,,5
2280,"나걍잇몸퉁퉁부은사람됨
사랑니젠장이라고
오늘운동대신절대치과간다",5월 7일,,
2281,잇몸 안쪽에 구내염 매우 많다. 도움! 도움! 나이 이슈! 트라이 힘듬! 빠른 클리어 요망!,5월 7일,,1
2282,아이고 결국 잇몸에도 스크류 박는두마,5월 7일,,
2283,아 잇몸 치료 하러 센텀 가야된다..,5월 7일,,1
2284,"'잇몸으로 버틴다' 이강철 감독, '황재균 3번' 묘수로 클린업 고정[스한 라인업] http://m.newspic.kr/view.html?nid=2022050617342343716&pn=167&cp=K8cTT66w&utm_medium=affiliate&utm_campaign=2022050617342343716&utm_source=np220316K8cTT66w… wS66i",5월 7일,,
2285,"처음부터 끝까지 진짜 화기애애 사이좋은게 잘 느껴지는 영상
보는내내 잇몸마름ㅋㅋㅋㅋ
#なにわ男子　#金田一少年の事件簿",5월 7일,28,84
2286,잇몸만개야 지금,5월 7일,,1
2287,ㅅㅂ어느가수가이렇게팬들을보고잇몸을드러내며웃어주나요,5월 7일,2,5
2288,"@0_Back_210
 님에게 보내는 답글",5월 7일,,
2289,치과간댜아아앜 잇몸 띵띵 부어서 죽을 예정...,5월 7일,,4
2290,,,,
2291,피씨 배경화면으로 해놨는데 잇몸 마른다 말라,5월 7일,,2
2292,아...아침부터 잇몸개마르네...아... 정신차리자 일.. 일해야지,5월 7일,,
2293,"오늘 영접날
잇몸만개",5월 7일,,
2294,"덴티 본조르노 잇몸케어 2p + 치석케어 2p + 구취케어 치약 2p, 1세트 14,020원
구입>> https://link.coupang.com/a/mRzz2
골드박스 딜 입니다
파트너스 활동을 통해 일정액의 수수료를 제공받을 수 있음
#쿠팡 #쇼핑 #rt",5월 7일,,
2295,"아침부터잇몸드러내며웃음
하하~즐겁게시작하는하루^^",5월 7일,1,
2296,"@UQHkqtbXU2ANczJ
 님에게 보내는 답글",5월 7일,,
2297,제 멋대로 구부러진 칫솔 갖다 이빨을 닦다 보면은 잇몸에 피가 나게 닦아도 당췌 치석은 빠져 나올 줄을 몰라 - '싸구려커피' 中,5월 7일,,
2298,제발 내일 이 시간에 잇몸만개 광대 터지게 해주세요.. 간절스,5월 7일,,6
2299,용복이 땜에 잇몸 말랐음 지금,5월 7일,,
2300,잇몸이 쫌 부어서 아픔,5월 7일,,3
2301,잇몸약발이 떨어졌나ㅠㅠ,5월 7일,,
2302,"@__Nelliel_
 님에게 보내는 답글",5월 7일,,
2303,"@Ssatto103
 님에게 보내는 답글",5월 7일,,
2304,"@jol_jol__
 님에게 보내는 답글",5월 7일,,
2305,"지금 진심 잇몸 다 드러나고 개추하게 웃는즁,,,",5월 7일,,1
2306,"잠잘오는약
잇몸약
유산균
비타민C,D
다리아파서진통제도먹을까했는데
다떨어짐
쿠소~~~
파스바르고자야지",5월 7일,,1
2307,레카는 광대 정수리까지 올리고 보느라 잇몸 다 마르는데 수상소감은 뭉클하고 감동적이고 장해서 눈가 촉촉해짐,5월 7일,,2
2308,"아침부터잇몸드러내며웃음
하하~즐겁게시작하는하루^^",5월 7일,1,
2309,"@UQHkqtbXU2ANczJ
 님에게 보내는 답글",5월 7일,,
2310,,,,
2311,유타리카 특: 내 눈은 울고있는데 잇몸은 활짝 만개해서 둘 다 건조해짐 아수라백작 체험 가능,5월 7일,1,4
2312,아리엘이 얼마나 귀여웠냐면 자꾸 팔찌 시선 따라오는데 그냥 주고싶엇어요 타투한것 땜에 너두 해적이냐고 할때는 진짜 모니터 밖에서 잇몸미소 만개하는 바람에 잇몸이 버석버석,5월 7일,,3
2313,"어떡해 자동으로 잇몸웃음나옴 싸멘아,",5월 7일,,1
2314,"덴티 본조르노 잇몸케어 2p + 치석케어 2p + 구취케어 치약 2p, 1세트 14,020원
구입>> https://link.coupang.com/a/mQXYa
골드박스 딜 입니다
파트너스 활동을 통해 일정액의 수수료를 제공받을 수 있음
#쿠팡 #쇼핑 #rt",5월 7일,,
2315,"흐하하하하... 귀여워, 귀여워, 귀여워. (볼쪼물딱하고 머리 파닥파닥해줌)좋아.. 칫솔이라면 있으니까. 하지만 열번이나 하면 잇몸에서 피가 날텐데?(아화 머리칼 넘겨줌)나는.. 너한테 미쳤어.",5월 7일,,
2316,"@teojaemin
 님에게 보내는 답글",5월 7일,,1
2317,나 잇몸좀갈고싶어…. 척추.. 목뼈…,5월 7일,,
2318,아 잇몸 죤나아픔,5월 7일,,
2319,죽을거같금당보야잇몸만ㄷ개,5월 7일,,
2320,난 진짜 이 두 짤만 보면 잇몸 만개해..,5월 7일,,
2321,아나 잇몸이 부은거같다싶었는데 사랑니인듯,5월 7일,,1
2322,"⠀⠀⠀
김태리, 잇몸 활짝 여신 [포토] [백상예술대상]

☛  https://ocx.kr/2zcS  ☚",5월 7일,,
2323,"이진기 너무 귀여워...... 잇몸말라.......
세상 모든 대회 주최측 고맙습니다 우리 진기 귀엽게 웃게해줘서......",5월 7일,,1
2324,피곤해서 잇몸까지 아픈사람은 지금 안자면서 그림이나 그리고있음ㅋㅋ,5월 7일,,3
2325,잇몸이마름...,5월 7일,,
2326,캇짱은 우째 잇몸과 이가 안보이는 짤이 없니,5월 7일,,
2327,"@milkteedesu
 님에게 보내는 답글",5월 7일,,
2328,"덴티 본조르노 잇몸케어 2p + 치석케어 2p + 구취케어 치약 2p, 1세트 14,020원
구입>> https://link.coupang.com/a/mQXYa
골드박스 딜 입니다
파트너스 활동을 통해 일정액의 수수료를 제공받을 수 있음
#쿠팡 #쇼핑 #rt",5월 7일,,
2329,"흐하하하하... 귀여워, 귀여워, 귀여워. (볼쪼물딱하고 머리 파닥파닥해줌)좋아.. 칫솔이라면 있으니까. 하지만 열번이나 하면 잇몸에서 피가 날텐데?(아화 머리칼 넘겨줌)나는.. 너한테 미쳤어.",5월 7일,,
2330,"@teojaemin
 님에게 보내는 답글",5월 7일,,1
2331,피곤해서 잇몸까지 아픈사람은 지금 안자면서 그림이나 그리고있음ㅋㅋ,5월 7일,,3
2332,잇몸이마름...,5월 7일,,
2333,캇짱은 우째 잇몸과 이가 안보이는 짤이 없니,5월 7일,,
2334,"@milkteedesu
 님에게 보내는 답글",5월 7일,,
2335,하도 잇몸 드러내서 잇몸 다 말랐습ㄴ다,5월 7일,,3
2336,헐 잇몸에 빵구뚤림...,5월 7일,,3
2337,"@illu_____owo
 님에게 보내는 답글",5월 7일,,
2338,"#연예 김태리, 잇몸 활짝 여신",5월 7일,,
2339,잇몸 다 말라서 입이 안닫ㅎ,5월 7일,,
2340,"@geomyuttwim
 님에게 보내는 답글",5월 7일,,
2341,이번 영통팬싸 올라오는 영상들 하나도 빠짐없이 보는내내 잇몸마르고 난리났네ㅜㅜ,5월 7일,,
2342,오 잇몸에서도 피난다...이건 다 오늘 충격받은 스토리 때문이야 다 그거 때문임,5월 7일,,
2343,"@north_p_
 님과 
@puple_blue__
 님에게 보내는 답글",5월 7일,,
2344,"아니 어금니 뒷쪽 잇몸이 지금 겁나게 아픈데
이거 설마 사랑니는 아니겠지
지금 잇몸이 부어서 입 다물었을때 이빨이 안닿는데",5월 7일,,4
2345,"1시간이 무슨 10분컷이에요? 핸드폰 몇번하니 내 이름이 불려서 진료실에 들어가니 친절하게 인사하는 의사선생님이다
""안녕하세요~ 어디가 불편하셔서 오셨어요~?""
'밥먹을때마다 자꾸 잇몸이 부었는지 걸리적 거려요..'
""한번 볼까요~? 아~ 한번 해보세요""",5월 7일,,
2346," 치과의사 강
요 며칠사이부터 계속 음식먹을때마다 안쪽 잇몸이 눌려서 아픈건지 피곤할때는 피까지 나올때가 있어서 시간이 날때 치과를 가야겠다고 마음을 굳게 먹고 가니..
대기가 1시간이요 잠깐만요..  일단 접수를 하고 기다렸다",5월 7일,,
2347,"김태리, 잇몸 활짝 여신",5월 7일,,
2348,"@illu_____owo
 님에게 보내는 답글",5월 7일,,
2349,이번 영통팬싸 올라오는 영상들 하나도 빠짐없이 보는내내 잇몸마르고 난리났네ㅜㅜ,5월 7일,,
2350,오 잇몸에서도 피난다...이건 다 오늘 충격받은 스토리 때문이야 다 그거 때문임,,,
2351,아 잇몸 마름,5월 6일,,
2352,"신타케로 ... 타케밋치 코피만 나면 꼭 자기가 핥아주는 신이치로상도 보고 싶음.. 제발 그만 하면서 밋치 계속 밀어내는데 안밀리고 멎을 때까지 핥는 신이치로 ... 밋치 얼굴은 신치로 혀 땜에 피범벅, 신이치로는 늘 입 안 치아 잇몸까지 밋치 피로 범벅돼서 싱글벙글 웃었음 좋겟다",5월 6일,6,53
2353,"사자왕 짱귀여운점
저 미니언즈들 해피밀 피규어라 하나 얻으려면 햄버거 하나씩 까묵어야됨ㅋㅋㅋㅋ 골든미니언 뽑고 신나하는 윌리 생각하니 잇몸만개되자너",5월 6일,2,11
2354,몇번을 봐도 잇몸마르는데 프리즈너오브러브 중독인듯1,5월 6일,,2
2355,"잇몸이.너무아픈ㄷㅔ
어카지",5월 6일,,
2356,이거 볼때마다 웃겨서 잇몸 마름,5월 6일,,2
2357,며칠째 수면이 부족해서인지 잇몸 상태가 안 좋아졌근..,5월 6일,,
2358,"메이크맨 구강 세정기 치아 물치실 휴대용 세척기 물 칫솔 양치 잇몸 
  마사지기 워터 수압, 메이크맨 구강세정기

자세히보기 : https://link.coupang.com/a/mQyuL

쿠팡 파트너스 활동으로 수수료를 제공받을 수 있습니다.",5월 6일,,
2359,잇몸 다 마름ㅋㅋ후아,5월 6일,,1
2360,언제쯤 잇몸이 가라앉을까...,5월 6일,,
2361,"@hellokoook
 님에게 보내는 답글",5월 6일,,2
2362,"@official_sini98
 님에게 보내는 답글",5월 6일,,
2363,오랜만에 까만 화면에 비친 잇몸 만개한 내 모습을 보니까 낯설다,5월 6일,,
2364,"덴티 본조르노 잇몸케어 2p + 치석케어 2p + 구취케어 치약 2p
#치약 

↓↓↓상품 링크 ↓↓↓
https://link.coupang.com/a/mQwdR

이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.",5월 6일,,
2365,"#자캐의_외모를_모브캐의_시점에서_서술해보자
일단 사실 ...공설외모가 걍 평범이라서 ㅋㅋ
얼핏 봤을때 어? 이쁘다싶은순간은 있음
눈 가로로길고 속눈썹길구 코높고 입 가로폭 길고~~
근데 웃을땐 개야비하게 생겻다고 생각할듯
웃을때 잇몸 살짝씩 씰룩 보임 

이게맞아?걍 강로운얼굴서술하기",5월 6일,1,
2366,,5월 6일,,
2367,"@hellokoook
 님에게 보내는 답글",5월 6일,,2
2368,"@official_sini98
 님에게 보내는 답글",5월 6일,,
2369,"@always_chanwon
 님에게 보내는 답글",5월 6일,,1
2370,"한이섹시포인트
-헤어라인
-턱선
-목선
-잇몸
-눈빛
-목소리",5월 6일,1,
2371,"필립스 소닉케어 다이아몬드클린 전동칫솔 9000

초미세 음파진동으로 잇몸 구석구석까지 케어하자
https://link.coupang.com/a/mQqMM
""이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.""
#필립스 #칫솔 #전동칫동 #음파진동칫솔",5월 6일,,1
2372,하..컨디션않좋을때마다 잇몸존나부어서 죽겟드아,5월 6일,,
2373,잇몸 당기는 게 사랑니 통증이 아니라 실밥이 당겨져서 그런거구나 깨닫고 빨리 월요일에 풀러가야지 생각중,5월 6일,,
2374,"@Youstay_withMe
 님에게 보내는 답글",5월 6일,,
2375,"@HMdicebot
 님에게 보내는 답글",5월 6일,,
2376,"덴티 본조르노 잇몸케어 2p + 치석케어 2p + 구취케어 치약 2p
https://link.coupang.com/a/mQoPQ

#특가 #할인 #가성비 #추천 #초특가 #한정수량 
*파트너스 활동으로 수수료를 제공 받습니다.",5월 6일,,
2377,"@GS_oik
 님에게 보내는 답글",5월 6일,,
2378,닠양 얘기때메 죽고싶었다가 탐라에서 성후니 틱톡보면 잇몸개방,5월 6일,,2
2379,얘들아 나 잇몸에 피어싱 있다,5월 6일,1,2
2380,"#개떨길 
신리 숏컷 존멋!! 신리벼루가 귀여워서 잇몸만개!~~",5월 6일,,1
2381,"처음엔 2년이라는 임기가 길다고 생각했는데 겪어보니 짧네요. 4.7 보궐선거, 전당대회, 대통령선거를 지나고 이제 지방선거만 남았습니다.

여러모로 이가 없어 잇몸으로 버틴 2년, 남은 시간 동안은 다음 위원장이 수월하게 활동할 수 있는 여건을 만들어야겠다는 생각이 듭니다.",5월 6일,65,283
2382,"@simhae_fish
 님에게 보내는 답글",5월 6일,,1
2383,현준이주전으로짱박아두자난이빨야구보다잇몸야구가더재미잇음,5월 6일,,4
2384,그리고 사랑니가 자꾸 잇몸을 뚫고 나온다..(피맛),5월 6일,,1
2385,"@gulmza
 님에게 보내는 답글",5월 6일,,
2386,"상대의 꿈에 내가 나오고 나는 거기서 행복했다고 한다 그러나 여기서는 잇몸에 피가 나오고 말해도 모를 피가나오고 지금은 아는 노래들이 과거에서 발견될 때, 지금에 와서야 그 상점이 고삐파는 곳인지 알았다. 한개의 작품을 숲속에 놓고와서 여름이 지나 꺼내보고 싶은데, 그것은 뛰어놀기 바쁘다",5월 6일,,2
2387,흑흑..................잇몸염증 너무 아파서 다 죽어감...,5월 6일,,4
2388,( 질척한 웃음소리 새나온다 농밀히 얽혔던 혀끝 이내 시현 잇몸에서 천장을 훑는다 유성 목덜미 감았던 팔 힘주어 제 쪽으로 끌었다. ),5월 6일,,
2389,이정도 봤으면 질려야 정상인데 와 볼때마다 레전드 새롭게 재밋음 ... 볼때마다 잇몸만개함 그러다가 약간 다른 디테일 나오면 머리빡빡깨는거임 하 손뉴동 진짜 유죄인간,5월 6일,,1
2390,"@thj_bhd
 님에게 보내는 답글",5월 6일,,
2391,"내가지금뭔짓을했냐면 충치치료한쪽마취거의풀려가는데
방금내가그쪽어금니로아이스크림을씹었다잇몸이춤춘다",5월 6일,,1
2392,뭐야 밀크티 먹었더니 치아 아파…내 잇몸…큰일난거아냐…?,5월 6일,,
2393,"@gulmza
 님에게 보내는 답글",5월 6일,,
2394,"상대의 꿈에 내가 나오고 나는 거기서 행복했다고 한다 그러나 여기서는 잇몸에 피가 나오고 말해도 모를 피가나오고 지금은 아는 노래들이 과거에서 발견될 때, 지금에 와서야 그 상점이 고삐파는 곳인지 알았다. 한개의 작품을 숲속에 놓고와서 여름이 지나 꺼내보고 싶은데, 그것은 뛰어놀기 바쁘다",5월 6일,,2
2395,흑흑..................잇몸염증 너무 아파서 다 죽어감...,5월 6일,,4
2396,근데 핫바먹다가 잇몸 벗겨졋어,5월 6일,,1
2397,"하…사랑니가존니아픈데 이 고통이 문송의좃망사랑때문인건지
그냥잇몸이찢어져서아픈건지모르겠음…",5월 6일,,6
2398,태인이 잇몸만개미소,5월 6일,,
2399,태인이 잇몸만개한거ㅠㅠㅠㅠㅠㅠㅠ 심쿵ㅠㅠㅠㅠㅠㅠ 사랑해 진짜로ㅠㅠㅠ,5월 6일,,
2400,"저사람 하관안에 잇몸미소 장착햿으면서 검은마스크로 잘생김을 표현하는거 차암나 

..

ㄱㅊ아
좋아",5월 6일,,2
2401,"@chungwol_7086
 님에게 보내는 답글",5월 6일,,
2402,남들이 말한 잇몸이 알고보니 우리팀의 어금니였던 것에 대하여,5월 6일,,
2403,"@ggodlebab
 님에게 보내는 답글",5월 6일,,
2404,채 춤추느라 관절을 움직일 때마다 맨 살위를 특히나 온도에 민감한 저 상체를 차가운 체인이 간지럽혔을 생각을 하니 잇몸이 보이게 히죽거릴수밖에없다,5월 6일,,1
2405,근데 핫바먹다가 잇몸 벗겨졋어,5월 6일,,1
2406,"하…사랑니가존니아픈데 이 고통이 문송의좃망사랑때문인건지
그냥잇몸이찢어져서아픈건지모르겠음…",5월 6일,,6
2407,태인이 잇몸만개미소,5월 6일,,
2408,약간 지금 무슨 느낌이냐면 그래 시발 윤식이 0.1이닝 4실점? 뭐 시발 어차피 윤식이는 잇몸이었고 우리가 선발이 지랄나도 롱릴들이 저렇게 버텨주는데 어떻게든 임플란트 뿌리박고 다시 재건해보자 아자아자 ㅇㅈㄹ 긍정회로 돌리고 있음 당연함 14점 냄,5월 6일,3,5
2409,떠하미 흔적으로 다덜 행복해보여..(엄마미소(물론나도잇몸나옴,5월 6일,,
2410,"@ggalsamm
 님에게 보내는 답글",5월 6일,,
2411,님들....잇몸?에 뾰루지같은거 났는데 이거 점저 커지는데 내일 치과가야할까..? 뭐지이게 진짜,5월 6일,,1
2412,오늘은 이가 아니라 잇몸이 아프네. ㅠㅠ,5월 6일,,
2413,유일한 식탁이 맛집인 걸 증명하는지 입 안쪽 잇몸 조직이 찢어진 것 같음 ㅋㅋ.. 피맛 마시쩡,5월 6일,,
2414,"@henaminami
 님에게 보내는 답글",5월 6일,,1
2415,ㅅㅂㅋㅋㅋㅋㅋㅋㅋ 이게 삼성이다 하 잇몸야구 잇몸만개,5월 6일,,1
2416,신인이 저렇게 열심히 하는거 보면 절로 숨길 수 없는 잇몸미소 지어짐,5월 6일,,
2417,"잇몸 지리게 아픔 씨바 
나 진짜 방금까지 엉엉울면서 약묵고 진정함",5월 6일,,3
2418,"@Ez1222
 님에게 보내는 답글",5월 6일,,
2419,아니 너무 재밌을거 같아서 지금 못보겠어 설레서 드릉드릉하는데 이따 집가면 침대에 누워서 행복하게 잇몸만개하고 볼래 꾹 참아본다..,5월 6일,,
2420,#수원삼성 #라커룸캠 보면서 ㄹㅇ 잇몸 말라가는 중,5월 6일,,
2421,요즘 피곤했다고 간만에 잇몸 나간 것 같은데 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 조만간 치과 가야겠다..,5월 6일,,
2422,"병원에서 잇몸이 너무 부었다며,,, 작작 피곤하게 살라고 하며 치료 받았는데 젠장",5월 6일,,
2423,"@mogu_Cookie
 님에게 보내는 답글",5월 6일,,1
2424,유지 장치 땜애 송곳니쪽 잇몸이 디지게 아파여,5월 6일,,3
2425,님들....잇몸?에 뾰루지같은거 났는데 이거 점저 커지는데 내일 치과가야할까..? 뭐지이게 진짜,5월 6일,,1
2426,오늘은 이가 아니라 잇몸이 아프네. ㅠㅠ,5월 6일,,
2427,유일한 식탁이 맛집인 걸 증명하는지 입 안쪽 잇몸 조직이 찢어진 것 같음 ㅋㅋ.. 피맛 마시쩡,5월 6일,,
2428,"와 진짜 나 결국 약속 나왔는데 
지금 마스크 속으로 잇몸 웃음을 숨길수가 없네 진짜 하 미쳤나봐 세상에",5월 6일,,2
2429,어렸을땐 마시멜로 안 먹었는데 지금은 이런게 좋다... 달달하고 이가 아프지가 않아 ㅋㅋ ㅋ.ㅋㅋ.ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ....... 난 20대인데 잇몸은 40대임,5월 6일,,
2430,"@Ras_is_Angel
 님에게 보내는 답글",5월 6일,,
2431,"음
이번엔 확실히 whw됏다고 느껴질정도로 합리적인 아픔이 느껴진다
다행히 이 깍깨물때랑 사랑니 잇는 잇몸 꾹꾹 만질때만 통증이 오고잇음
한달만 버텨줘라 아직 학기중이다 tlqkftoRl야",5월 6일,,1
2432,"올릴수는 없지만...
어제 등신대랑 사진찍었는데
다시봐도 나 너무너무 행복해하고있네...
저런 찐웃음은 올해들어서 첨인듯ㅋㅋㅋ
마스크써서 잇몸 마른게 가려져서 다행(?)이었다....
언젠가는 진짜 솸이랑 찍을수있을까ㅠㅠ",5월 6일,,8
2433,"우려했던 치료는 10분도 안 돼서 끝이 났다. 잇몸을 열고 사랑니를 빼기 직전에 김턔형이 젼졍국의 옷깃을 몇 번 잡아 눈이 마주친 것과 젼졍국이 입속으로 손가락을 넣을 때마다 혀가 같이 따라오는 해프닝이 간간이 일어나긴 했지만.

⚊ 김 선생님, 고생하셨어요.
⚊ 의사 선생님도요.",5월 6일,,1
2434,"⚊ 선생님, 그동안 어떻게 참았어요?  
    잇몸이 꽤 부어 있고 충치도 보이는데요.
⚊ 아... 많이 심각한가요?
⚊ 아뇨, 그렇게 걱정하실 건 없고요.
    사랑니가 조금 커서 잇몸을 
    째야 할 것 같네요.
⚊ 네?! 잇몸을 짼다고요?",5월 6일,,1
2435,정인이만보면... 그냥 잇몸 다 까고 함박웃음 짓고있음 ㄷ,5월 6일,,
2436,"@Sirozuki
 님에게 보내는 답글",5월 6일,,
2437,잇몸이 아파,5월 6일,,2
2438,"@I_LUV_U486
 님에게 보내는 답글",5월 6일,,
2439,난 개인적으로 외과의보다 치과의가 더 대단한거같애... 치과의랑 안과의... 내가 배 찢어지는 건 봐도 잇몸 찢어져서 잇몸뼈 허옇게 드러나는 거나 눈(이하생략) 은 너무 끔찍한거같음,5월 6일,,2
2440,잇몸만개중,5월 6일,,
2441,"@Jayu_luv
 님에게 보내는 답글",5월 6일,,
2442,"@Genkai_breaker
 님에게 보내는 답글",5월 6일,,1
2443,"오늘자 못죽
짧게나마 언급된 뵤세 모먼트에 잇몸만개",5월 6일,,
2444,너무좋아서잇몸미소지음,5월 6일,,
2445,,,,
2446,정인이만보면... 그냥 잇몸 다 까고 함박웃음 짓고있음 ㄷ,5월 6일,,
2447,"@Sirozuki
 님에게 보내는 답글",5월 6일,,
2448,,,,
2449,2분 동안 잇몸 말랏어요,5월 6일,8,45
2450,"덴티 본조르노 잇몸케어 2p + 치석케어 2p + 구취케어 치약 2p
https://link.coupang.com/a/mPIh8
이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다
#덴티 #본조르노 #잇몸케어 #치석케어 #구취케어 #치약",5월 6일,,1
2451,"@chikasarang
 님에게 보내는 답글",5월 6일,,
2452,"고통을 상기시켰을 때 내뱉는 것들이 있다. 유치를 뽑아내고 남은 잇몸 위 뿌리 흔적이 시큰하게 아파올 때 오히려 그곳을 더욱 세게 누르고는 하는것이 사람이라면, 캐롤은 그런 것을 알아내기 위해선 어디를 찔러야 하는지 잘 알았다.",5월 6일,,
2453,ㅋㅋ 잇몸녹아서 사랑니보이는거 보고 충격받아서 식욕재기함,5월 6일,,3
2454,"@Afternoon_Hae
 님에게 보내는 답글",5월 6일,,
2455,나진짜 먹토끊어야될듯 원래 사랑니 완전 매복이엿는데 잇몸 녹아서 형체 보임 자연스럽게 뚫고나온거 아니고 잇몸이 녹은게 보임 어떻냐면 사랑니는 자리 그대로인데 잇몸이 녹아서 구멍뚫린거처럼?됨..;; 앞니 뒤쪽도 약간 녹은거같음,5월 6일,1,6
2456,사랑니 잇몸 찢고 나오는데 은근 아프다 구내염이랑 비슷한 느낌...,5월 6일,,1
2457,"@yourLizy_
 님에게 보내는 답글",5월 6일,,
2458,"제가미는윤정한모에화는요
잇몸째야하는매복사랑니(늦게뽑으면옆에있는어금니로충치를옮기기도하는극악무도한자식)입니다
감사합니다",5월 6일,13,5
2459,매력뭐냐는 질문에 보조개라면서 씨익 웃으면 이 할미는 잇몸 말라죽는다 찬혁아.....,5월 6일,,
2460,"@60_gums
 님에게 보내는 답글",5월 6일,,2
2461,,5월 6일,,
2462,"@yourLizy_
 님에게 보내는 답글",5월 6일,,
2463,"제가미는윤정한모에화는요
잇몸째야하는매복사랑니(늦게뽑으면옆에있는어금니로충치를옮기기도하는극악무도한자식)입니다
감사합니다",,,
2464,"아니근데ㅠㅠ 쩔수없는거아님?? 
대디이슈 잇는 강박살인마남이랑  딸하나데리고사는 장님 중년여성←이것만으로 벌써 잇몸에 침이마르는데 ㄹㅇ 작중 멘탈섹스를한다고 이둘이(ㅠㅠㅠ",5월 6일,,
2465,"덴티 본조르노 잇몸케어 2p + 치석케어 2p + 구취케어 치약 2p

https://link.coupang.com/a/mPCnl
이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.

#치약 #구취제거 #구취감소효과 #자연유래성분 #건강한치아 #텐티본조르노",5월 6일,,
2466,"@oidofire
 님에게 보내는 답글",5월 6일,,
2467,생각해봐. 가족같은 동료들이 저정도로 만신창이가 되었는데. 그 누가 분노하지 않겠어? 심한 고문으로 인해 성한곳이 없는 자신들의 다정한 맏형. 이가 전부 사라져 채 아물지 못한 잇몸에서 피가 나고 간단한 발음조차 어눌한 믿음직한 리더.,5월 6일,,14
2468,땅콩이 잇몸정괴관련해서 조직검사위해 스케일링겸 해서 병원보내놓고 지금 중간에 설명 듣고오는 길인데...하아.....하아아아.......나는 집사 빵점... 난....난 집사 탈락....,5월 6일,,
2469,"사랑니 개빡침
날거면 후딱 나고 말고면 말던가 애매하게 잇몸 거의 얇아진 상태라서 씹을때마다 아픔 장난?",5월 6일,,1
2470,한화 선발 잇몸야구 언제까지? ＂카펜터 다음주 복귀…킹험 복귀 시점은 미정＂ [춘추 현장] (출처 : 스포츠춘추 | 네이버 스포츠) http://naver.me/xQo4hv3r,5월 6일,,
2471,"@live_in_april
 님에게 보내는 답글",5월 6일,,
2472,한화 선발 잇몸야구 언제까지? ＂카펜터 다음주 복귀…킹험 복귀 시점은 미정＂ [춘추 현장] (출처 : 스포츠춘추 | 네이버 스포츠) http://naver.me/xQo4hv3r,5월 6일,11,1
2473,잇몸치료 또 받아야 한다니 ㅎㅏ.....,5월 6일,,
2474,"@Hyeokram_cn
 님에게 보내는 답글",5월 6일,,1
2475,"@junky5150
 님에게 보내는 답글",5월 6일,,
