,내용,날짜,별점,재구매,한달사용기,종류
458,엄청 좋네요 배송도 빠르고 ㅎㅎ 잘산 것 같아요 잘 쓰겠습니다,2020-12-10,5,0,0,1
459,미세모여도 잇몸자극없이 괜찮네요??가격대비 수량많고요?,2020-12-10,4,0,1,2
460,잘 사용하고 있습니다,2020-12-10,5,0,1,1
461,화면그대로구요. 원래쓰던제품입니다. 좋아요 재구매,2020-12-10,5,0,0,1
462,치솔모도 부드럽고 교장하는 우리애가 아주 좋아하네요.재구매해야겠어요,2020-12-10,5,0,1,1
463,전에 사용했는데 다 쓰고 재주문입니다. 칫솔모가 적당하고 좋으네요 번창하세요~,2020-12-10,5,0,0,2
464,뽀득뽀득 잘 닦입니다. 다음에는 이중 미세모로 구입하려고요~,2020-12-10,5,0,1,3
465,빠른배송에 포장도 벌크형으로 되어있지만 각각 칫솥캡이 달려있어서 위생적이고 쓰기편하게 되어있네요. 아직 전에 구매한게 남아있어서 사용전 이지만 맘에들어요,2020-12-10,5,0,0,1
466,모가 부드럽네요 귀여워요 디자인은,2020-12-10,4,0,0,2
467,교정하는 딸아이를 위해 구매했어요 늘 사용하던거라 만족합니다.,2020-12-10,5,0,0,1
468,늘 다시 구매하고 있어요~,2020-12-10,4,1,0,2
469,배송 빠르고 지금 쓰고 있는데 너무 좋아요!,2020-12-10,5,0,0,2
470,모가 너무 텐션이강하네요. 반반살걸그랬나봐요ㅜㅠ교정기에 걸리는 느낌이예요,2020-12-10,3,0,0,3
471,좋아요 가성비 괜찮아요,2020-12-10,3,0,0,3
472,늘 다시 구매하고 있어요~,2020-12-10,3,1,0,3
473,치과용이라고 해서 믿고 구매했어요~이중모라 맘에들고 헤드 크기도 적당해서 구석구석 잘 닦이는거 같아요.,2020-12-10,5,0,0,2
474,칫솔모도 부드럽고 좋아요  ㅎㅎ,2020-12-10,5,0,1,2
475,항상 쓰는 제품 저렴하게 잘 샀어요,2020-12-11,5,0,0,2
476,아이가 교정중이라 구매했어요,2020-12-11,5,0,0,1
477,항상 쓰는 제품 저렴하게 잘 샀어요.,2020-12-11,5,0,0,2
478,배송도 빠르고 제품도 좋아요,2020-12-11,5,0,0,2
479,좋아용 재구매하께용,2020-12-11,5,0,1,6
480,칫솔 다 사용해서 재주문합니다,2020-12-11,5,0,0,1
481,포장이 깔끔해서 좋았어요~,2020-12-11,4,0,0,6
482,똑같은 제품만 3번 구매중입니다 너무 좋아요,2020-12-11,5,1,0,1
483,계속 주문하고 사용하고 있어요,2020-12-11,5,0,0,2
484,가족들이 미세슬림모칫솔을 싫어해서 처음 구매했습니다. 잘 사용할께요~,2020-12-11,5,0,0,3
485,배송빨라요~~ 저렴하고 너무 좋아요 전에 주문해서 쓰던 거 다 사용해서 재주문했어요! 색도 다양하니 예쁩니당 아주좋아용ㅋㅋ,2020-12-11,5,0,0,3
486,세네개정도 양치하다보면 칫솔모가 다 빠져요 ㅠㅠ,2020-12-11,3,0,1,3
487,저렴하게 잘 샀어요,2020-12-11,5,0,0,3
488,치과용 치약 찾다가 구매했어요 일단 좋은데요. 좀 더 써봐야 알것같아요. 어금니칫솔이 필요해서 함께 일반모도 구매했는데.. 아이들은 좋다고 하네요. 신기한가봐요,2020-12-11,4,0,0,2
489,좋아요 재구매의사 있습니다,2020-12-11,3,0,0,3
490,"배송이 엄청 빠르네요!  상품도 포장이 잘 되어 배송 받았고, 교정 중인 치과에서 판매하는 칫솔보다 훨씬 저렴하게 구매하여 좋네요 ㅎㅎ 칫솔모 부드럽습니다",2020-12-11,5,0,0,6
491,미세모라서 프라그제거에는 약간 부족한 면이 있어요,2020-12-11,4,0,1,3
492,교정칫솔 저렴하게 구입했어요. 만족합니다.,2020-12-11,5,0,0,1
493,색색의 투명한 디자인...  배송도    모두 좋아요~~사용하는 아들이 좋다네여,2020-12-11,4,0,0,6
494,손잡읻느 편하고 사이즏느 만족해요,2020-12-11,4,0,1,5
495,어금니용을 어떤걸 사용해야하는지 잘 몰라두종류 다 구입했어요. 사용후 알것같아요,2020-12-11,4,0,0,3
496,어금니용을 어떤걸 사용해야하는지 잘 몰라두종류 다 구입했어요. 사용후 알것같아요,2020-12-11,4,0,0,3
497,교정칫솔로  사용중이에요,2020-12-11,4,0,1,1
498,집에 교정기 낀 아이들 2명이 있어서 자주 구매합니다.,2020-12-11,5,0,0,3
499,배송도 빠르고 좋아요,2020-12-11,5,0,0,2
500,잘닦이고 좋아요ㅎㅎ,2020-12-11,5,0,0,2
501,맘에드네요~ 다 사용하면 재주문 할께요~,2020-12-11,3,0,0,2
502,항상 구매 하는  제품이예요,2020-12-11,5,0,0,1
503,교정한 아이들에게 없어서는 안될 꼭 필요한 물품입니다.,2020-12-11,5,0,0,5
504,깨끗하게 잘 닦이고 사용감좋아요,2020-12-12,5,0,1,4
505,갯수가 많아서 좋아요. 가성비 굿^^,2020-12-12,5,0,0,1
506,개별케이스가 되어 있어 위생적이고 보관이 쉬우며 수량이 많아 경제적입니다,2020-12-12,5,0,0,1
507,일반모랑 미세모 둘다 사봤어요 미세모는 좀 약할까싶어 일반모도 사봤는데 둘다 좋네요,2020-12-12,5,0,0,6
508,싸고 부드러워서 이빨에 좋아요,2020-12-12,5,0,1,2
509,빠른 배송은 굿 근데 일반모는 너무 뻑뻑해서 잇몸아플거같아용 그래서 그런지 더 잘닦이는 거같가ㅗ ㅋㅋ 슬림모는 추천이에용 치과에서 비싸게 말고 여기서 딱 사시면 1년은 그냥 ㅎㅎ 버틸거같넹영,2020-12-12,3,0,0,0
510,교정 시작해서 구매했어요 근데 첫번째 양치질부터 칫솔모가 교정기에 다 끼어나왔어요 ㅠㅠ 제가 아직 힘조절을 못해서 그런거겠죠 ..,2020-12-12,5,0,0,3
511,치과에서만 파는게 비씨서 구매했습니다. 별 차이 없네요,2020-12-12,4,0,0,1
512,가격도 착하고 좋아요!! 교정 다할때까지 잘 사용하겠습니다!ㅎㅎㅎ,2020-12-12,5,0,1,6
513,사랑니관리에  이용.사용하면서 요령이  생기면  더  효과적인  사용  가능,2020-12-12,3,0,0,4
514,"좋아요, 배송도 빨랗고요",2020-12-12,5,0,0,1
515,배송 빠르고 좋아요,2020-12-12,5,0,0,1
516,교정중인 아이 위해 재구매합니다.,2020-12-12,5,1,0,3
517,배송도 빠르고 칫솔도 병원용이라 좋아요!,2020-12-12,5,0,0,1
518,치과에서 넘 비싸게 팔아서 여기서 샀는데 개별로 칫솔캡도 다 달려있고 좋아요!,2020-12-12,4,0,0,6
519,예전에 써본적 있어요 칫솔이 많아져서 마음이 든든하네요,2020-12-12,3,0,0,2
520,교정하는 아들위해 샀어요.,2020-12-12,5,0,0,1
521,교정중 사용하는 칫솔입니다. 잘쓸게요~~,2020-12-12,5,0,0,1
522,색깔도 예쁘고 유용하게 잘 쓸거같아요 아들이 어금니 안쪽을 잘 못닦는거같아서,2020-12-12,5,0,0,3
523,모가 부드러워서 잇몸이 덜 다쳐서 좋아요,2020-12-12,5,0,0,1
524,교정기 사용하는 아이 사용하는데 사용감 편하고 좋다네요,2020-12-12,5,0,1,6
525,솔도 부드럽고 싸게 잘 삿오요 부들부들해영 자극없이 잘쓰고잇어요,2020-12-12,4,0,0,2
526,배송빠르고 포장도 간편하게 왔어요,2020-12-12,5,0,0,1
527,저희애가 쓰던거라 또 주문합니다~,2020-12-12,4,0,0,1
528,교정 1년동안 항상 쓰는 치약인데 되게 좋아요 매번 여기꺼만 쓰고 있어서 편하게 매일 구매합니다.,2020-12-12,5,0,0,3
529,교정 중인 딸이 계속 쓰는 칫솔입니다. 피부 예뻐지라고 사은품까지 챙겨주셨네요~ 감사합니다^^,2020-12-13,5,0,0,3
530,교정 중인 딸아이가 항상 쓰는 칫솔입니다~~ 부드럽게 잘 닦인다고 좋아해서 재구매합니다,2020-12-13,5,0,0,1
531,잘왔어요^^ 맘에듭니다,2020-12-13,5,0,0,2
532,벌써 2번째 구매네요 참 좋습니다,2020-12-13,5,1,0,3
533,잘왔어요^^ 맘에듭니다,2020-12-13,5,0,0,3
534,배송도 빠르고 가격도 저렴한데 몇몇 칫솔은 모가 너무 빠져요 ㅠ_ㅠ,2020-12-13,5,0,0,3
535,배송 잘 왔습니다.,2020-12-13,5,0,0,5
536,손잡이 부분이 플라스틱이라 조금 딱딱하지만 칫솔모는 꽤 탄력있고 잘 닦여서 잘 쓰고 있습니다~,2020-12-13,4,0,1,2
537,치과에서 한개에 3000원씩 사서 사용했는데..저렴한 가격에 잘 사용하고 있어요,2020-12-13,4,0,0,6
538,교정인에게 딱이에요,2020-12-13,5,1,0,3
539,자주 갈아줘야 하니 이가격에 저렴히 잘 샀고요~탄력도 괜찮아서 잘 닦이네요~~,2020-12-13,4,0,1,3
540,너무좋아서 또 살거에요,2020-12-13,5,0,0,1
541,칫솔모가 조금써도 잘눕는듯합니다,2020-12-13,3,0,1,3
542,부드러워서 좋아요.,2020-12-13,5,0,0,4
543,배송빠르고 좋았어요 가격이 저렴해서 좀 걱정했었는데 칫솔써보니 좋더라구요~ 또 재구매할거예요~,2020-12-13,4,0,0,6
544,"치솔 사용해보고 두번째 구매했어요~칫솔 크기는 중간정도 크기이며, 칫솔모도 너무 부드럽거나 강하지 않아서 저한테는 잘 맞는거같아요. 재구매해서 잘 쓰고 있는 제품입니다~^^",2020-12-13,4,1,0,2
545,평소에 강한모로 양치하는걸 좋아해서... 바로 주문했네요... 크기가 조금더 컸으면하는 아쉬움이 약간(?)있지만... 그래도 잘 닦이긴하네요,2020-12-13,4,0,0,3
546,배송빠르고 좋았어요 가격이 저렴해서 걱정했는데 칫솔써보니 좋더라구요 다음에 또 재구매할거예요~,2020-12-13,4,0,0,5
547,배송은빠르고 아직사용은안해봤지만 구성이좋은거같아요 사은품 혀클리너도잘사용하겠습니다. 수고하세요^^,2020-12-13,5,0,0,3
548,배송빠르고 좋았어요 가격이 저렴해서 걱정했는데 칫솔써보니 좋더라구요 다음에 또 재구매할거예요~,2020-12-13,4,0,0,3
549,매번 구매해요~ 가격도 저렴하고 양치질도 잘되고 개수가 많아서 좋아요 ㅎㅎ 벌써 여러번 재구매합니다 다쓰면 또 구매할께요!,2020-12-14,5,0,0,2
550,배송 빠르구요 저렴하게 잘 구입한거 같아서 좋아요,2020-12-14,5,0,0,2
551,착한 가격 좋은 제품 좋습니다!,2020-12-14,5,0,0,3
552,교정중이라 칫솔이 예민한데 미세모라 좋네요,2020-12-14,3,0,0,1
553,치과에서 파는 칫솔만 썼는데 이거 짱 괜춚,2020-12-14,5,0,0,2
554,3번째 재구입합니다  말이필요없어요 굿뜨~!!,2020-12-14,5,1,0,1
555,한사람입니다 머리카락이나 이물질등 4개정도에서 나왔습니다 사람 입에들어가는건데 신경좀써주세요 어떻게만드는지모르겠으나 이번꺼 써보곶또그러면 신고하겠습니다,2020-12-14,3,1,0,1
556,치과에서사면 비싼데 한번에 사니 저렴하고 쓰기좋아요,2020-12-14,5,0,0,6
557,교정중이라 칫솔이금방 망가지지만 잘 닦아요  색상별로 잘 사용하고 있어요  다음에도 재구매할 예정이에요,2020-12-14,5,1,1,3
558,좋아요 제가 생각했던 딱 그 칫솔입니당,2020-12-14,5,0,0,3
559,이중미세포 좋아요. 구석구석 잘 닦여서 이거쓰다 마트 칫솔 못써요.,2020-12-14,5,1,0,2
560,가격대비에만족합니다,2020-12-14,4,0,0,3
561,가격도 저렴하고 제품도 좋아요~~,2020-12-14,5,0,0,3
562,배송빠르고 늘 쓰던거라 좋아요,2020-12-15,5,0,0,1
563,쓰던 칫솔이에요  저는 제일괜찮은거 같애요,2020-12-15,5,0,0,2
564,칫솔모크기가 아동 칫솔만해서 놀랬는데 사용해보니 못쓸정도는 아니네요ㅎ기존쓰던게 커서 어색할뿐~ 개별 뚜껑이 있어서 위생적이고 사은품으로 주신 마스크팩도 잘쓸게요,2020-12-15,4,0,0,1
565,가격도 싸고 좋네요,2020-12-15,5,0,0,6
566,상품 좋습니다. 아이들이 잘 닦았으면 좋겠네요,2020-12-15,5,1,0,5
567,"항상 쓰던 칫솔이예요. 크게 자극 되지도 않고, 칫솔모 사이즈도 좋아서 매번 쓰게되네요^^",2020-12-15,5,0,0,2
568,좋아요 가성비좋습니다,2020-12-15,5,0,0,3
569,칫솔모가 작아서 안쪽도 잘 닦이는것 같고 좋네요,2020-12-15,5,0,0,2
570,저번에도 사용하고 만족적이여서 또 구매하게 되었습니다 ! 잇몸이 약한편이라서 더 쓰기 좋았습니다 ! 하나하나 캡이 씌어진채로 와서 좋아요,2020-12-15,5,1,0,1
571,중학생 아이용으로 구입했어요 치솔 색깔이 예쁘다고 아이는 그걸 맘에 들어 하네요 집에서만 사용할 거라 칫솔 캡이 필요없는데 옵션으로 선택이 가능하면 좋겠어요 불필요한 쓰레기가 나오게 되네요,2020-12-15,5,0,0,3
572,칫솔 떨어지면 항상쟁여놓아요.,2020-12-15,5,0,0,1
573,어금니쪽은 칫솔질로도 깨끗이 안 닦이는거 같아 한번 사봤는데.. 확실히 이거 쓰니까 구석구석 잘 닦은 느낌이예요^^,2020-12-15,5,0,0,3
574,물건 빠르고 배송 좋아요,2020-12-15,5,0,0,6
575,배송빠르고 늘쓰던거라 좋아요,2020-12-15,5,0,0,1
576,자꾸 칫솔을 깨무는 아이인데 넉넉하게 들어있어서 한동안은 걱정없이 쓸수 있겠어요.저강한 탄성도 있어서 쉽게 무뎌지지 않을것 같고 부드러워요.캐릭터도 너무 유아틱하지 않아서 좋아요~^^,2020-12-15,5,0,0,2
577,배송도빠르고 교정하는 중딩아들이 좋아보인다하네요,2020-12-16,3,0,0,1
578,캐이스가 다 부숴져서 옴,2020-12-16,4,0,0,3
579,아이 교정중이라서 구입 어린이용으로 사이즈가 더 작은게 있으면 좋겠어요,2020-12-16,5,0,0,1
580,빠른배송 감사합니다,2020-12-16,5,0,0,1
581,가족들이 다른 제품도 사용했는데 크기면이며 닦이는 정도가 마음에 든다네요.,2020-12-16,5,1,1,2
582,"배송 빨랐어요 근데 칫솔모가 좀 뻣뻣하고 3번 썼더니 모가 하나 삐죽 튀어나왔어요, 교정기때문인가 ㅠㅠ  아무튼 교정칫솔 만족합니다,,",2020-12-16,5,0,0,6
583,저렴하게 잘샀습니다! 칫솔모도 부드럽고 좋아요!,2020-12-16,5,0,0,1
584,저렴한 가격에 구입하게되어 만족해요~,2020-12-16,5,0,0,3
585,항상 사용하고 있어요,2020-12-16,5,0,0,1
586,케이스가 다 부숴져서 왓어요,2020-12-16,4,0,0,1
587,매번 여기꺼 주문하고있어요~~,2020-12-16,5,0,0,2
588,교정칫솔 하나하나 머리 케이스 달아주시고 깔끔한 포장 좋네요 ㅎㅎ 다음에 또 주문할게요 ㅎㅎ,2020-12-16,5,0,0,1
589,배송빠르고 품질 좋네요,2020-12-16,5,0,0,1
590,치과에서 ㄱ 매하던 제품 저렴하게 잘 샀습니다.,2020-12-16,5,0,0,2
591,헤드크기도 적당하고 저렴하게 잘 샀어요~ 근데 환경 생각해서 실속패키지로 샀는데 개별캡이 씌어져 있네요.. 개별캡 없는게 더 좋을꺼 같아요~~,2020-12-16,5,0,0,1
592,원래 쓰던 것보다 부드럽고 저렴하고 좋아요.,2020-12-16,5,0,1,1
593,치과에서 구매하던 제픔 저렴하게 잘 샀어요.,2020-12-16,5,0,0,2
594,배송 잘 왔습니다. 칫솔이 부드럽고 잘닦여요.,2020-12-16,5,0,0,2
595,케이스가부셔져왓어요,2020-12-16,4,0,0,1
596,배송빠르게 잘왔습니다. 부드럽고 이 잘닦입니다,2020-12-16,5,0,0,1
597,잘쓰겠습니당 감사합니 다@ㄹ,2020-12-16,5,0,0,3
598,아직써보지 않았지만 괜찮으면 재구매하러 올께요~,2020-12-17,4,0,0,2
599,상품이 잘못왔지만 대처가 빨라 좋았습니다~,2020-12-17,5,0,0,3
600,5번 째 재구매 만족합니다.,2020-12-17,5,1,0,2
601,미세모라 부드럽고 좋아요,2020-12-17,5,1,1,2
602,배송도 빠르고 넘 좋아요,2020-12-17,5,0,0,2
603,배송빠르고 크기도 적당해요 잘닦일것같네요,2020-12-17,5,0,0,3
604,배송도 빠르고 넘 좋아요,2020-12-17,5,0,0,1
605,너무 잘쓰고 있어요 칫솔 바꾸고 치과에서 양치 잘한다고 칭찬도 받았습니다~ 잘쓸게요!,2020-12-17,5,0,1,1
606, 입니다. 만족합니다.,2020-12-17,5,1,0,2
607,좋습니다 교정용으로도 또 구매했어요,2020-12-17,5,1,0,3
608,생각보다 부드럽지않고 하드한느낌이라서 잇몸이 좋지않은 분들은 좋지않습니다 잘못 구매했어요 슬림모를 구매했어야하는데...,2020-12-17,3,0,0,2
609,ㅅ긎ㅇ조아오ㅡ 조아오,2020-12-17,3,1,0,2
610,교정시작해서 대량 구매해봤어요~,2020-12-17,4,0,0,6
611,배송빠르고 크기도 적당해요 잘닦일것같네요,2020-12-17,5,0,0,3
612,양치하면 이가 깔끔해요,2020-12-17,4,0,0,1
613,아이가 잘 사용하고 있어요 만족~,2020-12-17,5,0,0,1
614,솔도 부드럽고 조아요,2020-12-17,5,0,0,6
615,아직 안써봤는데 치과보다 저렴해서 좋아요,2020-12-17,4,0,0,1
616,포장을 한군데에 해주셔서 좋은거같아요! 배송도 빠릅니다 굿굿,2020-12-17,5,0,0,1
617,저렴한 가격에 잘샀어요!!근데 치간칫솔은 사이즈를 잘못신청했어요,2020-12-17,4,0,0,3
618,저렴히 잘샀어요~~~~,2020-12-17,5,0,0,3
619,교정시작으로 여러개 필요할것같아 주문했어요~,2020-12-17,4,0,0,5
620,10개를 저렴하게 구입해서 좋아요. 강한모여도 부드러운 느낌이지만 교체를 자주해줘야 할 것 같아요!,2020-12-17,4,0,0,3
621,잘닦이는거같아요~재구매할께요~,2020-12-17,5,0,1,3
622,모도 적당하고 좋습니다. 다쓰면 재구매 의사 있습니다,2020-12-17,5,0,0,1
623,괜찮은것 같아요 잘쓰고 있어요~,2020-12-17,4,0,0,2
624,가격도 저렴하게 잘 샀어요 다음에 또 구매할게요 감사합니다,2020-12-18,5,0,0,2
625,아직 사용전이지만 치과칫솔이라 좋을것같아요 마스크패까지 챙겨줬네요ㅎ~~,2020-12-18,4,0,0,2
626,치과칫솔구매할려고여기저기보다주문합니다저한테잘맞고좋으면또주문할게요,2020-12-18,4,0,0,1
627,약간 딱딱해서 교정기에 걸릴때가 있습니다,2020-12-18,4,0,0,3
628,배송빠르고 좋네요.,2020-12-18,5,0,1,1
629,저렴하고 가성비 좋아용,2020-12-18,5,0,1,1
630,치과보다 휠~씬 저렴하고 너무 좋아요.1년반동안 몇번 살꺼 같아요,2020-12-18,5,0,0,1
631,교정치솔로 쓰는거라 좋아요,2020-12-18,5,0,1,1
632,늘 쓰던거라 주문했어요. 저렴하고 좋아요.,2020-12-18,5,0,0,2
633,"일단 써봐야 알것같네요, 제품은 좋아보여요 ㅎㅎ",2020-12-18,5,0,0,1
634,항상 쓰던 제품으로 재주문했어요.가격도 타사에 비해 저렴하고 배송도 빠릅나다.,2020-12-18,5,1,0,1
635,케이스가뜯겨왔지만 저렴하게잘산것같아요ㅎ,2020-12-18,4,1,0,3
636,아직 사용해 보진 않았지만 교정중이라 일반 칫솔은 불편해서 구매했어요! 배송 빠른 편이고 가격도 좋습니다:) 많이 파세요!,2020-12-18,4,0,0,1
637,치과칫솔 좋아요~~~ 저렴한 가격에 잘 쓸게요~~,2020-12-18,4,0,0,2
638,항상 사용하던거라 불편함없이 잘사용하겠씁니다.,2020-12-18,5,0,0,2
639,치과치솔 쓰면 일반칫솔은 못쓰겠더라고요~~ 잘쓰겠습니다^^,2020-12-18,5,0,0,2
640,빠른배송감사해요~^^,2020-12-18,5,1,0,2
641,저렴하고 가성비 좋아여,2020-12-18,5,0,1,4
642,일반모 첨시켜봤는데 괜찮네요,2020-12-18,5,0,0,3
643,교정 중인 우리 딸내미 칫솔 싸게 잘 샀습니다.,2020-12-18,5,0,0,1
644,포장용기가 약한지 꺼내니 저렇게 밑바닥용기가 뜯겨져있네요  그래도 칫솔 자체는 괜찮아요  맨날 약국에서 교정용칫솔 하나에 3000원씩 주고 바꿨었는데 양도 많아서 주기적으로 바꿔쓸 수 있겠어요 ~ 왜 진작 안샀나 모르겠네요 ㅠ,2020-12-18,5,0,0,3
645,배송빠르고 상품은 아직안써봤는데 교정시작해서 구매했어요~ 계속 이용할게요 감사합니다,2020-12-18,5,0,0,3
646,예요. 무슨말이필요 하나요,2020-12-18,5,1,0,1
647,교정중이라 어금니까지 양치하기가 어려웠는데~~ 사용후 편해졌어요,2020-12-18,5,1,0,3
648,적당히 탄력적이고 부드러워서  한번 알고 난 후로 정착했어요~~,2020-12-18,5,1,0,2
649,넉넉해서 아낌없이 사용중이에요,2020-12-18,5,0,1,1
650,그냥 그래요 처음 사용때 칫솔모 다빠짐,2020-12-18,1,0,0,3
651,잘쓰고있어요 좋아요,2020-12-18,5,0,1,3
652,잘쓰고있어요 좋아요,2020-12-18,5,0,1,6
653,여러번 샀었는데 벌크형이 나와서 좋네요! 쓰레기도 줄어드는 느낌입니다!,2020-12-19,5,0,0,1
654,다른 제품을 쓰다가 요게 조금 더 싸길래 시켜서 써봤는데 칫솔모가 좀 빨리 닳는 느낌이에요..! 그치만 가성비적인 측면이나 다른부분은 만족합니다,2020-12-19,4,0,1,3
655,저렴하게 잘 샀어요,2020-12-19,5,0,0,3
656,쓸만해요 치간칫솔은 잘 휘어짐,2020-12-19,3,0,0,5
657,만족합니다 만족합니다,2020-12-19,5,0,0,1
658,칫솔모가 조금 빠지는 감이 있지만 가성비 좋아요 두 번째 구매네요,2020-12-19,4,1,0,3
659,아이가 만족해하네요,2020-12-19,5,0,0,4
660,가성비 좋네요. 굿,2020-12-19,5,1,0,2
661,칫솔 모가 가끔 한모씩 빠져요,2020-12-19,3,0,0,3
662,싸게 좋은 제품 잘 구매했어요~,2020-12-19,5,0,0,1
663,늘 주문해서 쓰는 물건입니다,2020-12-19,4,1,0,3
664,조아요 튼튼해요 굿,2020-12-19,3,0,0,3
665,좋아요좋아요좋아요좋아요,2020-12-19,5,1,0,2
666,항상 쓰던 제품이라 만족합니다.,2020-12-19,4,0,0,1
667,아주 좋음.잘 사용하고있음,2020-12-19,5,0,1,3
668,아이들쓰기좋고 칫솔모도 부드러워요,2020-12-19,4,0,0,1
669,빠르고 예쁜 팩키지 조아요,2020-12-19,5,0,0,1
670,저렴해서 좋아요~~~,2020-12-19,5,0,0,1
671,교정중이라 구매했는데 포장 진짜 깔끔하게 잘오네요 잘 쓸게요~,2020-12-19,5,0,0,1
672,배송빠르고 치과보다 싸서 좋습니다,2020-12-19,5,0,0,1
673,치과에서 칫솔 구매하다 훨씬 저렴하길래 구매했습니다. 품질도 같으리라 믿고 써봅니다.,2020-12-19,4,0,0,2
674,ㅆ  ㅏ ㄱㅔ 잘사쑵니더,2020-12-19,4,0,0,6
675,색도 다양하고 다 좋은데..받았을 때 상자가 다 깨져있어서 별 하나 뺐어요ㅠ 그리고..칫솔뚜껑이라고 해야 하나..그게 생각보다 뻑뻑해서 잘 안 열려요 ㅋㅋ 그거 빼면 나름 싸고 쓸만합니다!,2020-12-20,4,0,0,3
676,교정기에 너무 칫솔모가 많이 뽑혀요 ㅠㅠ,2020-12-20,2,1,0,6
677,교정중인데 치과에서 주는 칫솔이 부족해서 따로 구입했어요~ 미세모와 일반모 두가지 다 써보려구요,2020-12-20,5,0,0,6
678,배송빠르고 교정한 딸 잘쓰겠어요 사은품도 감사합니다,2020-12-20,5,0,0,2
679,부드러워서 좋아요. 캡도 따로있어서 좋네요,2020-12-20,4,0,1,1
680,초등학생 우리 딸이 교정 중인데 아주 잘 쓰고 있네요.,2020-12-20,5,0,1,2
681,항상 쓰던 제품이에요. 저렴하고 교정치료중에 좋아요.,2020-12-20,5,1,0,3
682,칫솔모가 생각했던거보다 억세네요 미세모는 부드러울줄알았는데 부드럽진않은거같아요 그래도 잘 닦이는거같아요 배송 빼르고 좋아요 잘쓸게요,2020-12-20,5,0,0,6
683,적당한가격에잘구매하였습니다 아이가토끼가귀엽다고좋아합니다,2020-12-20,4,0,0,2
684,강아지 양치용으로 쓰는데요 솔이 금방 무뎌지긴해요,2020-12-20,5,0,0,3
685,치과의사추천으로구매했어요좋습니다,2020-12-20,5,0,1,2
686,배송빠르고 좋아요~생각치 않은 사은품도 주시고 감사합니다~~,2020-12-20,5,0,0,2
687,세번째 재구매해요  잇몸이 약한데 이건 안쎄서 괜찮아요,2020-12-20,4,0,0,1
688,교정 칫솔이 치과에서 사면 너무 비싸서 사봤는데 가성비 좋아요,2020-12-20,5,0,0,5
689,좋아요! 미세모랑 일반모 둘다 구매하였는데 잘 쓰고있습니다!,2020-12-20,5,0,1,6
690,"교정용 구매했어요 무난하니 괜찮네요, 자주 바꿔도 부담없는 가격이고요",2020-12-20,5,1,0,3
691,교정인 필수템 좋아요,2020-12-20,5,1,1,1
692,매번 치과에서 구매하다가 귀찮아서 주문했는데 잘쓰고 있어요!,2020-12-20,5,0,1,1
693,교정 칫솔을 치과에서 사면 너무 비싼데 가성비 좋아요,2020-12-20,5,0,0,6
694,칫솔은 늘 재구매하는데 치간칫솔은 처음 사봐요 늘 다이소에서 샀는데 왜 진작 같이 안샀을까요...ㅋㅋ양도 많아서 걱정없이 쓸거같아요 단 라지사이즈가 없어서 아쉬워요,2020-12-20,4,0,0,5
695,배송이 정말 빨라요,2020-12-20,5,0,0,6
696,교정칫솔을 잃어버려서 찾던 중에 가성비 좋아보여서 샀는데 너무 좋아요~! 이물질 낀 거 뺄 때 너무 좋아요,2020-12-20,5,0,0,3
697,개운하고 좋아요 가족들에게도 추천해야겠어요,2020-12-20,5,0,0,2
698,다행히 이번 껀 솔 빠지는 거 없는 거 같아요. 아직까지는요. 그래서 잘 쓰고 있습니다 ^^,2020-12-20,5,1,1,3
699,잏몸 아푼 사람은 피하는게 좋다 ㅠㅠ9,2020-12-20,2,0,0,3
700,사용전인데 좋으면 재 구매 하겠습니다.,2020-12-21,5,0,0,2
701,이 사이 닦기 좋아요,2020-12-21,5,0,1,3
702,개별캡이 있어 밖에서도 사용하기 편하고 교정기로 자주 칫솔 바꿔야 했는데 저렴해서 좋습니다,2020-12-21,5,0,0,1
703,솔이 엄청 튼튼해서 너무 좋아요! 다 쓰면 재구매하려구요 ????,2020-12-21,5,0,0,3
704,어금니칫솔은 필수템입니다. 가격도 좋아서 자주 교체해도 부담없구여.,2020-12-21,5,0,0,3
705,사용전인데 좋으면 재 구매 하겠습니다.,2020-12-21,5,0,0,1
706,딸이 교정중인데 잘 쓰고 있어요,2020-12-21,4,0,0,3
707,친한언니 추천으로 구매해서 쓰다가 동생도 구매해달라해서 또 구매하게 되었어요~~칫솔머리가 작고 이중미세모여서 잘닦이는듯싶어용~~,2020-12-21,5,0,0,2
708,교정하는데 저렴하고 많이 살수 있어요 좋아요 많이 파세요 ~~~,2020-12-21,5,0,0,1
709,양치시 개운하고 너무 좋아요,2020-12-21,4,0,1,2
710,기린으로보내주셔서감사합니당^^,2020-12-21,5,0,0,1
711,"아들 교정칫솔, 가족들 일반 미세모 정말 꼼꼼히 잘 닦여요.. 사은품으로 주신 마스크팩, 혀클리너 잘 쓰겠습니다.. 감사합니다 ^^",2020-12-21,5,0,0,1
712,좋아요 그런데 너무 칫솔모가 쌔요,2020-12-21,5,0,0,3
713,아이가 잘 쓰고 있어요,2020-12-21,5,0,0,1
714,잘쓰고 있습니다 항상,2020-12-21,5,0,0,3
715,잘쓰고 있습ㄴ디ㅏ~@,2020-12-21,5,0,0,5
716,교정 후 사용하는데 부드럽고 좋아요 매번 잘 쓰고 있습니다,2020-12-21,5,0,1,1
717,잘받앗어요잘쓰레용ㅎ,2020-12-21,5,0,0,3
