,내용,날짜,별점,재구매,한달사용기,종류
2362,한달사용기늘쓰던거라 재주문했어요. 비싼 칫솔보다 저렴하면서 잘닦이는 치과칫솔이 좋네요.,21.12.19.,4,0,한달사용기,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: ♥원하는대로 일반1박스 (배송메시지에 작성)
2363,항상쓰는제품이에요 굿입니다,21.12.30.,5,0,0,1. 칫솔 종류: S&G 고급(Premium)칫솔 / 2. 칫솔 선택: 06.고급이중슬림모 12개 1박스
2364,항상쓰는제품이에요 굿입니다,21.12.30.,5,0,0,1. 칫솔 종류: S&G 고급(Premium)칫솔 / 2. 칫솔 선택: 05.고급 슬림모 12개 1박스
2365,재구매좋습니다 한번 구입후 할인쿠폰보내줘서 떨어질때쯤 다시 구매합니다 ㅎㅎ,21.12.17.,5,재구매,0,1. 칫솔 종류: S&G 고급(Premium)칫솔 / 2. 칫솔 선택: 06.고급이중슬림모 12개 1박스
2366,재구매잘 쓰고 있어요.좋아요,22.01.19.,5,재구매,0,1. 칫솔 종류: S&G 고급(Premium)칫솔 / 2. 칫솔 선택: 06.고급이중슬림모 12개 1박스
2367,무난하게 쓰기좋습니다~,22.01.22.,5,0,0,1. 칫솔 종류: S&G 고급(Premium)칫솔 / 2. 칫솔 선택: 05.고급 슬림모 12개 1박스
2368,저렴한가격에 좋은상품 구매하게되어 감사합니다,21.12.26.,5,0,0,1. 칫솔 종류: S&G 교정용 V 칫솔 / 2. 칫솔 선택: 08.교정V 일반모(강한모) 12개 1박스
2369,교정한 딸아이 때문에 주문했어요~좋네요,22.01.14.,5,0,0,1. 칫솔 종류: S&G 교정용 V 칫솔 / 2. 칫솔 선택: 07.교정V 슬림모 12개 1박스
2370,미세모라 칫솔질도 잘되고 아프지 않아 좋아요,21.12.27.,5,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 02.이중슬림모(일반) 12개 1박스
2371,재구매아이와 치아교정중이라 항상 이곳에서 구매해서 사용하고있어요..,21.12.17.,5,재구매,0,1. 칫솔 종류: S&G 교정용 V 칫솔 / 2. 칫솔 선택: 07.교정V 슬림모 12개 1박스
2372,"이중모이고,장모가 좀 벌어져있네요.칫솔크기는 적당하지만,약간 큰 것 같아요",21.12.18.,5,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 02.이중슬림모(일반) 12개 1박스
2373,늘사용하는제품입니다. 이번에도 많이 구매했어요.,21.12.21.,5,0,0,1. 칫솔 종류: S&G 고급(Premium)칫솔 / 2. 칫솔 선택: 06.고급이중슬림모 12개 1박스
2374,한달사용기이곳 저곳 비교하고 구매 했는데...최고 입니다.,22.01.18.,5,0,한달사용기,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 02.이중슬림모(일반) 12개 1박스
2375,한달사용기이곳 저곳 비교하고 구매 했는데...최고 입니다.,22.01.18.,5,0,한달사용기,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 03.어린이곰돌이 12개 1박스
2376,가격대비 성능좋습니다.부드럽게 잘닦입니다.,21.12.22.,5,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 02.이중슬림모(일반) 12개 1박스
2377,"좋은칫솔찾다가 후기보고 구매합니다.
써보고 다시 후기올릴께요~",21.12.22.,5,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 02.이중슬림모(일반) 12개 1박스
2378,교정할때 치과칫솔 썼던게 괜찮았어서 비슷한 칫솔 찾아보다 구매했어요 만족하고 있습니다,21.12.16.,5,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 01.슬림모(일반) 12개 1박스
2379,한달사용기칫솔은 매번 시키는데가성비쪽으로 좋은거같아요,22.01.15.,5,0,한달사용기,1. 칫솔 종류: S&G 고급(Premium)칫솔 / 2. 칫솔 선택: 06.고급이중슬림모 12개 1박스
2380,좋아요 시중에 파는 것보다 부드러움,22.01.12.,5,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: ♥ 슬림모 6개 + 이중슬림모 6개
2381,재구매배송 빨ㄹㅏ서 좋아요 ㅎㅎ 재구매 입니당,21.12.29.,5,재구매,0,1. 칫솔 종류: S&G 교정용 V 칫솔 / 2. 칫솔 선택: 07.교정V 슬림모 12개 1박스
2382,구석구석 잘 닦이고 부드러워서 좋아요.,21.12.28.,5,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 02.이중슬림모(일반) 12개 1박스
2383,맘에 들어요ㅎㅎ 잘 쓰고 있씁니다,21.12.25.,5,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 01.슬림모(일반) 12개 1박스
2384,Hy4edg53egued,22.02.18.,3,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 02.이중슬림모(일반) 12개 1박스
2385,재구매합니다 좋아요,22.01.20.,5,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 02.이중슬림모(일반) 12개 1박스
2386,생각보다 딱딱하네요. 부드러운걸 원하시면 이전단계 구매하셔야할듯요,22.01.08.,4,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 02.이중슬림모(일반) 12개 1박스
2387,배송도 빠르고 제품도 좋아요,21.12.31.,5,0,0,1. 칫솔 종류: S&G 교정용 V 칫솔 / 2. 칫솔 선택: ♥ 교정V 슬림모 6개 + 교정V 일반모 6개
2388,한달사용기잇몸아파요 칫솔 유목민 언제쯤 탈출할까요..ㅠㅠ,22.01.13.,4,0,한달사용기,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: ♥ 슬림모 6개 + 이중슬림모 6개
2389,매번 시키는 치약입니다,21.12.30.,5,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: ♥ 슬림모 6개 + 이중슬림모 6개
2390,"손에 딱 잡혀서 편해요
기존쓰던거랑 한줄이 짧은데 
작은차이지만 좀더 편한것같아요",21.12.20.,5,0,0,1. 칫솔 종류: S&G 교정용 V 칫솔 / 2. 칫솔 선택: 07.교정V 슬림모 12개 1박스
2391,재구매항상 쓰던 제품이에요.좋아요.,22.01.19.,5,재구매,0,1. 칫솔 종류: S&G 교정용 V 칫솔 / 2. 칫솔 선택: 07.교정V 슬림모 12개 1박스
2392,생각보다 아파요.. 뾰족히 잇몸 찌르는것 같아요ㅠㅠ,21.12.23.,3,0,0,1. 칫솔 종류: S&G 고급(Premium)칫솔 / 2. 칫솔 선택: 05.고급 슬림모 12개 1박스
2393,잘 닦이고 좋아요 ㅎㅎ,22.01.02.,5,0,0,1. 칫솔 종류: S&G 고급(Premium)칫솔 / 2. 칫솔 선택: ♥ 고급슬림모 6개 + 고급이중슬림모 6개
2394,늘 사용하는 칫솔 재구매했어요,21.12.28.,5,0,0,1. 칫솔 종류: S&G 교정용 V 칫솔 / 2. 칫솔 선택: 08.교정V 일반모(강한모) 12개 1박스
2395,빠른배송 넘 좋아요,22.01.20.,5,0,0,1. 칫솔 종류: S&G 교정용 V 칫솔 / 2. 칫솔 선택: 07.교정V 슬림모 12개 1박스
2396,한달사용기온라인 구매는 처음인데 좋아요.,22.01.18.,5,0,한달사용기,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 02.이중슬림모(일반) 12개 1박스
2397,배송도 빠르고 제품도 좋아요.,21.12.31.,5,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: ♥ 슬림모 6개 + 이중슬림모 6개
2398,재구매항상 쓰는 제품이예요. 잘 닦여서 좋아요,22.01.11.,5,재구매,0,1. 칫솔 종류: S&G 고급(Premium)칫솔 / 2. 칫솔 선택: 06.고급이중슬림모 12개 1박스
2399,부드럽고 잘닦입니다,21.12.30.,5,0,0,1. 칫솔 종류: S&G 고급(Premium)칫솔 / 2. 칫솔 선택: 06.고급이중슬림모 12개 1박스
2400,항상 사용하는 제품입니다 좋아요~~,22.01.18.,4,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: ♥ 슬림모 6개 + 이중슬림모 6개
2401,"재구매주문하자마자 발송해주셨는데 한진택배는 물건을 쌓아놨다가 배송해주는지 배송지역에 도착한지 3일이 지나서야 
상품발송 4일만에 겨우 받아보았네요
상품은 늘 쓰는 제품이고 온가족이 함께 사용해서 자주 구매하게되는데 택배사를 바꿔주시면 어떨까요?
한진택배,,,배송시스템 맘에 안들어요
배송기사님 맘대로 배송을 하시니.....요
저번에  한번 치실 선물로 주셨는데 이번에는 아무것도 없어서 아쉬웠어요 ~ㅎ",21.11.26.,4,재구매,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 02.이중슬림모(일반) 12개 1박스
2402,부그러워요 항상 쓰는제품,22.01.18.,5,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 02.이중슬림모(일반) 12개 1박스
2403,"초미세모칫솔만 사용해요
이 제품으로 정착해요! 추천해요~^^",21.12.22.,5,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 02.이중슬림모(일반) 12개 1박스
2404,사용전이지만 품질좋아요,22.01.18.,5,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 02.이중슬림모(일반) 12개 1박스
2405,사용전이지만 품질좋아요,22.01.18.,5,0,0,1. 칫솔 종류: S&G 고급(Premium)칫솔 / 2. 칫솔 선택: 06.고급이중슬림모 12개 1박스
2406,한달사용기가성비 최고...넉넉한 양으로 우리가족 치아건강 지킴이,22.01.09.,5,0,한달사용기,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 02.이중슬림모(일반) 12개 1박스
2407,"재구매상품 잘받았어요 ! 
교정중이라 이제품만 사용하는데
한개씩은 불량이 있는거같네요ㅜ",21.12.16.,5,재구매,0,1. 칫솔 종류: S&G 고급(Premium)칫솔 / 2. 칫솔 선택: 06.고급이중슬림모 12개 1박스
2408,좋아요 만족합니다 번창하세요,21.12.14.,5,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 01.슬림모(일반) 12개 1박스
2409,계속 재구매하다보니 마트칫솔은 구입못하겠어요. 내맘대로 선택해서 사용하니 정말 좋아요.,22.01.04.,5,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 01.슬림모(일반) 12개 1박스
2410,"한달사용기다~~~~좋습니다.
좋은제품입니다",22.01.20.,5,0,한달사용기,1. 칫솔 종류: S&G 고급(Premium)칫솔 / 2. 칫솔 선택: ♥ 고급슬림모 6개 + 고급이중슬림모 6개
2411,시중 에서 파는 칫솔보다 좋아서 써요 교정할때부터 썻는데 너무 좋아요,21.12.17.,5,0,0,0
2412,"한달사용기아이가 교정중이라 구입 했는데~
좋아요",22.01.16.,5,0,한달사용기,1. 칫솔 종류: S&G 교정용 V 칫솔 / 2. 칫솔 선택: ♥ 교정V 슬림모 6개 + 교정V 일반모 6개
2413,빠른배송감사합니다!~믿고사용할게요,22.01.11.,4,0,0,1. 칫솔 종류: S&G 고급(Premium)칫솔 / 2. 칫솔 선택: ♥ 고급슬림모 6개 + 고급이중슬림모 6개
2414,재구매두번째 구입입니다.,22.01.20.,5,재구매,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: ♥ 슬림모 6개 + 이중슬림모 6개
2415,재구매매번구매해서 사용해요~,21.12.29.,5,재구매,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 01.슬림모(일반) 12개 1박스
2416,좋아요 잘 쓸게요 감사합니다,22.01.19.,5,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: ♥ 슬림모 6개 + 이중슬림모 6개
2417,매번 쓰는칫솔 잘 쓰고 있어요,22.01.17.,4,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 01.슬림모(일반) 12개 1박스
2418,"BEST1년 넘게 교정을 하고있는데 전에 사용하던 칫솔은 교정기에 걸려 칫솔모가 많이 빠지기도 하고 금방 망가져서 자주 바꿨어요... 
여기 칫솔은 그런것도 없고 크기도 좋고 칫솔마다 마개?가 달려있어서 더욱 좋았습니다! 
교정을 하면 칫솔을 항상 챙겨다녀야 하는데 위생적으로 갖고다닐 수 있어서 좋아요~
개별포장아닌 벌크포장?으로 판매하시는것도 좋을 것 같다는 생각이 들어요ㅎㅎ
무튼 사진처럼 v모양도 잘 나있고 당분간은 칫솔 걱정 없이 사용할 수 있을것 같습니다~",21.11.02.,5,0,0,1. 칫솔 종류: S&G 교정용 V 칫솔 / 2. 칫솔 선택: 08.교정V 일반모(강한모) 12개 1박스
2419,"벌써 몇번째 주문인지
항상 만족하면서 씁니다
이거 이후로는 다른걸 못쓰네요^^",21.12.20.,5,0,0,1. 칫솔 종류: S&G 고급(Premium)칫솔 / 2. 칫솔 선택: 06.고급이중슬림모 12개 1박스
2420,색깔별로 들어있어서 4인가족이 쓰기 딱 좋아요~,22.01.14.,5,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 02.이중슬림모(일반) 12개 1박스
2421,한달사용기칫솔이  가격대비 부드러운모  쎈모가 있어 구분이 있어요,21.12.25.,5,0,한달사용기,1. 칫솔 종류: S&G 교정용 V 칫솔 / 2. 칫솔 선택: 07.교정V 슬림모 12개 1박스
2422,"치솔이부드러워잇몸에무리가안가네요
늘사용하던치솔인데주문(결제)후교환하려니없어일회용쓰다잇몸만찢어졌는데수령후바로교체하니역시부드럽고입안이깔끔하네요",21.12.27.,5,0,0,1. 칫솔 종류: S&G 고급(Premium)칫솔 / 2. 칫솔 선택: 05.고급 슬림모 12개 1박스
2423,칫솔모가 얊아 좋아요. 손잡이 그립감도 괜찮습니다. 무엇보다 양치가 잘 되는 느낌.,21.12.15.,4,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 02.이중슬림모(일반) 12개 1박스
2424,잘닦이고 배송빠르고 좋아요,22.01.17.,5,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 0A.치과일반모(강한모) 12개 1박스
2425,안쪽까지 잘 딲이고 좋네요,21.12.28.,5,0,0,1. 칫솔 종류: S&G 고급(Premium)칫솔 / 2. 칫솔 선택: 06.고급이중슬림모 12개 1박스
2426,한달사용기교정칫솔로 좋습니다. 칫솔질도 잘되는편입니다. 재구매의사 있습니다,22.01.05.,5,0,한달사용기,1. 칫솔 종류: S&G 교정용 V 칫솔 / 2. 칫솔 선택: 08.교정V 일반모(강한모) 12개 1박스
2427,"배송빠르고 좋은거같아요
처음써보는데 좋으면 계속 주문하려고요^^
치과칫솔이라 믿음이가요",21.12.14.,5,0,0,1. 칫솔 종류: S&G 고급(Premium)칫솔 / 2. 칫솔 선택: ♥ 고급슬림모 6개 + 고급이중슬림모 6개
2428,교정해서 이 칫솔만 쓰는데 아푸지도않고 너무 편해여 ㅎㅎ,21.12.23.,5,0,0,1. 칫솔 종류: S&G 교정용 V 칫솔 / 2. 칫솔 선택: 07.교정V 슬림모 12개 1박스
2429,배송도 빠르고 상품도 좋아요,22.01.19.,3,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 01.슬림모(일반) 12개 1박스
2430,재구매시키면 칼배송 ㅎ 여기저기 뿌려가며 잘 쓰네요,22.01.09.,5,재구매,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: ♥ 슬림모 6개 + 이중슬림모 6개
2431,"미세모는 안닦인 느낌이고
일반모는 딱이에요~~!!",22.01.16.,5,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 0A.치과일반모(강한모) 12개 1박스
2432,몇번째 구매인지 모르겠어용 조아용,21.12.27.,5,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 02.이중슬림모(일반) 12개 1박스
2433,"한달사용기좋네요 ㅇㅇ
많이파세요",22.01.04.,4,0,한달사용기,1. 칫솔 종류: S&G 교정용 V 칫솔 / 2. 칫솔 선택: ♥원하는대로 교정1박스 (배송메시지에 작성)
2434,한달사용기잘사용하고잇어요 ㅋㅋ,22.01.20.,5,0,한달사용기,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 04.어린이고급슬림(3줄미세모) 12개 1박스
2435,항상 믿고 쓰고 있는 제품입니다~~~,22.01.17.,5,0,0,1. 칫솔 종류: S&G 고급(Premium)칫솔 / 2. 칫솔 선택: 06.고급이중슬림모 12개 1박스
2436,재구매잘 받았습니다 감사합니다,22.01.17.,5,재구매,0,1. 칫솔 종류: S&G 고급(Premium)칫솔 / 2. 칫솔 선택: 06.고급이중슬림모 12개 1박스
2437,재구매잘 받았습니다 감사합니다,22.01.17.,5,재구매,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 02.이중슬림모(일반) 12개 1박스
2438,칫솔모도 부드럽고 아이가 사용할 때 좋아해요,22.01.13.,5,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 04.어린이고급슬림(3줄미세모) 12개 1박스
2439,재구매매번쓰는거예요 벌써5번이상을 재주문했어요 좋아요,21.12.18.,5,재구매,0,1. 칫솔 종류: S&G 교정용 V 칫솔 / 2. 칫솔 선택: 07.교정V 슬림모 12개 1박스
2440,"항상 쓰고있는 칫솔입니다
미세모라 잇몸약한 저에겐 안성맞춤 입니다",21.12.21.,5,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 02.이중슬림모(일반) 12개 1박스
2441,솔도 그렇고 너무 좋아요. 제가 찾던상품입니다.,22.01.08.,5,0,0,1. 칫솔 종류: S&G 고급(Premium)칫솔 / 2. 칫솔 선택: ♥ 고급슬림모 6개 + 고급이중슬림모 6개
2442,아직 사용전이라 잘 모르겠네요,21.12.26.,2,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 01.슬림모(일반) 12개 1박스
2443,치솔 모가 부드러워 치아 마모를 방치하고 잇몸 마사지효과도 있는거 같아 좋아요,21.12.18.,5,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 02.이중슬림모(일반) 12개 1박스
2444,재구매눌 사용하던건데ㅜ가족들한테 추천했어요,22.01.08.,5,재구매,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 0A.치과일반모(강한모) 12개 1박스
2445,한달사용기좋아요~ 다음에도 또 살꺼에요^^,22.01.12.,5,0,한달사용기,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 01.슬림모(일반) 12개 1박스
2446,한달사용기처음엔 치과에서 받은 칫솔보다 잘 안 닦이는 느낌이라 별루다~했는데..  쓰다 보니 좋아요! 다른 칫솔 잠시 쓰다가 다시 갈아타니 역시 제대로 닦이는 느낌입니다.  초6 아이도 이걸 주니 구석구석 깨끗하게 잘 닦네요.  다 써가서 재구매 직전이에요.,21.12.01.,5,0,한달사용기,1. 칫솔 종류: S&G 교정용 V 칫솔 / 2. 칫솔 선택: ♥원하는대로 교정1박스 (배송메시지에 작성)
2447,이것만 3년째쓰는중,21.12.29.,5,0,0,1. 칫솔 종류: S&G 교정용 V 칫솔 / 2. 칫솔 선택: 07.교정V 슬림모 12개 1박스
2448,"한달사용기칫솔을 자주 바꿔주며 사용하는 편인데
자주 갈아도 부담스럽지 않고
칫솔모도 좋아서 잘 사용중입니다~",22.01.07.,5,0,한달사용기,1. 칫솔 종류: S&G 고급(Premium)칫솔 / 2. 칫솔 선택: 06.고급이중슬림모 12개 1박스
2449,재구매좋아요! 항상 잘 쓰고 있습니다~ 편하고 좋아요! 치실 서비스도 감사합니다!,21.12.17.,5,재구매,0,1. 칫솔 종류: S&G 고급(Premium)칫솔 / 2. 칫솔 선택: 06.고급이중슬림모 12개 1박스
2450,너무 좋아요~ 부드러워요,22.01.15.,5,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: ♥ 슬림모 6개 + 이중슬림모 6개
2451,좋아요 좋아요 조항요 좋아요,22.01.20.,5,0,0,1. 칫솔 종류: S&G 고급(Premium)칫솔 / 2. 칫솔 선택: 05.고급 슬림모 12개 1박스
2452,잘받았습니다 많이파세요,21.12.27.,5,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 02.이중슬림모(일반) 12개 1박스
2453,머리가 작고 부드러워서 쓰기 좋아요,22.01.14.,5,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 01.슬림모(일반) 12개 1박스
2454,"BEST다른 칫솔은 잘 못쓰는데 치과에서 이 칫솔을 사용하는걸 보고 인터넷으로 찾아서 구매해봤는데 너무 좋아서 계속 사용하고 있습니다
저 말고 다른 사람들도 사용하는데 너무 좋다고 하여 선물용 겸 해서 많이 재구매하게 되었습니다
앞으로도 계속 이 칫솔만 사용할 것 같아요",21.12.04.,5,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 02.이중슬림모(일반) 12개 1박스
2455,한달사용기재구매해서 사용하는데 아주 좋아요,22.01.14.,5,0,한달사용기,1. 칫솔 종류: S&G 고급(Premium)칫솔 / 2. 칫솔 선택: 06.고급이중슬림모 12개 1박스
2456,공간유지 장치해서 교정칫솔 쓰는데 만족합니다,21.12.22.,5,0,0,1. 칫솔 종류: S&G 교정용 V 칫솔 / 2. 칫솔 선택: ♥ 교정V 슬림모 6개 + 교정V 일반모 6개
2457,포장이 꼼꼼하게 잘 되어 있어요~치솔마다 포장박스가 되어 있고 개봉하면 프라스틱으로 치솔모가 또 포장되어 있어요~치솔모도 부드럽고 좋아요,21.11.27.,5,0,0,1. 칫솔 종류: S&G 교정용 V 칫솔 / 2. 칫솔 선택: ♥ 교정V 슬림모 6개 + 교정V 일반모 6개
2458,"항상재구매해요, 부드럽고 칫솔헤드가 작아서 양치할때 편해요.",21.12.16.,5,0,0,1. 칫솔 종류: S&G 고급(Premium)칫솔 / 2. 칫솔 선택: 06.고급이중슬림모 12개 1박스
2459,칫솔을 2주에 한번씩 갈았는데  한달에 한번씩 갈아도 됩니다 ㅎㅎ 그리고 잇몸안상하고 깨끗하게 닦여요,22.01.03.,5,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 01.슬림모(일반) 12개 1박스
2460,재구매배송도 빠르고좋아요,22.01.17.,5,재구매,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 01.슬림모(일반) 12개 1박스
2461,써본 결과 저는 초록색 박스가 더 맘에 들었어요 쎄서 그런지 더 잘닦이는느낌 ㅎㅎ 잇몸이 약하시면 일반으로 쓰시는게 좋을거같슴돠,21.12.07.,5,0,0,1. 칫솔 종류: S&G 교정용 V 칫솔 / 2. 칫솔 선택: ♥ 교정V 슬림모 6개 + 교정V 일반모 6개
2462,"아이가 교정을 하고 있는데 사용하기 넘좋아요.
기존에 사용하던 칫솔보다 작아서 아이가 쓰기에는 훨씬좋은것같아요~ 보다 잘닦이는 느낌?
기존칫솔(파랑)과 구입한 칫솔 비교컷입니다.",21.12.05.,5,0,0,1. 칫솔 종류: S&G 교정용 V 칫솔 / 2. 칫솔 선택: 08.교정V 일반모(강한모) 12개 1박스
2463,두번째 구매 배송도 빠르고 좋아요,21.12.24.,5,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: ♥ 슬림모 6개 + 이중슬림모 6개
2464,배송도 빠르고 좋아요.,22.01.17.,5,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 03.어린이곰돌이 12개 1박스
2465,"한달사용기1년 넘게 여기 칫솔만 사용중입니다^^
처음에는 슬림모, 이중 슬림모 반반씩 구성된 상품으로 주문했다가 이번에는 슬림모로만 샀어요~잇몸이 약하고 칫솔질을 꼼꼼히 오래하는 스타일이라 그런지 개인적으로 저는 슬림모가 더 잘 맞더라고요~저렴한 가격으로 좋은 제품 구매할 수 있게 해주셔서 감사합니다^^한 박스 쟁여두니 1년 간 칫솔 걱정은 없겠어요ㅎㅎ",21.11.22.,5,0,한달사용기,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 01.슬림모(일반) 12개 1박스
2466,모가 부드럽고 좋습니다,22.01.16.,5,0,0,1. 칫솔 종류: S&G 교정용 V 칫솔 / 2. 칫솔 선택: 07.교정V 슬림모 12개 1박스
2467,한달사용기만족합니다 감사합니다,22.02.07.,5,0,한달사용기,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 01.슬림모(일반) 12개 1박스
2468,솔 미세모 슬림모 치과용,21.12.26.,4,0,0,1. 칫솔 종류: S&G 교정용 V 칫솔 / 2. 칫솔 선택: 07.교정V 슬림모 12개 1박스
2469,만족합니다. 감사합니다,22.01.15.,5,0,0,1. 칫솔 종류: S&G 교정용 V 칫솔 / 2. 칫솔 선택: ♥ 교정V 슬림모 6개 + 교정V 일반모 6개
2470,꾸준히 쓰고있는제품여요 아이들이 만족하며 잘쓰고있습니당,22.01.04.,5,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 03.어린이곰돌이 12개 1박스
2471,재구매교정 시작한 후에는 늘 이 칫솔만 사용해요,22.01.11.,5,재구매,0,1. 칫솔 종류: S&G 교정용 V 칫솔 / 2. 칫솔 선택: 07.교정V 슬림모 12개 1박스
2472,어금니 옆쪽에 잘안닦이는 부분이 잘닦여서 좋습니다,22.01.11.,4,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 02.이중슬림모(일반) 12개 1박스
2473,재구매좋아요 좋아요 좋아요,22.02.08.,4,재구매,0,0
2474,"한달사용기꾸준히 구입해서 사용하는 제품이예요
잇몸에 도움이 됩니다",22.01.09.,5,0,한달사용기,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 01.슬림모(일반) 12개 1박스
2475,치과사용 칫솔이니 꼼꼼하게 닦여서 좋아요,22.01.11.,5,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 02.이중슬림모(일반) 12개 1박스
2476,늘쓰던제품입니다~ 치과칫솔 선물받아서 써봤는데 이게 제일 나아요. 잘쓸께요,21.12.12.,5,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 02.이중슬림모(일반) 12개 1박스
2477,부드러워요 잘쓸게요,22.01.18.,5,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 01.슬림모(일반) 12개 1박스
2478,"아직 사용전이라 별하나 뺐습니다 
다른 치솔이지만 치과에서 구매한것 보다 저렴합니다",22.01.05.,4,0,0,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 01.슬림모(일반) 12개 1박스
2479,"한달사용기재구매너무조아요
잘쓰고있어요",21.12.22.,5,재구매,한달사용기,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 02.이중슬림모(일반) 12개 1박스
2480,한달사용기가격도착하고상품이좋아요,21.12.24.,5,0,한달사용기,1. 칫솔 종류: S&G 치과칫솔(일반) / 2. 칫솔 선택: 01.슬림모(일반) 12개 1박스
