,내용,날짜
9792,맵지 않고 상쾌해서 아이들도 쓰기 좋습니다.,22.04.17.
9793,늘 사용하는거라 거부감없이 잘씁니다.,22.04.17.
9794,느낌이나서 좋고 향도 좋아요,22.04.17.
9795,아직 초반이라 잘 모르겟어요,22.04.17.
9796,상쾌한 향이 좋아요,22.04.17.
9797,이시림 때문에 사용하기 시작해서 몇년째 사용중이니다 항상 만족합니다 많이파세요,22.04.17.
9798,좋다고해서사용해볼려고요... 사용해보고좋으면신청의사있어요,22.04.17.
9799,다쓰고 재구입ㅋㅋㅋ,22.04.17.
9800,"일찍 주문했더니
빠르게 배송됐습니다.

과거에 사용해소고 좋아서 구매해봤어요",22.04.16.
9801,"양치질후 개운하고 애터미치약을쓴후로는
스켈링을 거의 받지않고있습니다",22.04.16.
9802,입 속 잔여감 없이 닦이고 가격도 착해서 완전만족,22.04.16.
9803,예전에 쓰고 괜찮아서 주문하게 됐어요,22.04.16.
9804,다 떨어져서 칫솔이랑 같이 샀어요~,22.04.16.
9805,맵지않고 텁텁하지 않고 아이들 까지 함께 쓸 수 있어 항상 사용 하는 치약이에요,22.04.16.
9806,화한 느낌은 덜하지만 개운해요,22.04.16.
9807,순하고 좋아요 계속 쓰는 제품,22.04.16.
9808,좋아요~~~~~~~~👍👍👍👍,22.04.16.
9809,초딩 아이와 같이 온가족이 사용해요..불소함량이 유아치약보다 낮아요...아이도 처음엔 맵다더니 이제 잘쓰네요...,22.04.15.
9810,"항상쓰는 치약이예요
다쓰면 재구매예정입니다~~~^^",22.04.15.
9811,"센소다인만 몇년쓰다 이번에 바꿔봤는데

개운하고 좋아요 입안이 껌씹는거같아요",22.04.15.
9812,아직 안써봤는데 좋다고 하니 잘 써보겠습니다,22.04.15.
9813,배송도 빠르고 저렴한가격에 잘 구매했습니다~,22.04.15.
9814,너무 좋죠..매번 주문해서 잘 쓰고 있어요,22.04.15.
9815,항상 쓰고있는 제품입니다. 향이좋아요~ 닦이는건 잘 모르겠어요 만족합니다,22.04.15.
9816,강하지않아서계속사용하게되는치약,22.04.15.
9817,세번째 구매인데 잘쓰고 있어요.,22.04.15.
9818,써보니 좋아요. 만족입니다,22.04.15.
9819,치약좋아요.믿고구입해요,22.04.15.
9820,싸고 좋아요 항상써오,22.04.15.
9821,치약도 맘에 들고 튜브도 절약형이라 맘에 듬니다,22.04.15.
9822,"잘 사용 중입니다
항상 사용하는 제품 좋아요",22.04.15.
9823,"애터미치약 사용감도 좋고 애터미믿고 사용합니다, 잘쓰겠습니다",22.04.15.
9824,치키치키차카차카초코초코초,22.04.15.
9825,"좋아요
좋아요",22.04.15.
9826,늘 사용하던것으로 양치후에도 입안에서 상쾌한 느낌이 있고 개운해서 치약중에는 제일 괜찮은것 같아요. 비싼 마비스보다 더 좋은 듯.,22.04.14.
9827,상품평들이 괜찮다고해서 구매일단써봐야 알겠습니다,22.04.14.
9828,"안 맵고, 향도 강하지 않아서 잘 써오던 치약입니다:)",22.04.14.
9829,향기가 좋아요. ㄱ계속 구매하는 제품입니다.,22.04.14.
9830,잘 닦이고 괜찮아서 몇년째 쓰고 있어요~,22.04.14.
9831,오렌지?향이나는 산뜻한치약입니다,22.04.14.
9832,깔끔하고 좋네요! 계속 쓸거 같아요,22.04.14.
9833,"잘사용하고있어요
애터미만 씁니다",22.04.14.
9834,잘사용하고 있어요 감사합니다,22.04.14.
9835,애터미 치약플러스 참 좋아요.,22.04.14.
9836,몇년째 사용하는제품입니다,22.04.14.
9837,리뷰가 많아 구입해봤어요,22.04.14.
9838,꾸준히 사용한제품 좋아요,22.04.14.
9839,이거쓰면 다른치약 못써요,22.04.14.
9840,매번쓰는제품이랍니당,22.04.14.
9841,항상 쓰는건데 좋네요~,22.04.14.
9842,배송빠르고 만족 추천,22.04.14.
9843,유효기간이 길어서 굿,22.04.14.
9844,한번 써보고 다른 치약은 못씀...ㅋㅋㅋ,22.04.14.
9845,자극적인 향도 아니고 온 가족이 이 치약 사용 중이에요 ㅎㅎ 상쾌하고 좋아요,22.04.13.
9846,"예민한 딸아이가 써보고 싶다고해서,구매합니다.맘에 들어했으면,좋겠네요.",22.04.13.
9847,애터미제품사용한것중에서가장맘에들어요개운하고잇몸에효과도있구요,22.04.13.
9848,"계속 쓰다가 다른 제품으로 잠시 바꿨는데 시린이에는 이 치약이 최고로 잘 맞는것 같아요
이제는 다른 치약은 사용못할것 같아요
가성비 최고에요 양도 많구요~^^",22.04.13.
9849,저희 집이 애터미 치약만 쓰는데 너무 저렴해서 바로 구매 했습니다 배송도 빠르고 너무 좋네요!,22.04.13.
9850,사용감도 좋고 유통기한도 넉넉하고 상태도 아주 좋아요!,22.04.13.
9851,"항상 쓰는 치약이예요
배송도 빠르고 좋았어요",22.04.13.
9852,치약찾던중애터미평가가좋아서구매했어요쓰보고괜찮아면계속구매할께요,22.04.13.
9853,애터미 치약만 몇년째 사용중예요.다른 제품 사용하다가 결국은 애터미로 돌아오게되요.입안 깔끔하고 개운해서 좋아요.,22.04.13.
9854,애터미치약이 정말 좋은거 같아요 입냄새도 안나게 하고 자극적이지 않고 좋아요,22.04.13.
9855,계속 애터미 치약만 사용할것 같아요,22.04.13.
9856,마음에 들어서 재구매 예정입니다.,22.04.13.
9857,계속 쓰던애터미치약 또잘쓸께요,22.04.13.
9858,계속 사용중입니다. 아주 좋아요,22.04.13.
9859,넘 좋아요 몇년째 쓰고 있네요,22.04.13.
9860,구취제거에 효과적입니다~^^,22.04.13.
9861,꾸준히 쓰는 치약 괜찮아요,22.04.13.
9862,잘쓰고 있어요 부드러워요,22.04.13.
9863,"좋아요
잘 쓸께요 착한가격",22.04.13.
9864,상쾌하고깨끗한것같아요,22.04.13.
9865,배송이 매우 빨라요,22.04.13.
9866,좋아요!!!! 대용량,22.04.13.
9867,저렴하게 잘 구매했습니다. 구매평보고 믿고 샀어요,22.04.13.
9868,애터미 치약 믿고 쓰는 제품입니다.만족합니다.,22.04.13.
9869,쓰던 치약인데 치약만 살 수 있어 좋아요,22.04.13.
9870,저희 부모님이 이거 쓰시고 잇몸에 피가 안난다고 하셔서요 좋은 것 같아요 저도 꾸준히 쓰려구요 ㅎㅎ 잘 쓸게요~,22.04.12.
9871,좋다고 해서 구매 했는데 기대만큼 좋은 제품이였음 좋겠습니다,22.04.12.
9872,계속해서 이 제품만 사용하고 있습니다자극 없고시원하고냄새도 나쁘지 않아요예민한 저에게는 딱 좋습니다추가 구매할 예정입니다,22.04.12.
9873,배송 빠르고 상품 잘 사용 하고 있습니다.,22.04.12.
9874,치약.칫솔은 애터미만 쓴답니다,22.04.12.
9875,늘 쓰던건데 싸게 잘 샀어요,22.04.12.
9876,처음 사용하는데 괜찬네요,22.04.12.
9877,배송이 마니 느리네요,22.04.12.
9878,양도 많고 개운해요^^,22.04.12.
9879,치약중에 애터미치약이 제일 맛있는 것 같아요 :),22.04.12.
9880,"특히 빠른 배송과 정확한 상품전달에 아주 만족하고,제품에 대한 신뢰로 계속 구매해서 사용하고 있는 제품입니다.",22.04.12.
9881,빨은배송 감사합니다,22.04.12.
9882,"달달해요.
썼던 제품이라 믿고 구입했어요.
부드럽게 잘 닦여요",22.04.11.
9883,주변에서 좋다고 해서 구입 했는데 써보니까 좋아요,22.04.11.
9884,잘받았습니다 늘 쓰던거라 세일할때 쟁여놓네요,22.04.11.
9885,가격 착하고 청량감 좋아서 3년째 사용중입니다,22.04.11.
9886,워낙유명해서 사봤는데 잘모르겠네요,22.04.11.
9887,거품이 잘나고 아이도 같이 잘 써요,22.04.11.
9888,배송빠르고 안전한포장 맘에들어요,22.04.11.
9889,잘사용하고있습니다 수고하세요,22.04.11.
9890,당분간 치약 살일은 없겠네요.,22.04.11.
9891,잘 쓸게용!!! 한상 쓰던거!!,22.04.11.
9892,잘 도착했어요 좋아요!ㅎㅎ,22.04.11.
9893,믿고 쓰는 애터미입니다,22.04.11.
9894,초등아이도ㅜㅜ잘써요^^,22.04.11.
9895,좋네요 잘쓰고있습니다,22.04.11.
9896,"배송 빠르게 잘받았습니다
잘쓰겠습니다",22.04.11.
9897,궇,22.04.11.
9898,애터미 치약도 너무 유명하고 좋지요 자극적이지않아 좋습니다.,22.04.10.
9899,애터미 제품이 좋은건 모두 알고있죠 역시 개운하고 좋아요,22.04.10.
9900,깔끔하고 질 좋은 제품~ 빠른 배송! 항상 믿고 사용합니다,22.04.10.
9901,저희 애들이 좋아해서 이 제품만 써요 감사합니다,22.04.10.
9902,"배송도 빠르고 제품포장도 굳입니다
번창하세요.",22.04.10.
9903,자주쓰는 치약이고 깔끔하니 좋은거같아요,22.04.10.
9904,항상 애터미.치약만.써여 좋아요 ㅎㅎ,22.04.10.
9905,"안 매워서 순하고,
잘 닦이고 좋아요.",22.04.10.
9906,애터미 치약은 가성비가 좋아요,22.04.10.
9907,항상 사몽중인 제품이예요,22.04.10.
9908,향도좋고 깔끔합니다.,22.04.10.
9909,배송이 빠르고 좋아용,22.04.10.
9910,처음 구매후 아주 괜찮아서 재구매해서 사용합나다,22.04.10.
9911,항상 사용하고 있어요 시원한 느낌이고 뽀득하게 잘 닦여요,22.04.09.
9912,너무 화하지도 않으면서 개운한 치약 입니다 강추드림,22.04.09.
9913,늘 쓰고 있어요. 입안이 깔끔해져서 좋아요.,22.04.09.
9914,"이젠 습관이돼서 딴거 살 생각을
못합니다^^ㅎ",22.04.09.
9915,찾아요.이거만 ㅋ그래서 늘 이걸 주문해요...,22.04.09.
9916,좋아요. 급히 주문했는데 빠른배송 굿,22.04.09.
9917,애터미 좋아요 자주 애용합니다,22.04.09.
9918,"항상 쓰던제품이에요~
아이들과 같이써도 너무좋은 아이템입니다ㅎㅎ",22.04.09.
9919,저렴하게 잘쓰고잇습니다ㅎ,22.04.09.
9920,항상쓰던 치약 좋아요,22.04.09.
9921,안맵고 좋아여~~!,22.04.09.
9922,"제품잘받았습니다
사용해보니 입안이상쾌합니다
재구매 100%입니다^^
수고하세요",22.04.09.
9923,전에쓰던건 플러스가 아니였는데 플러스도 괜찮겠죵 써볼게요~,22.04.09.
9924,요제품 만 써요 다른제품은 못쓰겠어요~,22.04.09.
9925,"대한민국 대표 치약 에터미 10년 가까이 이제품만
써옵니다 다른건 못쓰겠네요",22.04.08.
9926,암웨이 치약 쓰다가 이번엔 애터미 구매 해 봤습니다~유통기한도 넉넉하고~ 배송도 빨라서 넘 좋아요~잘 사용하도록 하겠습니다 ^^,22.04.08.
9927,온가족 애터미치약만 쓰고 있네요 최고입니다,22.04.08.
9928,"재놓고써요
치약은 에터미가 젤 낫네요",22.04.08.
9929,가성비가좋은제품이네요많이파세요,22.04.08.
9930,에터미치약 잘딱이고 시원해요,22.04.08.
9931,배송빠르고 상품좋아요…,22.04.08.
9932,잇몸질환이 없어져서 좋아요,22.04.08.
9933,그매상품에 만족합니다.,22.04.08.
9934,뚜껑 여닫기 굿입니다.,22.04.08.
9935,늘쓰던거라 좋아요~~~~,22.04.08.
9936,"배송짱빠르네요
신랑이구내염에자주걸려서꾸준히쓰고있어요
유통기한도넉넉하고좋네요
감사합니다😃",22.04.08.
9937,아주 좋아요 굿굿굿!!!,22.04.08.
9938,잘쓰겠습니다 잘쓰겠습니다,22.04.08.
9939,"개운하고 순해요
프로폴리스가 있어서 더 잘 닦이는 느낌이네요",22.04.07.
9940,좋아요. 애터미 치약만 사용해요,22.04.20.
9941,좋아요 늘 쓰던거라 구매해요~,22.04.20.
9942,유통기한도 길고 좋네요ㅎㅎ,22.04.20.
9943,남편 아침식사 입니다ᆢ,22.04.20.
9944,무난하게 좋아요 부모님이 암웨이 치약 좋아하셔서 대량구매했어요,22.04.20.
9945,배송도빠르고저렴해요,22.04.20.
9946,안텁텁하고 개운해요,22.04.20.
9947,가격대비 좋은 제품입니다 꾸준히 사용하고 있습니다,22.04.20.
9948,시원하고 좋아요 애터미 치약 자주 이용할 것같아요,22.04.20.
9949,배송 빠르네요..가격도 저렴합니다.,22.04.20.
9950,배송빨라요 빨라요 팔라요 빨라요,22.04.20.
9951,애터미 치약 지인추천으로 사게 됐어요 청량감 좋네요,22.04.19.
9952,맵지 않아서 좋아요 달달하면서 시원합니당,22.04.19.
9953,항상쑤던거 여기가 젤 저렴합니다 조아요,22.04.19.
9954,맛도 향도 만족함 입이 개운해서 좋아요,22.04.19.
9955,항상 애용하는 제품입니다 좋아요,22.04.19.
9956,애터미치약은 진리입니다,22.04.19.
9957,gsndjfkfbdkmen,22.04.19.
9958,늘 쓰는 제품여서 믿고 구매합니다,22.04.18.
9959,"꾸준히 잘 쓰고 있습니다
좋아요~",22.04.18.
9960,치약은 항상이것만 써요잘쓸께요,22.04.18.
9961,항상잘쓰고있어요 아주조아요,22.04.18.
9962,좋아요 자주이용중이에요,22.04.18.
9963,처음써밨는댕 좋아용,22.04.18.
9964,항상 사용하는거에요,22.04.18.
9965,상쾌하니 좋습니다!!,22.04.18.
9966,항상 쓰는 치약~~~,22.04.18.
9967,좋아요계속 이치약만 사용할것같아요!,22.04.18.
9968,늘쓰던거에요.늼 좋습니당♡♡,22.04.18.
9969,늘 이 것 만 써 요,22.04.18.
9970,애터미치약 사용할때 거품도 알맞게 나고 사용후 입안이 전체적으로 시원한 느낌이 나서 좋네요,22.04.17.
9971,"잇몸이 약해서 항상쓰는 제품입니다
이가 덜시려워요",22.04.17.
9972,맵지 않고 상쾌해서 아이들도 쓰기 좋습니다.,22.04.17.
9973,늘 사용하는거라 거부감없이 잘씁니다.,22.04.17.
9974,느낌이나서 좋고 향도 좋아요,22.04.17.
9975,아직 초반이라 잘 모르겟어요,22.04.17.
9976,상쾌한 향이 좋아요,22.04.17.
9977,이시림 때문에 사용하기 시작해서 몇년째 사용중이니다 항상 만족합니다 많이파세요,22.04.17.
9978,좋다고해서사용해볼려고요... 사용해보고좋으면신청의사있어요,22.04.17.
9979,다쓰고 재구입ㅋㅋㅋ,22.04.17.
9980,"일찍 주문했더니
빠르게 배송됐습니다.

과거에 사용해소고 좋아서 구매해봤어요",22.04.16.
9981,"양치질후 개운하고 애터미치약을쓴후로는
스켈링을 거의 받지않고있습니다",22.04.16.
9982,입 속 잔여감 없이 닦이고 가격도 착해서 완전만족,22.04.16.
9983,예전에 쓰고 괜찮아서 주문하게 됐어요,22.04.16.
9984,다 떨어져서 칫솔이랑 같이 샀어요~,22.04.16.
9985,맵지않고 텁텁하지 않고 아이들 까지 함께 쓸 수 있어 항상 사용 하는 치약이에요,22.04.16.
9986,화한 느낌은 덜하지만 개운해요,22.04.16.
9987,순하고 좋아요 계속 쓰는 제품,22.04.16.
9988,좋아요~~~~~~~~👍👍👍👍,22.04.16.
9989,초딩 아이와 같이 온가족이 사용해요..불소함량이 유아치약보다 낮아요...아이도 처음엔 맵다더니 이제 잘쓰네요...,22.04.15.
9990,"항상쓰는 치약이예요
다쓰면 재구매예정입니다~~~^^",22.04.15.
9991,"센소다인만 몇년쓰다 이번에 바꿔봤는데

개운하고 좋아요 입안이 껌씹는거같아요",22.04.15.
9992,아직 안써봤는데 좋다고 하니 잘 써보겠습니다,22.04.15.
9993,배송도 빠르고 저렴한가격에 잘 구매했습니다~,22.04.15.
9994,너무 좋죠..매번 주문해서 잘 쓰고 있어요,22.04.15.
9995,항상 쓰고있는 제품입니다. 향이좋아요~ 닦이는건 잘 모르겠어요 만족합니다,22.04.15.
9996,강하지않아서계속사용하게되는치약,22.04.15.
9997,세번째 구매인데 잘쓰고 있어요.,22.04.15.
9998,써보니 좋아요. 만족입니다,22.04.15.
9999,치약좋아요.믿고구입해요,22.04.15.
10000,싸고 좋아요 항상써오,22.04.15.
10001,치약도 맘에 들고 튜브도 절약형이라 맘에 듬니다,22.04.15.
10002,"잘 사용 중입니다
항상 사용하는 제품 좋아요",22.04.15.
10003,"애터미치약 사용감도 좋고 애터미믿고 사용합니다, 잘쓰겠습니다",22.04.15.
10004,치키치키차카차카초코초코초,22.04.15.
10005,"좋아요
좋아요",22.04.15.
10006,늘 사용하던것으로 양치후에도 입안에서 상쾌한 느낌이 있고 개운해서 치약중에는 제일 괜찮은것 같아요. 비싼 마비스보다 더 좋은 듯.,22.04.14.
10007,상품평들이 괜찮다고해서 구매일단써봐야 알겠습니다,22.04.14.
10008,"안 맵고, 향도 강하지 않아서 잘 써오던 치약입니다:)",22.04.14.
10009,향기가 좋아요. ㄱ계속 구매하는 제품입니다.,22.04.14.
10010,잘 닦이고 괜찮아서 몇년째 쓰고 있어요~,22.04.14.
10011,오렌지?향이나는 산뜻한치약입니다,22.04.14.
10012,깔끔하고 좋네요! 계속 쓸거 같아요,22.04.14.
10013,"잘사용하고있어요
애터미만 씁니다",22.04.14.
10014,잘사용하고 있어요 감사합니다,22.04.14.
10015,애터미 치약플러스 참 좋아요.,22.04.14.
10016,몇년째 사용하는제품입니다,22.04.14.
10017,리뷰가 많아 구입해봤어요,22.04.14.
10018,꾸준히 사용한제품 좋아요,22.04.14.
10019,이거쓰면 다른치약 못써요,22.04.14.
10020,매번쓰는제품이랍니당,22.04.14.
10021,항상 쓰는건데 좋네요~,22.04.14.
10022,배송빠르고 만족 추천,22.04.14.
10023,유효기간이 길어서 굿,22.04.14.
10024,한번 써보고 다른 치약은 못씀...ㅋㅋㅋ,22.04.14.
10025,자극적인 향도 아니고 온 가족이 이 치약 사용 중이에요 ㅎㅎ 상쾌하고 좋아요,22.04.13.
10026,"예민한 딸아이가 써보고 싶다고해서,구매합니다.맘에 들어했으면,좋겠네요.",22.04.13.
10027,애터미제품사용한것중에서가장맘에들어요개운하고잇몸에효과도있구요,22.04.13.
10028,"계속 쓰다가 다른 제품으로 잠시 바꿨는데 시린이에는 이 치약이 최고로 잘 맞는것 같아요
이제는 다른 치약은 사용못할것 같아요
가성비 최고에요 양도 많구요~^^",22.04.13.
10029,저희 집이 애터미 치약만 쓰는데 너무 저렴해서 바로 구매 했습니다 배송도 빠르고 너무 좋네요!,22.04.13.
10030,사용감도 좋고 유통기한도 넉넉하고 상태도 아주 좋아요!,22.04.13.
10031,"항상 쓰는 치약이예요
배송도 빠르고 좋았어요",22.04.13.
10032,치약찾던중애터미평가가좋아서구매했어요쓰보고괜찮아면계속구매할께요,22.04.13.
10033,애터미 치약만 몇년째 사용중예요.다른 제품 사용하다가 결국은 애터미로 돌아오게되요.입안 깔끔하고 개운해서 좋아요.,22.04.13.
10034,애터미치약이 정말 좋은거 같아요 입냄새도 안나게 하고 자극적이지 않고 좋아요,22.04.13.
10035,계속 애터미 치약만 사용할것 같아요,22.04.13.
10036,마음에 들어서 재구매 예정입니다.,22.04.13.
10037,계속 쓰던애터미치약 또잘쓸께요,22.04.13.
10038,계속 사용중입니다. 아주 좋아요,22.04.13.
10039,넘 좋아요 몇년째 쓰고 있네요,22.04.13.
10040,구취제거에 효과적입니다~^^,22.04.13.
10041,꾸준히 쓰는 치약 괜찮아요,22.04.13.
10042,잘쓰고 있어요 부드러워요,22.04.13.
10043,"좋아요
잘 쓸께요 착한가격",22.04.13.
10044,상쾌하고깨끗한것같아요,22.04.13.
10045,배송이 매우 빨라요,22.04.13.
10046,좋아요!!!! 대용량,22.04.13.
10047,저렴하게 잘 구매했습니다. 구매평보고 믿고 샀어요,22.04.13.
10048,애터미 치약 믿고 쓰는 제품입니다.만족합니다.,22.04.13.
10049,쓰던 치약인데 치약만 살 수 있어 좋아요,22.04.13.
10050,저희 부모님이 이거 쓰시고 잇몸에 피가 안난다고 하셔서요 좋은 것 같아요 저도 꾸준히 쓰려구요 ㅎㅎ 잘 쓸게요~,22.04.12.
10051,좋다고 해서 구매 했는데 기대만큼 좋은 제품이였음 좋겠습니다,22.04.12.
10052,계속해서 이 제품만 사용하고 있습니다자극 없고시원하고냄새도 나쁘지 않아요예민한 저에게는 딱 좋습니다추가 구매할 예정입니다,22.04.12.
10053,배송 빠르고 상품 잘 사용 하고 있습니다.,22.04.12.
10054,치약.칫솔은 애터미만 쓴답니다,22.04.12.
10055,늘 쓰던건데 싸게 잘 샀어요,22.04.12.
10056,처음 사용하는데 괜찬네요,22.04.12.
10057,배송이 마니 느리네요,22.04.12.
10058,양도 많고 개운해요^^,22.04.12.
10059,치약중에 애터미치약이 제일 맛있는 것 같아요 :),22.04.12.
10060,"특히 빠른 배송과 정확한 상품전달에 아주 만족하고,제품에 대한 신뢰로 계속 구매해서 사용하고 있는 제품입니다.",22.04.12.
10061,빨은배송 감사합니다,22.04.12.
10062,"달달해요.
썼던 제품이라 믿고 구입했어요.
부드럽게 잘 닦여요",22.04.11.
10063,주변에서 좋다고 해서 구입 했는데 써보니까 좋아요,22.04.11.
10064,잘받았습니다 늘 쓰던거라 세일할때 쟁여놓네요,22.04.11.
10065,가격 착하고 청량감 좋아서 3년째 사용중입니다,22.04.11.
10066,워낙유명해서 사봤는데 잘모르겠네요,22.04.11.
10067,거품이 잘나고 아이도 같이 잘 써요,22.04.11.
10068,배송빠르고 안전한포장 맘에들어요,22.04.11.
10069,잘사용하고있습니다 수고하세요,22.04.11.
10070,당분간 치약 살일은 없겠네요.,22.04.11.
10071,잘 쓸게용!!! 한상 쓰던거!!,22.04.11.
10072,잘 도착했어요 좋아요!ㅎㅎ,22.04.11.
10073,믿고 쓰는 애터미입니다,22.04.11.
10074,초등아이도ㅜㅜ잘써요^^,22.04.11.
10075,좋네요 잘쓰고있습니다,22.04.11.
10076,"배송 빠르게 잘받았습니다
잘쓰겠습니다",22.04.11.
10077,궇,22.04.11.
10078,애터미 치약도 너무 유명하고 좋지요 자극적이지않아 좋습니다.,22.04.10.
10079,애터미 제품이 좋은건 모두 알고있죠 역시 개운하고 좋아요,22.04.10.
10080,깔끔하고 질 좋은 제품~ 빠른 배송! 항상 믿고 사용합니다,22.04.10.
10081,저희 애들이 좋아해서 이 제품만 써요 감사합니다,22.04.10.
10082,"배송도 빠르고 제품포장도 굳입니다
번창하세요.",22.04.10.
10083,자주쓰는 치약이고 깔끔하니 좋은거같아요,22.04.10.
10084,항상 애터미.치약만.써여 좋아요 ㅎㅎ,22.04.10.
10085,"안 매워서 순하고,
잘 닦이고 좋아요.",22.04.10.
10086,애터미 치약은 가성비가 좋아요,22.04.10.
10087,항상 사몽중인 제품이예요,22.04.10.
10088,향도좋고 깔끔합니다.,22.04.10.
10089,배송이 빠르고 좋아용,22.04.10.
10090,처음 구매후 아주 괜찮아서 재구매해서 사용합나다,22.04.10.
10091,항상 사용하고 있어요 시원한 느낌이고 뽀득하게 잘 닦여요,22.04.09.
10092,너무 화하지도 않으면서 개운한 치약 입니다 강추드림,22.04.09.
10093,늘 쓰고 있어요. 입안이 깔끔해져서 좋아요.,22.04.09.
10094,"이젠 습관이돼서 딴거 살 생각을
못합니다^^ㅎ",22.04.09.
10095,찾아요.이거만 ㅋ그래서 늘 이걸 주문해요...,22.04.09.
10096,좋아요. 급히 주문했는데 빠른배송 굿,22.04.09.
10097,애터미 좋아요 자주 애용합니다,22.04.09.
10098,"항상 쓰던제품이에요~
아이들과 같이써도 너무좋은 아이템입니다ㅎㅎ",22.04.09.
10099,저렴하게 잘쓰고잇습니다ㅎ,22.04.09.
10100,항상쓰던 치약 좋아요,22.04.09.
10101,안맵고 좋아여~~!,22.04.09.
10102,"제품잘받았습니다
사용해보니 입안이상쾌합니다
재구매 100%입니다^^
수고하세요",22.04.09.
10103,전에쓰던건 플러스가 아니였는데 플러스도 괜찮겠죵 써볼게요~,22.04.09.
10104,요제품 만 써요 다른제품은 못쓰겠어요~,22.04.09.
10105,암웨이 치약 쓰다가 이번엔 애터미 구매 해 봤습니다~유통기한도 넉넉하고~ 배송도 빨라서 넘 좋아요~잘 사용하도록 하겠습니다 ^^,22.04.08.
10106,"대한민국 대표 치약 에터미 10년 가까이 이제품만
써옵니다 다른건 못쓰겠네요",22.04.08.
10107,온가족 애터미치약만 쓰고 있네요 최고입니다,22.04.08.
10108,"재놓고써요
치약은 에터미가 젤 낫네요",22.04.08.
10109,가성비가좋은제품이네요많이파세요,22.04.08.
10110,에터미치약 잘딱이고 시원해요,22.04.08.
10111,배송빠르고 상품좋아요…,22.04.08.
10112,잇몸질환이 없어져서 좋아요,22.04.08.
10113,그매상품에 만족합니다.,22.04.08.
10114,뚜껑 여닫기 굿입니다.,22.04.08.
10115,늘쓰던거라 좋아요~~~~,22.04.08.
10116,"배송짱빠르네요
신랑이구내염에자주걸려서꾸준히쓰고있어요
유통기한도넉넉하고좋네요
감사합니다😃",22.04.08.
10117,아주 좋아요 굿굿굿!!!,22.04.08.
10118,잘쓰겠습니다 잘쓰겠습니다,22.04.08.
10119,"개운하고 순해요
프로폴리스가 있어서 더 잘 닦이는 느낌이네요",22.04.07.
10120,좋아요. 애터미 치약만 사용해요,22.04.20.
10121,좋아요 늘 쓰던거라 구매해요~,22.04.20.
10122,유통기한도 길고 좋네요ㅎㅎ,22.04.20.
10123,남편 아침식사 입니다ᆢ,22.04.20.
10124,무난하게 좋아요 부모님이 암웨이 치약 좋아하셔서 대량구매했어요,22.04.20.
10125,배송도빠르고저렴해요,22.04.20.
10126,안텁텁하고 개운해요,22.04.20.
10127,가격대비 좋은 제품입니다 꾸준히 사용하고 있습니다,22.04.20.
10128,시원하고 좋아요 애터미 치약 자주 이용할 것같아요,22.04.20.
10129,배송 빠르네요..가격도 저렴합니다.,22.04.20.
10130,배송빨라요 빨라요 팔라요 빨라요,22.04.20.
10131,애터미 치약 지인추천으로 사게 됐어요 청량감 좋네요,22.04.19.
10132,맵지 않아서 좋아요 달달하면서 시원합니당,22.04.19.
10133,항상쑤던거 여기가 젤 저렴합니다 조아요,22.04.19.
10134,맛도 향도 만족함 입이 개운해서 좋아요,22.04.19.
10135,항상 애용하는 제품입니다 좋아요,22.04.19.
10136,애터미치약은 진리입니다,22.04.19.
10137,gsndjfkfbdkmen,22.04.19.
10138,늘 쓰는 제품여서 믿고 구매합니다,22.04.18.
10139,"꾸준히 잘 쓰고 있습니다
좋아요~",22.04.18.
10140,치약은 항상이것만 써요잘쓸께요,22.04.18.
10141,항상잘쓰고있어요 아주조아요,22.04.18.
10142,좋아요 자주이용중이에요,22.04.18.
10143,처음써밨는댕 좋아용,22.04.18.
10144,항상 사용하는거에요,22.04.18.
10145,상쾌하니 좋습니다!!,22.04.18.
10146,항상 쓰는 치약~~~,22.04.18.
10147,좋아요계속 이치약만 사용할것같아요!,22.04.18.
10148,늘쓰던거에요.늼 좋습니당♡♡,22.04.18.
10149,늘 이 것 만 써 요,22.04.18.
10150,애터미치약 사용할때 거품도 알맞게 나고 사용후 입안이 전체적으로 시원한 느낌이 나서 좋네요,22.04.17.
10151,"잇몸이 약해서 항상쓰는 제품입니다
이가 덜시려워요",22.04.17.
10152,맵지 않고 상쾌해서 아이들도 쓰기 좋습니다.,22.04.17.
10153,늘 사용하는거라 거부감없이 잘씁니다.,22.04.17.
10154,느낌이나서 좋고 향도 좋아요,22.04.17.
10155,아직 초반이라 잘 모르겟어요,22.04.17.
10156,상쾌한 향이 좋아요,22.04.17.
10157,이시림 때문에 사용하기 시작해서 몇년째 사용중이니다 항상 만족합니다 많이파세요,22.04.17.
10158,좋다고해서사용해볼려고요... 사용해보고좋으면신청의사있어요,22.04.17.
10159,다쓰고 재구입ㅋㅋㅋ,22.04.17.
10160,"일찍 주문했더니
빠르게 배송됐습니다.

과거에 사용해소고 좋아서 구매해봤어요",22.04.16.
10161,"양치질후 개운하고 애터미치약을쓴후로는
스켈링을 거의 받지않고있습니다",22.04.16.
10162,입 속 잔여감 없이 닦이고 가격도 착해서 완전만족,22.04.16.
10163,예전에 쓰고 괜찮아서 주문하게 됐어요,22.04.16.
10164,다 떨어져서 칫솔이랑 같이 샀어요~,22.04.16.
10165,맵지않고 텁텁하지 않고 아이들 까지 함께 쓸 수 있어 항상 사용 하는 치약이에요,22.04.16.
