,내용,날짜
362,가성비 최고에요~재구매 할 생각 입니다,22.02.19.
363,가격좋고 배송빠르고 최고~,22.02.19.
364,좋아요 좋아요 적극추천합니다,22.02.19.
365,"배송은 빠르게 하루만에 왔습니다
처음써보는 치약인데 개우한 느낌이 있네요",22.02.18.
366,"죽염향이 전에 쓰던거와 살짝다르지만 그래조 가성비
좋은것같네요",22.02.18.
367,싸게 잘사서 잘 사용하고 있습니다.,22.02.18.
368,늘 쓰고있어요~ 싸게 잘 샀네요~,22.02.18.
369,가성비 좋아서 이것만 사용,22.02.18.
370,써보니까너무좋아요.,22.02.18.
371,좋아여 굿 배송도 빠르고 좋아요,22.02.18.
372,배송잘받았습니다.감사합니다,22.02.18.
373,배송 빠르고 가격대비 이만한 치약 찾기 어렵습니다. 추천!,22.02.17.
374,쿠폰으로 저렴하게 구비해뒀어요,22.02.17.
375,오랫동안 사용하겠어요. 좋아요.,22.02.17.
376,가격 대비 너무 만족해서 잘 사용하고 있어요.전에 사용해 보고 마음에 들어서 세일할때 많이 샀어요.대용량이라서 치약을 많이 사용하는 저는 완전 만족합니다.,22.02.17.
377,죽염 좋아염. 배송은 보통이염.,22.02.17.
378,늘 이.치약만 씁니당,22.02.17.
379,배송 만족 상품 만족,22.02.17.
380,배송빠르고 제품도 늘 사용하던 것이라 만족합니다.,22.02.16.
381,배송이 빠르고 쿠폰으로 가격 싸게 사서 좋네요,22.02.16.
382,"싸게 구입, 개운하고 만족합니다~~",22.02.16.
383,"ㄴㅔ. 너무상쾌하고좋아요
언니한테추천해주고앞집지안도알려주고",22.02.16.
384,싸고 좋아요 많이샀어요,22.02.16.
385,잘 쓰고 있습니다!,22.02.16.
386,잘 사용하고있어요. 너무 맵지도 않고 사용후 청량감이 좋아요.,22.02.16.
387,"배송도빠르고 상쾌하니
좋은거같아요
다음에도구매할게요
감사합니다.",22.02.16.
388,죽염이 첨가된 제푸이어서인지 양치질후 입안이 상쾌한 느낌,22.02.15.
389,만족합니다 좋아요!!,22.02.15.
390,양치후 개운함이 좋아서 애용합니다. 저렴하게 구매해서 좋아요,22.02.15.
391,좋아요너무너무잘쓰고잏ㄴ음,22.02.15.
392,많이 구입해서 당분간은 치약걱정은 잆습니다.,22.02.14.
393,늘 쓰는거에요 젤좋음,22.02.14.
394,가성비 좋습니다. 잘사용하겠습니다.,22.02.14.
395,양치후 입안이 개운하고 상쾌해서 좋습니다,22.02.13.
396,"양, 질, 가격, 배송, 모두 만족입니다.",22.02.13.
397,가격도 싸고 양도 많아요. 죽염치약으로 양치하면 입안이 개운하고 좋아요.,22.02.13.
398,조아요 강추해요 짱,22.02.13.
399,배송 빠르고 친절하고 좋아요 물건도 안전하게 왔네요 제품도 좋아요,22.02.13.
400,페리오 죽염 내추럴 프레쉬 치약 치약이 다되어서 찾던중 페리오 죽염 치약이 좋다는 소문을 듣고 구입하게 되었습니다 사용후 입안이 상쾌하고 깔끔해진다는게 장점인것 갔습니다 가격도 저렴하고 유통기한도2024년 까지로 길어서 좋습니다 배송도 하루만에 도착하고 빠릅니다 전반적으로 만족합니다 번창하세요,22.02.12.
401,항상 사용하던 제품 이라서 좋아요.배송이 조금 늦게 온것 빼고는,22.02.12.
402,강력한 세정력에 입안이 상쾌해서 너무나 잘 이용하고 있어요,22.02.12.
403,"두번째 구매 입니다.
저희집식구들은 이제품이 잘맞는다고",22.02.12.
404,치약이 저렴하면서도 사용하기 편할거같아요.,22.02.12.
405,항상쓰는거에여 잘쓸게용,22.02.12.
406,너무좋아요~~~많이많이 사용합니다~~,22.02.12.
407,"늘 쓰던거예요. 양치후 상쾌하고 깔끔한느낌, 치약중에 가성비 최고라 생각해요",22.02.11.
408,저렴하게 많은 양 구입해서 쌓아두고 쓰고 있어요,22.02.11.
409,양도 넉넉하고 저렴합니다,22.02.11.
410,시원해요!! 맵지않구요,22.02.11.
411,"일반 마트대비 저렴하게 구매 했네요
배송도 빠르고 괜찮네요",22.02.11.
412,순하고 부드러워 이 제품만 사용하고 있어요선물받은 치약 꺼냈다가 다시 구입합니다,22.02.10.
413,좋은 가격에 괜찮은 제품 !,22.02.10.
414,죽엽이라 맛도 좋습니다,22.02.10.
415,깔끔해서 좋습니다.,22.02.10.
416,무난하니 괜찮아요,22.02.10.
417,"가격은좋습니다~~
배송은엄~~청 느려요~~
전당장필요해서 구매햇는데 금욜주문해서 수욜받앗어요~ 배송문의해도 답도없엇구요~
배송천천히받으셔도되는분은 강추",22.02.10.
418,너무좋아요 진짜진짜,22.02.10.
419,"다른 치약에 비해 양도 많고 사용감도 좋아요
매번 마트에서 구매하다가 인터넷으로 더 싸게 구입했습니당",22.02.09.
420,치약 포장은 좀 망가졌는데 내용물은 문제없네요,22.02.09.
421,배송도 빠르고 유통기한도 2024년까지넉넉하네요,22.02.09.
422,"빠르게 잘 받았습니다.
싸게 잘산거 같아요.",22.02.09.
423,배송도 빠르고 저렴하게 잘 구매했어요!,22.02.09.
424,우리엄마가 아주 좋아하세요,22.02.09.
425,자취남에게 필수죠ㅎㅎ,22.02.09.
426,양치후 입안이 깔큼,22.02.09.
427,매번쓰던 제품인데 떨어지기전에 사둡니다.,22.02.08.
428,저렴하게 구매했습니다 배송도 만족^^,22.02.08.
429,치카치카후 깔끔해요.죽염치약 오랜만에 다시 써보네요. 대량구매 쟁여두기,22.02.08.
430,항상 사용하는 제품입니다.,22.02.08.
431,치약 개운해요 좋아요,22.02.08.
432,가성비 좋아요~ㅎㅎ,22.02.08.
433,저렴한 가격에 구입했어여. 배송도 빠르네요.,22.02.08.
434,배송 짱짱빠르네요~,22.02.08.
435,저게 어떻게 뜯어져서 오죠..? ㅡㅡ 싸게 사서 1점으로 안 하지만은.. 킁..,22.02.07.
436,명절로 인해 배송이 늦어졌으나 상품은 만족합니다.,22.02.07.
437,아주 흡족합니다. 또 올게요,22.02.07.
438,잘사용하고있어요 좋아요,22.02.07.
439,aswre,22.02.07.
440,저렴한 가격~ 배송도 빠릅니다 감사합니다,22.02.07.
441,감사합니다 배송잘받았습니다,22.02.07.
442,배송도 빠르고 이것저것 엄청 많이 시키는데 항상 빠진것없이 잘와서 좋구요~마트 안가고 집에서 받으니 넘 편해요~~,22.02.06.
443,저렴하고 배송도 빠르고 좋아요 다음에도 여기서 구입할래요,22.02.06.
444,저렴하게 좋은 상품 잘 구매하였습니다~,22.02.06.
445,좋습니다 첨써보는데 잘쓸겡ᆢㄷ,22.02.06.
446,"재구매했어요

항상 쓰는 치약이고 양치 후 상큼한 느낌이좋네요

번창하세요~",22.02.05.
447,가격도 저렴하고 배송도 빠르고 매우 만족합니다~!!,22.02.05.
448,이 치약만 쓰고 있어서 재구매 했어요..,22.02.05.
449,빠른배송과 품질이 좋은것 같아요,22.02.05.
450,저렴한 가격에 잘받았어요~~,22.02.05.
451,저렴해도 깔끔해서 좋아요,22.02.05.
452,물건 잘 받았습니다.,22.02.05.
453,전부터 쓰던치약인데 저렴하게 구매했네요 배송도 빠르고 좋네요,22.02.05.
454,치약이 뚝 떨어져서 급히 주문했는데 다음 날 바로배송 너무 좋아요. 유통기간도 여유있게 2024년까지,22.02.04.
455,가격도 경제적이네요. 한참 쓸 것 같아요.,22.02.04.
456,1년치 치약 구매.. 잘 받았습니다.,22.02.04.
457,잘쓰겠습니다 감사합니다,22.02.04.
458,"죽염치약 상쾌,개운한게 사용하는데 좋아요
저렴하게 잘 샀어요 ^^",22.02.03.
459,배송도 빠릅니다유통기한도 넉넉하고~잘쓰고 또 주문할께요 ~^^,22.02.03.
460,"항상 애용하는 치약입니다
상큼하고 개운하고 너무 만족한 제품
역시 엘지",22.02.03.
461,항상 사용 중입니다. 만족해요.,22.02.03.
462,너무너무좋아요.많이 파세요^^,22.02.03.
463,죽염 이빨 잘닦여요^^꾸준히 사용중입니다^^,22.02.02.
464,"사용하니,개운하고좋네요.죽염만써요",22.02.02.
465,좋네요..많이파세요,22.02.02.
466,강하합다 수고하세용~~^^,22.02.01.
467,시원합니다,22.02.01.
468,"빠른 배송감사드립니다
가격도 저렴하고
다음에또 구매할께요",22.01.31.
469,죽염치약좋아요 빠른배송,22.01.31.
470,품질이 좋아서 평소에 잘 붓던 잇몸이 좋아졌네요,22.01.31.
471,"저렴하게 잘 샀어요.
수고하세요..",22.01.30.
472,굿입니다 다음에 또 주문 할께요,22.01.30.
473,Well received.,22.01.30.
474,잘 받았습니다 수고하시고 많이 파세요,22.01.29.
475,너무 잘쓰고 있습니다. 입냄새 안나요.,22.01.29.
476,"싸게잘삿네요
죽염치약만써서.",22.01.29.
477,포장 깔끔하게 왔습니다,22.01.29.
478,치약 저렴하고 좋아요~,22.01.29.
479,향이 너무 좋아요 굿,22.01.29.
480,"저렴한가격에 잘샀습니다
감사합니다",22.01.29.
481,유통기한 2024년12월21으로 2년 조금 안되게 남았고 환경때문인지 겉에 비닐포장이 없어졌는데 좋음. 순한 치약임.,22.01.28.
482,잘받았습니다. 향이 강하지않고 사용후 상쾌함이 지속되요.,22.01.28.
483,만족합니다. 전에 쓰던거라 떨어져서 구매했어요,22.01.28.
484,입안이 상쾌하고 좋아요!,22.01.28.
485,개운해서 재구매합니다,22.01.28.
486,포장 깔끔해서 좋네요,22.01.28.
487,배송굿 좋아요 굿굿굿 좋아요굿굿굿,22.01.28.
488,"이 제품만 애용하셔서 시골 부모님 보내 드렸는데 좋아하시네요
이번에 아주 저렴하게 구입했습니다",22.01.27.
489,늘쓰던 제품입니다 허브와죽염을 같이사서 번갈아서쓰는데 아주좋습니다 잘쓸게요 배송도 빨라요,22.01.27.
490,향도 맵지않고 순해서 좋아요 순한치약맛 빠른배송!!,22.01.27.
491,가성비가 좋은 치약이에요! 잘 사용하고 있습니다.,22.01.27.
492,유효기간 2024년까지 넉넉하네요 감사합니다,22.01.27.
493,치약 중 제일 좋아서 항상 이것만 써요,22.01.27.
494,집에쓰던 제품이라 싸게 잘샀어요~,22.01.27.
495,배송빠르고 잘 받았습니다,22.01.27.
496,배송빠르고 만족합니다,22.01.27.
497,싸고 좋은 상품입니다.,22.01.27.
498,쓸만해요.,22.01.27.
499,"잘 받았습니다.
쿠폰과 중복쿠폰으로 너무 싸게 구입했어요.
높은 물가에 싼가격으로 감사합니다.",22.01.27.
500,"최저가라 좋습니다.
날마다 쓰던 겁니다",22.01.27.
501,"저렴하게 구매했어요
배송빠르고 감사합니다",22.01.27.
502,"입 안이 상쾌하고, 상쾌함은 오래가요",22.01.27.
503,죽염허브치약 치약 좋습니다~ㅎ,22.01.27.
504,배송빠르고 포장 깔끔하게 왔어요,22.01.26.
505,개운하고 깔끔합니다,22.01.26.
506,늘 쓰던거입니다,22.01.26.
507,조아요 아주아주 조아요,22.01.26.
508,비닐포장없이 보내니 케이스가 몇개 찢어져 있네요.,22.01.25.
509,저렴하고 .....,22.01.25.
510,보통이네요.,22.01.25.
511,잘 사용하겠습니다 감사합니다,22.01.25.
512,"애들이랑 온가족 다 쓰려고 맵지않은 치약 구매하는데죽염치약 맵지 않아서 초등 2학년, 5학년 아이도 잘써요~ 160g이라 양도 많아서 넉넉하게 잘 쓰네요~~",22.01.24.
513,괜찮아서 계속 쓰는중. 24.12까지,22.01.24.
514,상쾌한치약도 없는것같아요,22.01.24.
515,입안이상쾌하고깔끔하네요,22.01.24.
516,항상 씁니다 괜찮아요,22.01.24.
517,항상 사용하는 치약입니다 4인 가족이라서 쟁여두고 사용합니다 가격좋고 향도 좋아서 만족합니다,22.01.24.
518,"늘 쓰던 제품
배송 빠르네요~",22.01.24.
519,저렴하게 잘 구입해서 쓰고있습니다~ 상쾌함이 좋아요~!,22.01.23.
520,죽염치약만 선호하는 가족을 위해 쟁깁니다,22.01.23.
521,늘 사용하는 제품입니다. 개운하고 좋아요.,22.01.23.
522,가격대비만족합니다 다른치약 다 써보았지만 죽염치약이 그중 최고입니다 우리집 식구들은 죽염치약 메니아들입니다 ㆍ코로나19 잘 헤쳐나가시고 건강하세요,22.01.23.
523,좋은상품감사드립니다,22.01.23.
524,잘쓰고잇어요쥭렴치약,22.01.23.
525,잘 받았네요....,22.01.23.
526,가격도 저렴 하고 배송도 빠르네요,22.01.23.
527,죽염치약 잘받았습니다 배송도 빠르고 좋아요,22.01.22.
528,저렴하고 좋아요~~~ 추천합니다,22.01.22.
529,배송도 빠르고 아주 좋네요.,22.01.22.
530,싸게 잘. 사용하고있어요,22.01.22.
531,자알쓰고있습니다..,22.01.22.
532,"가격은 만족합니다..배송이 좀 느리네요
화요일 주문했는데 토요일에 오네요...",22.01.22.
533,빅세일가로 엄청싸게..다음 빅세일때까지는 거뜬,22.01.22.
534,상품 잘 받았습니다~ 감사합니다 ㅎㅎ,22.01.22.
535,너무너무너무좋습니다,22.01.22.
536,치약 싸게 잘 구매했습니다~ 포장지가 찢어져왔지만 내용물은 괜찮았어요!,22.01.21.
537,굿~~~!!! 여러품목의 치약을 사서 사용하니 잇몸이 튼튼해지는것 같아요!,22.01.21.
538,가성비 좋은 치약이라 잘 쓰고 있습니다.,22.01.21.
539,"저렴히 잘샀어요~~
자주이용할께요~~",22.01.21.
540,상태좋구요 잘 사용하고 있어요,22.01.21.
541,배송 제품 모두 만족합니다,22.01.21.
542,저렴하고 깔끔합니다.^^,22.01.21.
543,"왠지 입속이 더 건강해지는 거 같습니다
감사합니다",22.01.21.
544,잘받았습니다 감사합니다,22.01.21.
545,매번 이 치약만 사용합니다 개운합니다,22.01.21.
546,"쟁겨 놓고 씁니다
가격도 좋고 품질도 좋아요",22.01.20.
547,"향기 좋고 부드러워요.
사용 후 개운합니다.",22.01.20.
548,잘받았습니다. 향도좋고 좋은거같아요,22.01.20.
549,향기좋고 가성비 좋은 제품 입니다,22.01.20.
550,잘쓰고있어요 향도좋고 개운해요,22.01.20.
551,향도좋고 좋아요 잘받았습니다,22.01.20.
552,배송도 빠르고 품질이 좋아요.,22.01.20.
553,배송빠르고 너무싸게샀어요,22.01.20.
554,가성비 좋아서 구매합니다.,22.01.20.
555,젛아요 개운해요 매우만독,22.01.20.
556,상쾌하고 좋습니다!!,22.01.20.
557,조아요 역시 페리오,22.01.20.
558,죽염허브치약 울가족애용하는제품 용량크고 순하고양치후 상쾌한허브향이 기분좋게하는 치약,22.01.20.
559,죽염치약이 제일 마무리가 상쾌한거 같아요다x소도 천원하는데 힘들게 안 들고 와도 되고 가격도 너무 좋아요 24년 까지입니다,22.01.19.
560,"잘 받았습니다~
착한 가격에 잘 구매한듯...
한동안 치약 걱정은 없을 것 같아요~",22.01.19.
561,배송도 빠르고 파손없이 잘받았습니다. 저렴하게잘샀어요 많이파세요,22.01.19.
562,"치약은 죽염이
최고입니다….
36개 다 잘 왔어요 재주문 의사200퍼",22.01.19.
563,잘 받았습니다. 많이 판매하세요~,22.01.19.
564,다쓰면 재구매할 계획,22.01.19.
565,배달빠르고 좋습니다,22.01.19.
566,여러번 재구매합니다,22.01.19.
567,상쾌해요,22.01.19.
568,잘받았습니다 좋아요좋아요 배송빨라요,22.01.19.
569,평생 잇몸 건강에는 죽염 내추럴 후레쉬허브 알파치약이 좋아요,22.01.18.
570,양치후에 상쾌한 허브향이 오랫동안 입안에 남아 있네요,22.01.18.
571,후레쉬허브 민트향이 입안가득 지속하여 주어 좋아요,22.01.18.
572,"엄마네도 저희도 대량구매했어요
젤 저렴해요^^",22.01.18.
573,구취제거에 잇몸예방까지 아주 좋아요,22.01.18.
574,대체적으로 만족합니다 수고하세요,22.01.18.
575,양치 후 시원하고 청량감이 조아요,22.01.18.
576,좋은제품 저렴하게 잘 구입했네요,22.01.18.
577,좋았어요 ~ 입속이 아주 상쾌해요,22.01.18.
578,죽염치약 저렴하게 잘 샀습니다,22.01.18.
579,적당한가격에 주문했네요,22.01.18.
580,죽염내추럴 후레쉬허브 알파치약은 치주염예방 치주질환예방을 하여 주어 아주 좋아요,22.01.18.
581,늘쓰던제품이예요,22.01.18.
582,개운하고좋아요ㅎㅎㅎ,22.01.18.
583,꾸수구수수ㅜ구수수,22.01.18.
584,좋아용 좋아용 무난하게 좋아요,22.01.18.
585,죽염치약이 쓰고나면 입안이 상쾌해서 좋아요,22.01.17.
586,배송이나 가성비 모두 좋은것 같아요,22.01.17.
587,향도좋고 좋네요,22.01.17.
588,이것만 사용해요. 죽염치약으로하면 개운해요,22.01.17.
589,역시 죽염치약입니다 잘쓰께요. 감사합니다.,22.01.17.
590,가격도 저렴하고 배송도 요청한 날짜에 도착했습니다.~~감사합니다 수고하세요,22.01.17.
591,배송도 빠르고 상품 좋습니다 항상 쓰던 제품이라 구매했어요 감사합니다,22.01.17.
592,좋습니다마음에듭니다,22.01.17.
593,죽염 프레쉬허브 쓰다가 처음으로 온라인으로 구매해보는데 가격도 저렴하구 사용기한도 길고 배송도 빠르고 너무 좋네요😘,22.01.16.
594,양치를 하는데 크게 자극이없고 향도좋네요,22.01.16.
595,항상 주문하는 제품이예요 좋아요,22.01.16.
596,"요거만 달랑 왔어요.
저렴해요~",22.01.16.
597,두번째 구매~~,22.01.16.
598,만족합니다 또 구매하겠습니다,22.01.16.
599,초등 딸래미가 이치약이 좋다고 쓰고있어요 ㅋ다행이죠뭐 치카잘하니깐요,22.01.15.
600,"가격이 싸고 가성비좋아요.
여전히 좋음",22.01.15.
601,가성비 좋아서 애용하고 있습니다,22.01.15.
602,착한 가격에 효과는 상쾌합니다,22.01.15.
603,닥을때 향이 좋으니 즐겁습니다,22.01.15.
604,좋은 제품 싸게 잘 샀습니다,22.01.15.
605,잘 받으셨다고 하시네요,22.01.15.
606,배송 빠르고 제품 만족,22.01.15.
607,근데 수량9개 전 수량1개 빠진지알구 구매내역 확인하니 9개 맞네요. 구매하는 고객님들 9개인것 알구 구매하셔요,22.01.15.
608,싸게사서좋아요 ㅋㅋㅋ,22.01.15.
609,10101010010100101010,22.01.15.
610,2인가족인데 이만큼 지약이 있으면 오래쓰겠어요. 감사해요,22.01.14.
611,완전대박조아요 배송도좋고요 이닦고나서아주상쾌함이오래가네요 산뜻한치약이에요 잘애용하고잇어요 아주저렴하게구입해서넘조으넝요감사합니다,22.01.14.
612,집에서 늘 쓰던 죽염치약! 양도 많고 좋아요,22.01.14.
613,"매번 구입합니다, 이가 시리지않아 좋아요",22.01.14.
614,가격도 괜찮고 배송도 빨라서 좋습니다.,22.01.14.
615,빠른 배송 항상 감사드립니다!,22.01.14.
616,사용해보니 품질이 좋습니다,22.01.14.
617,정말빠르네요향이 깔끔해요,22.01.14.
618,걱정없겠어요 양많아서요,22.01.14.
619,값도 싸고 양도 많아요.,22.01.14.
620,빠른배송 감사드립니다. 당분간 치약걱정은 하지 않아도 될 듯 합니다.,22.01.14.
621,빨리 잘 받았어요.,22.01.14.
622,"도착 했어요
그리고 잘 사용하겠습니다
고맙습니다",22.01.14.
623,배송 감사합니다~^^,22.01.14.
624,좋습니다.재구매의사있습니다,22.01.14.
625,배송이 하루 만에 올 정도로 빠르고 유통기한이 24년6월까지라서 가족 다같이 사용할수있겠어요,22.01.13.
626,빠른배송감사하며용량도 많아 한동안치약걱정없어요,22.01.13.
627,"향도 무난하고, 양도 많고, 가격도 적당해서 좋아요",22.01.13.
628,배송완전 빨라요. 쓰던거 쿠폰사용되길래 샀어요.,22.01.13.
629,남편이 죽염 치약으로 양치하면 개운해서 좋대요,22.01.13.
630,배송도 빠르고 저렴한가격에 잘구매했네요~~,22.01.13.
631,"네 잘받았어요
항상흐는거라~~~~^~",22.01.13.
632,상쾌하게 양치가 됩니당 좋아여,22.01.13.
633,정확하게 20개 잘 받았습니다,22.01.13.
634,배송 빠르고 치약 시원해요,22.01.13.
635,잘삿어요저렴하거! ㅎㅎ,22.01.13.
636,"항상 쓰던거에용^^ 시원!
상품은 낱개별 개별박스 포장되서 왔어요! 굿!",22.01.13.
637,치약이 순한 느낌이라 아이가 거부감없이 잘 사용합니다 잘받았습니다 감사합니다,22.01.13.
638,써보고 좋아서 이제품 계속 사용하고 있어요,22.01.12.
639,가족들도 죽염치약만 찾아서 대량구입 ㅋ,22.01.12.
640,좋은 가격에 아주 잘 샀어요 :),22.01.12.
641,힝상 써요 좋아요.,22.01.12.
642,재주문 재주문 계속쓰는치약입니다 가격도 저렴하고 좋아,22.01.12.
643,"저번에 20개 구입해서 쓰고
이번에는 40개 구입요~
식구가 많아 금방쓰내요.",22.01.12.
644,빠른 추가 배송 감사 합니다.,22.01.12.
645,빠른배송감사합니다 빠른배송감사합니다,22.01.12.
646,항상쓰는 제품인데 저렴하게 유통기한도 넉넉하니 잘 구입했어요,22.01.11.
647,배송빨랐구요 상쾌하니 개운해서 좋아요 난중에 재구매할게요,22.01.11.
648,항상 쓰는 상품 싸게 구매해서 매우 만족합니다,22.01.11.
649,향도 후레쉐하게 나오고 제품은 괜찮습니다,22.01.11.
650,저렴하게 구매했고 배송도 빠르고 좋아요,22.01.11.
651,늘 쓰던 제품 저렴하게 잘 샀습니다.,22.01.11.
652,배송빠르게 잘받았습니다.~~~~,22.01.11.
653,"아...
좋아요...
잘 쓰고 있슴돠",22.01.11.
654,아주 만족한 상품입니다..,22.01.11.
655,"배송빠르구요, 회사에서 쓰려고 구매했는데 좋아요ㅎㅎ 시원한감두 있고 개운해요",22.01.11.
656,좋아요 좋아,22.01.11.
657,"좋아요 아주 좋아요!!!
가격만족도/성능/사용편의성 등 : 저렴한 가격으로 구입할수 있는데다가 뛰어난 성능을 가지고 있고 사용하기 참 편리하다!!~
상태/배송 : 야무지게 포장 되어서 도착 했어요!!~
그 외 도움이 될 만한 사용후기 : 착한가격 좋은품질 빠른배송 적극 추천 합니다!!~",22.01.10.
658,배송 빠르고 저렴하게 샀어요.,22.01.10.
659,"벌써 몇번째인지 모르겠어요..
주변추천도 많이 했어요~~~",22.01.10.
660,배송 & 품질 좋습니다. 계속 애용하겠습니다.,22.01.10.
661,"가성비 좋아요 언제나 사용하는
제품입니다. 왕창 샀어요",22.01.09.
662,배송빠르고 깔끔하고 좋네요,22.01.09.
663,배송도 빠르고 좋네요,22.01.09.
664,항상 구매하던 곳이라 재구매했어요 싸고 조아용,22.01.09.
665,"빠른배송으로 잘 수령하고 또한 저렴하게 득템했어요.
잘 사용하겠습니다.
감사합니다.",22.01.09.
666,배송빨리왔어요 ㅎㅎ,22.01.09.
667,빨리왓어요 굿굿굿숫,22.01.09.
668,매일 쓰는 치약 배송도 빠르고 저렴하게 잘 샀어요 재구매 할게요.,22.01.08.
669,저렴한 가격에 품질도 좋아서 항상 사용하는 치약입니다.,22.01.08.
670,가성비 좋고 양치후개운합니다,22.01.08.
671,빠른배송굿입니다 번창하세요,22.01.08.
672,배송 빠른데 찌그러져서 옴,22.01.08.
673,검색해서 저렴하게 샀어요,22.01.08.
674,죽염내추럴허브치약 개운하고 좋아요. 치약은 쟁여두고 써야 맘이 편해요. 가격도 너무 좋아요.,22.01.08.
675,가성비 최고 입니다. 상쾌하고 건강한 치약 입니다.~~,22.01.08.
676,"잘 받았습니다.
잘 쓸께요,
그러고 보니 이 내추럴 후레시 허부치약을 쓴지
십년은 된거 같네여.
계속 쓸겁니다.
마침 리즈너블한 가격을 찾아 구매함.",22.01.07.
677,죽염치약 좋은데 착한가격에 잘 구매했어요.,22.01.07.
678,갯수가 많아 ？달 쓰겠네요 좋아요,22.01.07.
679,"상품, 포장, 배송 모두 만족합니다",22.01.07.
680,저렴하면서 가성비 최고에요,22.01.07.
681,괜찮네요 싸고 좋아요,22.01.07.
682,잘받았습니다 좋아요,22.01.07.
683,배송빠름,22.01.07.
684,상쾌한 기분이라 좋아요 부모님도 좋아하세요,22.01.07.
685,"종이충전재로 꼼꼼하게 포장되어왔어요
잘 쓸게요~~",22.01.06.
686,마침 치약이 필요했는데 저렴하게 잘 구입했어요,22.01.06.
687,스마일 배송으로 한번에 원하는 상품을 받았어요,22.01.06.
688,죽염 네츄럴프레쉬 허브 알파 치약 잘받았읍니다. 늘 쓰는 치약 인데 치약이 얼마 안남아서 구입 했어요.. CJ택배 파업 하던데 그래도 배송은 빨리 왔네요.. 가격은 마트보다 저렴한거 같네요..,22.01.06.
689,배송 빠르고 저렴하게 구입해서 좋아요,22.01.06.
690,잘받았습니다. 굿. 배송도빨라요,22.01.06.
691,치약사용후 입안이 상긋하고 입안 행굼도 여러번 하지 않아도 잘 씻긴듯 해서 사용에 만족합니다.,22.01.06.
692,배송이 빨라서 좋아오,22.01.06.
693,아주아주 너무좋습니다요,22.01.06.
694,수고하세요 수고하세요,22.01.06.
695,죽염 치약이 특유의 냄새가 있었는데 이 제품은 없네요. 자극도 덜하고요. 아주 좋아요.,22.01.05.
696,"배송도빠르고 유통기한도 넉넉하네요
이상없이 잘받았읍니다",22.01.05.
697,마트보다 저렴해서 아주 좋아요,22.01.05.
698,이도 안시리고 죽염 좋아요,22.01.05.
699,저렴하게 구매했네요,22.01.05.
700,죽염만씁니다!!!!,22.01.05.
701,편하게 배송받으니 좋아요. 남편 쓸 거라 후기는 남길 게 없네요,22.01.04.
702,물건이 마음에 드네요 배송도 빠르고 만족합니다,22.01.04.
703,늘 쓰던제품입니다 좋아요 상쾌하고,22.01.04.
704,역시 죽염 치약만한 게 없네요,22.01.04.
705,조으네요 배송두 빠륵 ~~~~,22.01.04.
706,잘쓰도록하겠습니다~~~,22.01.04.
707,굳 유통기한 24년까지,22.01.04.
708,매우 만족,22.01.04.
709,저렴하게 잘샀어요 ㅎㅎㅎ,22.01.04.
710,"포장도 깔끔하고 유효기한도 길고
향은 보통이네요
감사히 잘 쓰겠습니다 ~~",22.01.03.
711,제일 문안하게 쓰는 제품같네요.. 금액도 그렇고 개운해요,22.01.03.
712,"시중보다 저렴하게 구입했네용~
양치후 상쾌합니당~~",22.01.03.
713,매번 구매하는 치약이에요~ 좋아요~^^,22.01.03.
714,잘사용중입니다.가성비 좋은 치약,22.01.03.
715,상큼하고 좋네요 추천합니다,22.01.03.
716,상쾌하게 잘 사용합니다,22.01.03.
717,빠른 스마일배송 좋아요,22.01.03.
718,감사히 잘 쓸게요 ^^,22.01.03.
719,사용하던 치약 저렴 굿 많이 사서 나눌거염,22.01.02.
720,연말연시 선물용으로 대량 구매했습니다. 배송 빠르고 좋았네요.,22.01.01.
721,뽀독뽀독 대량구매 만족 액정세척도 좋음,22.01.01.
722,배송이 빠릅니다 감사합니다,22.01.01.
723,공식몰이라 믿을수 있고 다양한 상품 한번에 살 수 있어서 넘 좋네요 가성비도 넘 좋구요 부모님 사용하신다구 해서 적당히 무난한 상품들 골라봤는데 맘에 들어하세요 재구매의사 있습니다,21.12.31.
724,죽염이라 조금 짠맛 상상했는데 전혀 안그렇구요허브향도 적당해서 양치후 개운하고 좋아요~,21.12.31.
725,"배송빨리왔네요.개운하고,즐겨쓰는치약이예요.좋아요~",21.12.31.
726,잘쓰고있어요.양치후깨운해서 좋아요.,21.12.31.
727,냄새 도없고개운해서마음에드네요,21.12.31.
728,잘받았습니다 감사합니다,21.12.31.
729,헝성항상좋아요좋아요,21.12.31.
730,"항상 쓰던 제품이여서 말할나위 없이 적극 추천
합니다.",21.12.30.
731,저렴하게 잘 샀어요 배송이 빠릅니다,21.12.30.
732,가격도 저렴하고 양도 많아요~,21.12.30.
733,향도 적당하고 잘 닦여요,21.12.30.
734,빠른배송 좋고 잘쓸게요,21.12.30.
735,상쾌하고 양치후 만족,21.12.30.
736,잘받았습니다. 제품 만족합니다,21.12.30.
737,"죽염은 기본 치약이죠,. 늘 사놓고 씁니다.",21.12.29.
738,항상 쓰는제품입니다 엘지샌활건강제품만 써요,21.12.29.
739,"늘 사용하는 치약
전 죽염치약이 제일 개운해요",21.12.29.
740,조아조아조아조아조아 조아조아조아조아조아,21.12.29.
741,매일쓰는치약이라서제주문했어요잘쓰겠습니다,21.12.28.
