,내용,날짜
483,항상 쓰는 제품이고 이번엔 향을 바꿔 주문해 봤는데 이것도 맘에 들어요,22.03.05.
484,"돌고돌아 다시 이치약씁니다
이제정착할게요",22.03.05.
485,입안이깔끔하고 상쾌한느낌입니다,22.03.05.
486,이거 사용하다가 다른거 못씁니다,22.03.05.
487,향도 좋고 행사때 저렴히 샀어요,22.03.05.
488,꾸준히 잘 쓰고 있습니댜,22.03.05.
489,좋네요 좋습니다 ~~,22.03.05.
490,개운해서좋네요다른치약가다른것같아요,22.03.05.
491,"다른 곳에서는 치약 한개 살때 배송비가 3000원 기본 비용이 들어가서 1개 맛보기로 구매할때 망설여졌는데 이 치약은 무료배송에다가 치약 자체가 크게 비싼 편이 아니어서 부담없어 좋습니다.

치약맛이 약같이 약간 역하고 그다지 좋지는 않지만 깨끗하게 닦이는 것 같고 닦고나서 입안이 상쾌한 느낌이 듭니다. 치약맛만 개선된다면 좋겠습니다.",22.03.04.
492,"치약중에는 진짜 갑입니다
이거써보면 그개운함에 다른거 못써요",22.03.04.
493,써보고 한달 사용 후기로 뵙겠습니다 배송 빠르고 좋아요,22.03.04.
494,"아직 미사용중이라 어떤지는 아직 잘 모르겠어요
한달후면 좀 알수있겠죠~^^;",22.03.04.
495,매번 쓰는 치악이라 잘쓸께요,22.03.04.
496,항상 주문하고 진짜 개운해요,22.03.04.
497,아주 상쾌하고 만족합니다,22.03.04.
498,생각보다 더 좋은거 같네요 천연치약인데 많이 개운하네요,22.03.04.
499,잇몸이 좋아지는 느낌입니다. 또 구매할것 같습니다.,22.03.04.
500,감사합니다 잘 사용하고 있습니다,22.03.04.
501,좋아요좋ㅇㄱㆍ요좋아요,22.03.04.
502,"몇 번째 재구매인지 기억도 안 날 지경... 양치질 후 입 안이 개운해지고, 치아 표면도 깔끔해져서 기분이 좋아짐. 망설이시는 분들에게 추천함.",22.03.03.
503,매일 회사책생위에 두고 사용하고 있어요ㅎㅎ 지나가는분마다 향이 너무 좋다고 그러셔서 너무좋네요!,22.03.03.
504,잘 사용중입니다~많이파세요^^,22.03.03.
505,"치약 입냄새는 시린이에 좋은거 같아요
다른치약을쓰다가 이가 시려서 이치약을 썼는데 바로 좋아지더라고요",22.03.03.
506,치약이 좀 맵네요....,22.03.03.
507,정말 개운해요~~^^,22.03.03.
508,"배송도 빠르고, 물건도 너무 만족합니다 :) 좋은 상품 구매한 것 같아서 너무 만족스러워요~ 다음에 또 구매하도록 하겠습니다~",22.03.03.
509,다른제품사용하다가 이제품을 사용하니 거품도 잘나고 씻고나서 얼굴이 뽀송해보여요,22.03.03.
510,매번 재구매해요 재구매자들 위한 이벤트도 열어주세요 >.<,22.03.03.
511,매일 회사책생위에 두고 사용하고 있어요ㅎㅎ 회사 매일 회사책생위에 두고 사용하고 있어요ㅎㅎ,22.03.03.
512,"광고보고 구매해봤는데 매운맛에 깜짝 놀랬다가
적응되니 개운하고 좋네요 굿👍🏻",22.03.02.
513,좀더 써봐야 하지만 첫 느낌은 좋습니다,22.03.02.
514,이번에 구매해봤습니다 잘 사용할게요,22.03.02.
515,성분이 착해서 이용중이에요,22.03.02.
516,"매번 사용하는 치약입니다
향이나 색이 약간 바뀐것도 바로 알수 있었어요
번창하세요",22.03.01.
517,상쾌하고 개운하게 양치할 수 있어서 좋습니다,22.03.01.
518,이거쓰면 입이 상쾌해져용,22.03.01.
519,치아 미백에 좋습니다.,22.03.01.
520,"입냄새에도 좋은거 같고
거품은 많이 안나지만 잘 닦으면 개운하고
무엇보다 천연겅분이라는데 믿고 씁니다",22.02.28.
521,"처음 써보는데 입안 상쾌함은 되게 좋네요~
다만, 거품이 적어 처음쓰시는분들은 어색할수도있는데
저는 되게 만족해요.
거품이 너무 많이 나도 불편하더라고요.",22.02.28.
522,항상쓰는 제품이예요 개운함의 끝!!,22.02.28.
523,잘쓰고있어요 배송 빠름,22.02.28.
524,양치 하고나면 상쾌해요,22.02.28.
525,다음에 또 구매할께요,22.02.28.
526,가성비가 휼륭합니다 강추강추!!!,22.02.28.
527,"거품이 별루 안나서 저는 오히려 좋은~ ㅎ
잇몸도 붓고 음식물 닿으면 아파서 구매해봤어요~
사용후에 안아픈거 같아요~",22.02.27.
528,"신랑이 이치약쓰고 다른치약은 못쓰겠다할정도로 말끔한 느낌이예요~
지인들에게 선물도줄겸 엄청샀어요",22.02.27.
529,꾸준히 사용중입니다~ 개운하고 좋아요,22.02.27.
530,"피부가 좋아졌우오,",22.02.27.
531,"피부가 좋아지니여,",22.02.27.
532,선물 받은 치약이 있어서 쓰다가 라끄시안의 개운함을 잊지 못해 구매했어요 매일 쓰는 치약..저렴한편은 아니지만 좋은 성분에 양치후 개운함은 완전 만족입니다.,22.02.26.
533,마트에서 파는 저품과 느낌이 달라요.,22.02.26.
534,완전 좋아요 또주문해야겠어요!~~~~,22.02.26.
535,라끄시안은 언제나 좋아요,22.02.26.
536,"정말 왜 1위하는지 써보니 알겠더라구요
담에 치약선물도 하려구요",22.02.26.
537,빠른배송넘조아요~~~~,22.02.26.
538,잘쓸게요 많이파세요,22.02.26.
539,순하고 성분이좋아서 구매했습니다. 만족합니다,22.02.26.
540,몇년간 같은 향수만 쓰고있습니다 ㅎㅎ 다들 향이 좋다고 뭐쓰냐구 물어보시는데요 강하지않고 은은해서 데일리 향수로 제격입니당,22.02.25.
541,"몇 년째 쭉~~ 쓰고 있습니다.
남편이 이 치약 사용하고서
입 병이 안생겨서 만족하며
쓰고 있어요~^^",22.02.25.
542,아직 효과는 모르겠으나 좋다고 하니 꾸준히 써보려고요~~,22.02.25.
543,입안이 상쾌하고 무불소라 늘 구입해서 쓰는제품입니다,22.02.25.
544,순하고 개운하니 좋아요!,22.02.25.
545,좋은것같아요~개운하고,22.02.25.
546,매우빠르고 좋습니다,22.02.24.
547,매번 쓰지만 좋아요,22.02.24.
548,배송빠르고 좋네요.,22.02.24.
549,잘쓰거있습니다.1엍,22.02.24.
550,"양치 후 쓴맛이 입안에 남는데 기분나쁘지않은,,,,그리고 찿아오는 개운함,,,,!",22.02.23.
551,"아직 사용전이라 잘모르겠어요
괜찮을거같아요
서비스도 감사해요",22.02.23.
552,쓰던거라 더시킴. 근데 fda승인은 좀 오바인듯요.한국치약을 왜 미국기관이 승인을 하죠...?,22.02.23.
553,"기존에 쓰던 임산부치약은 닦고나도 개운한 맛이 없어서 무불소치약은 원래 그런거구나 했는데
이 치약은 기존치약처럼 개운한 맛이 있어서 너무 좋네요
가격대도 맘에 들고 꾸준히 쓸수있을것 같아요",22.02.23.
554,효과 있었음좋겠다. 나이들면 모든게 부살해진다.,22.02.23.
555,처음사보는데 좋네요 ㅎ 또 주문할게요,22.02.23.
556,좋다고해서 주문해봤어요 기대됩니다,22.02.23.
557,임신한 친구 선물!! 좋아요,22.02.23.
558,너무 잘쓰고 있어요 굿굿,22.02.23.
559,좋아오!! 또 살래요!!,22.02.23.
560,천연치약인가했습니다. 지금껏 사용한 천연치약은 일반치약맛이 없었는데 이건 일반치약맛이 남니다.거품은 다른 천연치약정도구요.,22.02.23.
561,"왼쪽이 6개월전쯤 라끄시안 구매해서 마지막제품 뜯어서 사용중이었고.. 오른쪽이 이번에 새로 구입한 치약인데요 향이나 맛,색이 달라졌네요? 상쾌함이 조금 떨어지는 느낌...성분표 비교해보니 다른건 같고, 프로폴리스추출물이 프로폴리스추출물(동물유래성분) 이렇게 바뀌어있던데 이것때문에 이렇게 크게 차이가 날수있나요?",22.02.22.
562,배송도 빠르고 성분이나 후기가 좋아 기대하며 사용해보겠습니다!,22.02.22.
563,"3개 사서 써보고 좋아서 다시 재구매 합니다!
치약 성분이 천연성분 이라는 점이 너무 좋네요
좋은 제품 잘 사용 하겠습니다 : )",22.02.22.
564,유투브 광고보고 구매해봅니다 평대로 좋길바라요^^,22.02.22.
565,단골입니다. 이 치약만 써요.,22.02.22.
566,좋아요잘사용하고있습니다,22.02.22.
567,향 좋아요. 잘쓰겠습니다,22.02.22.
568,배송빠르고 저렴하게 구입했어요 사용하는 제품이라 재구매했어요,22.02.22.
569,상품보통이네요배송보통,22.02.22.
570,한달정도사용후실사용후기남길게요,22.02.22.
571,잘받앗어요 써보고 괜찮으면 재구매하겟스니다,22.02.21.
572,웃댓보고 구매하게 됬는데 로션이랑 치약은 떨어지면 또 구매할생각입니다~,22.02.21.
573,끈적임없이 잘 흡수 됩니다,22.02.21.
574,배송빠르게 잘 받았습니다,22.02.21.
575,라끄시안 치약만 써요,22.02.21.
576,무난하게 쓰기좋아요,22.02.21.
577,"좋아요......,.굿",22.02.21.
578,배송 빠르고 쓸만합니다 ㅎㅎ,22.02.21.
579,너무괜찮아요 입냄새도 잘잡아주고 너무개운해요^^* 양치할때피도 자주났는데 없어졌어요! 성분도 좋아서 출산후에도 사용할예정이에요^^ 친정엄마 시엄마 다 보내드려요,22.02.20.
580,"쓰던거 재구매.
좋아요~ 유튭에서 왔다가 좋아서 계속 쓰는중.
잇몸약하고 염증땜에 고생하던 신랑도 좋다고함염증도 이거 쓰는동안 안났었음.",22.02.20.
581,상쾌한 느낌이고 거품이 안나서 적응이 필요함,22.02.20.
582,솔직하게 얘기하지면 전 별로였어요,22.02.20.
583,입안이 개운하고 상쾌합니다.,22.02.20.
584,언니부탁으로 구매했어요,22.02.20.
585,살짝 매운데 개운해요.,22.02.20.
586,웃댓 구독자! 치약은 뭐 이미 워낙좋아서 꾸준히 사용하다가 향수도 도전해봤는데 세상어!!! 퀄리티가 너무 좋아요 ㅠㅠ!! 시향을 못해서 향수에 관심 많은 친구한테 골라달랐는데 대박!! 완전 취저♥ 담에 또 사러올께요 ㅎ,22.02.19.
587,"웃대에서 보고 사용하고 있었는데
특판 한다길래 또 주문.
향수 샘플? 남자께 왔으면 좋았을텐데 아쉽..",22.02.19.
588,후기보고 샀는데 효과 좋길 바라며 잘 쓰겠습니다^^,22.02.19.
589,다쓰고 재구매합니다. 써보니까 너무 좋아요,22.02.19.
590,사용하기 좋습니다.,22.02.19.
591,다른 제품 써보고 이거는 처음 써보는데 좋을거 같아요,22.02.19.
592,진짜 시원하네요 후기 보고 샀는데 증말 시원합니다,22.02.19.
593,"저희 아빠 여기 향수만 사달라고 하세요 ㅎㅎ
향이 너무 자극적이지 않고 좋아요 ㅎㅎㅎ",22.02.19.
594,거품이 많이 안나는 것은 아쉽지만 한달동안 꾸준히 잘사용하고 있습니다 ㅎㅎ,22.02.18.
595,클렌징도 잘되고 한달동안 잘 사용하고 있습니다 :),22.02.18.
596,치약은 무조건 이것만 써요👍 부모님도 꼬셨음,22.02.18.
597,쓰고나서 입안이 땡기는거 없이 시원합니다,22.02.18.
598,보습도 잘되고 잘사용하고 있습니다 :),22.02.18.
599,시원합니다. 다른 치약들에게선 느끼지 못한 상쾌한 느낌입니다.,22.02.18.
600,"믿고 쓰는 라끄시안! 또 재구매했습니다!!
향수는 처음인데 기대되네요",22.02.17.
601,"친구추천으로 써봤는데 역시나좋네요
쟁겨두었어요",22.02.17.
602,"확실히 거품이 덜나고
양치후 개운하네요.",22.02.17.
603,다른 치약은 이제 못 쓰겠어요.. 최곱니다,22.02.17.
604,"배송 빨라서 좋아요
아직 사용 전이에요",22.02.17.
605,핸드크림은 처음인데 기대가 되네요!!,22.02.17.
606,부모님 선물드리려고 샀어요,22.02.17.
607,안 끈적거리고 딱 좋습니다.,22.02.17.
608,너무 좋아요 써보고 좋아서 지인에게도 추천했어요 계속 구매각입니다,22.02.17.
609,잘써볼게요 ㅎㅎ 어떤디,22.02.17.
610,저한텐 찰떡입니다!!!!,22.02.17.
611,"아직안써봤는데 잘쓸게요 향수는 역시 직접가서
느껴보고 사야했는데 소독약냄새같아서 좀 아쉬웠어요",22.02.16.
612,오랫동안 써보진 않았지만 아직까지는 나쁘지 않아요~~계속써볼께요~,22.02.16.
613,이빨을 닦아야지 말고 닦고 싶어지는 치약은 처음인거같네요,22.02.16.
614,"깔끔함은 있는데 많이 화해요
호불호가 있을듯 합니다",22.02.16.
615,적당히 맵고 성분도 좋고 깔끔한 느낌이 좋습ㄴ다.,22.02.16.
616,가성비값 텁텁함없이 개운하네요,22.02.16.
617,시린이는 처음인데 좋네요,22.02.16.
618,가격도 적당하고 질도 좋아서 어머니가 만족하시면서 사용하시네요,22.02.16.
619,입냄새가 스트레스였어서 효과직빵인 치약 알아봤는데 입안이 상쾌해졌고 입냄새가 덜 나는거같아요,22.02.16.
620,배송도 빠르고 양치하고 나면 입안이 상쾌해서 계속 사용하게 돼요 감사합니다,22.02.16.
621,개운하네요 아쉬운점은 용량이 작네요,22.02.16.
622,역시 좋습니다. 맘편히 양치 할수 있는 성분인거 같습니다.,22.02.16.
623,"구취 때문에 이것저것 많이 써보는데.
양치 후 상쾌함이 좋네요.
취침 후 아침에 입냄시는 어떨지..",22.02.15.
624,오드퍼퓸이라 그런가 지속력이 그렇게 길진 않아요 ㅠ,22.02.15.
625,입안이개운하고 상쾌해서 너무 줗아요.,22.02.15.
626,좋아요 배송빠흐네여,22.02.15.
627,진짜 좋아요 ㅜㅜ 힝,22.02.15.
628,너무 좋아요 향기..,22.02.15.
629,"엄마 구내염땜에 구입했어요
일단 시원한 향 맘에들어요",22.02.15.
630,많이 매워서 남편이 쓰고 있어요 저는 못쓰겠더라구요ㅠㅠ 혀가 아파서 ㅠㅠ,22.02.15.
631,좋아요 좋아요 만족합니다,22.02.15.
632,이거 쓰고나서 이시린거 없어졌어요~,22.02.14.
633,거품은 많이 안는데 깨운합니다.,22.02.14.
634,"웃댓님 통해서 구매했는데
매번 좋은 상품 구매할수 있어 좋네요",22.02.14.
635,"첨엔 좀 센거 같았는데
사용하다보니 개운하고 좋은거 같아요.",22.02.13.
636,흡수도 잘되고 향도 좋아서 항상 쟁여놓고 사용해요,22.02.13.
637,다른치약에비해 거품이 별로 없는편이예여 그리고 그 이닦은 느낌이 오래가는거 같은느낌??? 잇몸때문에 사용중이예여,22.02.13.
638,떨어져서 더시주문합니다 상쾌하고좋아요,22.02.13.
639,몇년째 사용하고 있어요 좋아요,22.02.13.
640,최고지욯ㅎ 저렴하게 잘사,22.02.13.
641,"뽀송하니 좋아요,ㅋ",22.02.13.
642,뽀송해지고 좋아요.,22.02.13.
643,"좋아요~~~~~~""""",22.02.13.
644,인공 계면활성제가 들어있지 않아 계속 구매하고 있습니다.,22.02.12.
645,여기 제품 치약부터 로션 향수 핸드크림 등등 다 좋아요~~~,22.02.12.
646,잇몸에서 피가 많이 났었는데 것도 많이 좋아졌고 특히 입냄새가 확 잡혀서 너무 좋네요,22.02.12.
647,"거품이 많이 안나요
끝맛이 개운하고 시원해요",22.02.12.
648,사용해보니 좋아서 또 구매했어요,22.02.12.
649,여기 제품은 진짜 다 좋네요ㅎㅎ,22.02.12.
650,여기 제품 다 좋아요><,22.02.12.
651,라끄시안 제품 다 좋아요~~,22.02.12.
652,양치후 깔끔하고 좋습니다,22.02.12.
653,저렴하게 잘 산거 같아요,22.02.12.
654,향이 좋아서 잘 사용중이에요~ 남자여자 다 쓰기좋네요 아주 시원깔끔한 향입낟,22.02.11.
655,배송은 느린데 상품은 좋아요~,22.02.11.
656,매일 쓰는 치약이에요 ;),22.02.11.
657,재구매했어요 필수용품,22.02.11.
658,저렴하게 잘 삿어요ㅎ,22.02.11.
659,라끄시안 믿고씁니다,22.02.11.
660,"세안 후 피부과 환해지는 느낌,
한번 써볼까 하고 전체 제품 다 구매해봤는데
폼클쓰고 로션쓰고 크림쓰고 다른건 귀찮아서 안바르는데 와 진심 며칠만에 피부 쫀쫀하게 좋아지는 느낌이라 바로 재구매, 쟁였어요
아 물론 선물도 했는데 다들 너무 좋아해주셔서 덕분에 기분좋은 선물이되었네요♥️",22.02.10.
661,"사람들이 많이 구매하는 이유, 리뷰가 다 좋았던 이유가 있었어요
싱가폴여행갔을때 싱가폴 유명한 그 나라 치약 사용하고 좋아서 쟁여왔었는데 ,그 치약 느낌났어요
천연치약에 좋은점 다 갖춘것같아 구매해보고 만족해서 친척들께 설명절에 겸사겸사 같이 나눠쓰려고 선물했어요",22.02.10.
662,"이제품 평생 쓰고싶어요ㅠㅠㅠ다른건 여러번 지워도 남아있는 느낌이라 늘 찝찝했는데 이건 살짝 얹어놓고있으니 속눈썹 모양 그대로 마스카라 다 지워지네요 박수쳤습니다, 대박",22.02.10.
663,"향수 원래 엄청 좋아해서 향 좋거나 궁금하면 다 사고보는편, 화장실 앞 복도끝 스툴 위에 향수를 다 모아두었는데 손이자주가는 향수
부담없이 사용하기 너무 좋네요",22.02.10.
664,집에 넉넉히 채워두고 사용하고싶어서 구매해봤는데 전상품 다 너무 만족해요 ! 가성비 좋구 쟁여두고사용해도 금방 다 사용할것같아서 얼른 또 구매하러올게요 :),22.02.10.
665,"쟁여두고 쓰려고 왕창 구매했어요 :) 전상품 대만족 🤍알러빗,,이거 왜이렇게 좋아요?",22.02.10.
666,"아침에 일어나서 개운하게 양치하려고 구매했습니다
상품평 참고해서 구매했는데 직접 양치해보니 화하고 시원하고 개운합니다
매운맛도 맘에 들어요 양치후에 개운한 사용감이 정말 맘에 드네요 꾸준히 써보겠습니다",22.02.10.
667,하루써봐서 효과를 논하긴 뭐하지만ㅋㅋ잘써보고 리뷰쓰러올게요,22.02.10.
668,아직 써보지 못해 별다른 말은 못하겠고 배송이 조금 늦네요,22.02.10.
669,"폼클 여태 써본거중에 1등, 선물도하고 여분 더 쟁여놨어요",22.02.10.
670,"임산부가쓰기 안전한 천연치약믿고 구매합니다!!
배송도빠르고 좋아요 잘받았습니다",22.02.10.
671,앞으로 계속 써봐야 더 알겠지만 첫인상은 만족,22.02.10.
672,간편하게이용해서 좋고 수분 잘 채워줘요 굿굿,22.02.10.
673,향 은은하게 너무좋아요 살냄새같은 느낌,22.02.10.
674,선물용으로 또 한긋 샀어요 너무 좋아용,22.02.10.
675,입안이 상쾌하고 깔끔해서 좋아요,22.02.10.
676,입안이 깔끔하고 상쾌해서 좋아요,22.02.10.
677,이제 치약은 다른거 못써요,22.02.10.
678,상쾌하고 매우좋습니다,22.02.10.
679,입냄새 제거에도 아주 효과적입니다 최고에요 굿굿 다쓰면 또 재구매할거에요 ㅎㅎ 강력추천합니다,22.02.10.
680,"재재재구매입니다
좀 오래하면 매운데 깔끔해요",22.02.10.
681,"선물로 주니 다들 좋아해요 쫀쫀하고 좋아요
피부좋아진느낌",22.02.10.
682,거품 많이 안나도 개운해요 좀 많이 매워요,22.02.10.
683,예전에 써보구 ㄱㅊ나서 재구매합니다 ㅎㅎ,22.02.10.
684,"일반 치약과 가장 큰 차이점은 개운함의 지속력입니다
본가에도 보내서 온가족이 이 치약으로 바꿨습니다
처음엔 어색해하지만 이젠 다른 거 못 쓰겠다고 합니다",22.02.09.
685,"불소 없는 치약 찾다가 이제품 구매했어요.
확실히 저렴이 치약보다 고급스럽고 닦을때도 자극적으면서도 상쾌해요.",22.02.09.
686,무불소 처음인데 충치 안생긴다고 하니 기대됩니다! 좋으면 아이랑 같이 쓸 생각이에요,22.02.09.
687,"치약맛이 너무 ,,,그렇긴한데 좋다고 하니 꾸준히 써볼려구요",22.02.09.
688,처음에 사용할땐 너무 입안이 매웠는데 쓰다보니 이것만한게 없더라구요 ㅋㅋ가끔 밖에서 다른치약써도 이게제일좋더라구요.,22.02.09.
689,살짝 매운감이 있지만 천연이라 믿고 쓰고있어요~~ 👍,22.02.09.
690,상품만족 합니다 배송도 빠르고 좋아요,22.02.09.
691,사용 후 입안이 상쾌해서 좋았습니다,22.02.09.
692,쭈욱 라끄시안 치약만 사용하고 있어요. 치아 건강을 위한 필수템이예요. 여러모로 효과 보고 있어요.,22.02.09.
693,늘사용합니다 믿고쓰고있ㅇㅓ요,22.02.09.
694,기대 되네요 아닉 사용전입니다,22.02.09.
695,잘받았어요 아직 쓰진않았지만,22.02.09.
696,깔끔한 느낌이 좋았습니다.,22.02.09.
697,리뷰가 좋아서 구매했어요,22.02.09.
698,좋아요좋습니다좋네요요,22.02.09.
699,배송빠르고 만족합니다,22.02.09.
700,맵지 않아서 좋네요~,22.02.09.
701,비록 택배사의 파업으로 배송은 늦었지만 그래도 사장님이 잘 보내주셨어요,22.02.09.
702,불소치약과 미불소치약의 차이를 며칠 사용하지 않은 상황이라 피부로 느끼기에는 무리입니다.평소 거품이 많은 나는 제품을 사용하며 얼굴에 묻히기가 다반사였는데 이 제품은 그런 불편을 줄여주고 입안이 상쾌함을 줘서 좋습니다.,22.02.08.
703,"조금 맵긴 하지만 꾸준히 써보고있습니다.
아직까지는 만족스럽게 사용하고있어요!",22.02.08.
704,"후기가 좋아서서 보고 구매 했어요
아직 사용 전이지만 갠찮을것 같아요
한달써보고 다시 후기 올릴게요",22.02.08.
705,와이프 임신기간동안 잘쓰고있어요 굳굳,22.02.08.
706,좋아요 상쾌합니다 잘쓰고았어요,22.02.08.
707,시원하고 상쾌하네요,22.02.08.
708,빠른 배송으로 잘 받았습니다. 포장 꼼꼼하게 배송왔어요.^^,22.02.08.
709,넘 좋아요 눈에 자극없고 진짜 몇개 더 쟁여두려구요 넘 추천해요,22.02.07.
710,잘쓰고있어요 향 좋고 오래가요 컨팩트한 사이즈에 활용성. 최고,22.02.07.
711,아직 써보진 않았는데 좋다고 하는 얘기가 많기는 하네요,22.02.07.
712,나만의 치약을 찾아헤맨지 어언30여년 드디어 찾았다,22.02.07.
713,늘 좋은 품질에 감사합니다. 많이 파셔요,22.02.07.
714,양치할때마다 개운해서 좋아요 ㅎㅎ,22.02.07.
715,보습효과가 괜찮은것 같아요,22.02.07.
716,"잘 쓰고 있습니다
번창하세요",22.02.07.
717,넘 좋아요 추천합니당,22.02.07.
718,거품은 많지 않은데 뽀득뽀득하니 잘 닦입니다,22.02.07.
719,향이 상쾌한 비누 냄새에요 막 싯고나온 상쾌한 향 고급스럽고 잔향이 정말 좋아요,22.02.07.
720,"세번째 세트로 구매해서 사용하고 있어요
매번 깔끔하고 상쾌한 느낌은 다른 치약과 사뭇 다릅니다 그리고 불소도 들어있지 않아 건강한 치약이라 생각이 듭니다~^^",22.02.06.
721,"향이 너무 좋아요
지인 선물용으로 여러개 구매했는데
만족합니다
건조한 겨울에 손이 촉촉해지길",22.02.06.
722,선물용으로 너무 좋고 저도 아직도 잘 쓰고 있어요 향이 다들 좋대요^^,22.02.06.
723,"사용중인게 있어서 아직 미사용이에요
두개는 거실욕실 한개는 안방욕실에 나두었어요~
리뷰만 믿고 주문했는데 좋았으면 ㅎㅎ",22.02.06.
724,"잘쓰고 있고 엄마,동생에게도 나눠주기도 했어요.",22.02.06.
725,잘 사용하고 있습니다!,22.02.06.
726,"1년 넘게 꾸준히 사용하는 제품이고요
천연이라 안심하게되고 양치후 입안이 깔끔하고
개운합니다",22.02.05.
727,한번써보면 왜 찬양하는지 알겠네요 입이 박하를 물은거 마냥 깔끔해요,22.02.05.
728,이제 다른 치약은 못 쓸듯~~~ 입안이 정말 개운해요,22.02.05.
729,선물로 여기저기 드렸더니 좋아하시네요,22.02.05.
730,써보고 좋아서 재구매했어용 ㅎㅎ,22.02.05.
731,개운하고 깔끔해요 이것만 써요,22.02.05.
732,잘받았습니다 많이 파세요,22.02.05.
733,상쾌함 최고의 치약,22.02.05.
734,사용감도 깔끔하고 유해성분 없다고해서 임신해서 사용하고 있어요,22.02.05.
735,쏘쏘..잘모르겠어요..재구매는 생각해보려구요. 저만 안맞는거일수도,22.02.04.
736,입안 상쾌함은 다른 치약에비해서 정말 좋은데 거품이 안나서 잘 닦이는지는...상쾌하면 된거죠~,22.02.04.
737,항상 구비해 두고 쓰는 제품입니다. 유통기한 길어서 좋네요~,22.02.04.
738,좋은 품질의 상품을 저렴하게 구매할 수 있어서 좋음,22.02.04.
739,계속 사고 있네요 잘쓰고 있어요,22.02.04.
740,향이 좋아요 더 써봐야겟네여,22.02.04.
741,구매해서 잘 쓰고 있습니다,22.02.04.
742,하나 다 썼네요 벌써 :),22.02.04.
743,임신하고 라끄시안으로 바꿨는데 상쾌하네요,22.02.03.
744,이거밖에 안 써요. 아주 좋아요.,22.02.03.
745,"시린이, 임산부 인데...성분도 좋고 양치 후 개운함이 이것만큼의 치약은 없는거 같아요 이것만 씁니다",22.02.03.
746,빠른배송 정확한상품입니다,22.02.03.
747,상쾌합니다 좋아요 좋아요,22.02.03.
748,보습력이 살짝 부족하지만 끈적이지 않고 은은한 향이어서 잘 사용중이에요,22.02.02.
749,지인소개로 처음접하게 되었는데 칫솔질하고나면 너무상쾌하고 개운해요,22.02.02.
750,정말 최악의 치약입니다 짜면 나와야 하는데 나오지가 않아요 기본적인 치약 기능 역할을 해야 하는데.... 참 .... 답답하다....,22.02.01.
751,잘 쓰고 있습니다. 양치하고 하얗게 벗겨지던 현상 사라졌습니다.,22.02.01.
752,입이화해서 좋아요! 아침에 제 아갈똥내를 안맡아도 돼요,22.01.31.
753,항상쓰는 치약 이번에 핫딜해서 많이 쟁여놨어요😊,22.01.31.
754,순해서 좋아요. 치아가 잘 닦여요,22.01.31.
755,아갈똥내 완전타파에요!,22.01.31.
756,계속 잘 쓰고 잇네요.,22.01.31.
757,항상 구매해요 굿~,22.01.31.
758,이제 다른 치약 못 써요 다른 치약 쓰면 양치 안한 거 같음,22.01.31.
759,처음엔 거품이 안나서 잘닦이는건가 했는데 쓰다보니 개운하고 상쾌함이 오래가서 조아용!,22.01.30.
760,이 치약 사용하고나서 잇몸에서 피가 나지 않아서 너무 좋아요~~~,22.01.30.
761,저렴한 가격에 놀랐지만 촉촉함이 오래가고 조은거 같아요!,22.01.30.
762,배송이 굉장히 빠르고 저렴해서좋아요,22.01.30.
763,"웃댓을 통해서 우연히 알게 되었는데요~
시범삼아 1개씩 구입해서 써보고 대만족하여 추가로 여러개 구입했습니다^^
좋은 상품 저렴하게 기획해주셔서 감사하고요
잘 쓰겠습니다. 번창하세요!!",22.01.29.
764,좋은상품 착한가격 감사합니다!!,22.01.29.
765,치약 거품 안나는데 너무 상쾌하구요~향수도 향이 비누향처럼 은은해서 좋네요♡샘플 보내주신 미니 시향 향수도 다른 향의 향수 보내주셨는데 ㅎㅎ 담번엔 그향으로 구입 할게요 향이 너무 좋습니다♡♡♡♡,22.01.29.
766,처음에 라끄시안 퍼펫트 올케어 무불소 천연치약의 매력을 모르고 샀다가... 지금 호되게 당하고 있는 중입니다. 주변에 선물했는데 또 선물하려고 구매했습니다. 개미지옥이란...이런것인가요? 다음에 또 구매하러 올게요~ 진짜 치약 좋아요. 양치후 입안의 개운함을 느껴보세요.,22.01.28.
767,"이 치약으로 양치질하면 시원하고 상쾌해져요.
이것만 쓰게 되네요",22.01.28.
768,이번이 세 번째 재구매. 입안이 개운하고 입냄새도 잘 잡아줘서 처음 써 본 이후로 다른 치약은 못 쓰게됐다는... 6개 들여놨으니 한동안 걱정 없을듯. 한 개 남으면 또 재구매 예정. 많이 파세요~~~,22.01.27.
769,배송도 빨리 받았어요ㅎ 자주 쓰는 핸드크림인데 잘 사용하고 있습니다ㅎ,22.01.27.
770,항상 쓰던재품 쓰고나면 상쾌하고 좋아요,22.01.27.
771,"웃대에서 접한 이후로 계속 사용중 ㅎㅎ 이번에는 선물용으로도 구입하고, 핸드크림도 사봤는데 은은한 향이 아주 좋네오!",22.01.26.
772,"넉넉히 쟁여두고 항상 잘쓰고 있습니다
여행갈때도 가져가지 않으면 불편할 정도로 개운하고 좋아요",22.01.26.
773,만족합니다. 잘 쓰겠습니다 화이트 향이 너무 좋아요 치약도 화한느낌이 많이나서 좋구요.,22.01.26.
774,폼은 그냥 그래요 라끄시안은 치약이.최고인거같아요,22.01.26.
775,간편하고 좋습니다. 피부도 매끈해지는거 같구요,22.01.26.
776,좋아요 저렴하게 구매 잘 했습니다,22.01.26.
