,본문,날짜,리트윗,하트
1022,"지금 망한거
음식먹다가 이 때운 레진 뽑혀서 치과가야함",5월 3일,,2
1023,신경치료 할까봐 오들오들 떨며 치과갔다 5분만에 나오고....립밤사러 올영갔다 5만원 쓰고 나옴.....,,,
1024,"@DAWN328_
 님에게 보내는 답글",5월 3일,,
1025,흡혈귀가 있는 세계관은 치과가 잘될것같단 망상,5월 3일,,3
1026,"CY14A7AME

경산만남 치과 섹트",5월 3일,,
1027,"샐진동거할때...
이상하게 이가 좀 아프다 싶어서 힘들어하는데 진이 그거 보고 밥 사주겠다면서 치과 데려갔으면 좋겠다
밥 사준다는 말에 좋아서 쭐래쭐래 갔는데 치과에 도착해서 접수한 샐리...
형이 밥 사준대서 따라왔는데 치과에 왔다...
나 스물여섯인데...",5월 3일,,1
1028,"내일 지안이 일정 알려줄께
7:30 기상
8:00 자위
9:00 책읽기 
10:00 방청소
11:00 트위터
12:00 점심 및 정리
13:00 차타고 이동  
14:00 농협은행 방문 및 vip레지던시 이용
15:00 이비인후과 내원해
16:00 치과 내원해
18:00 탕화쿵푸에서 왕공주 마라탕 포장
19:00 차타고 집이동 ",5월 3일,,1
1029,"아 근데 왜이렇게 불안하지
일단 저 방 안에서 들리는 치과에서진료할때들리는그끔찍한끼이잉소리가들려서 싫어",5월 3일,,1
1030,"@gom22_mi2ex
 님에게 보내는 답글",5월 3일,,
1031,"아 ♡♡ 어이없어
치과쌤이 치아가 떨어진거라고 하는 순간
나 진심  하고 잇었음 믿기지가 않아서
내가 마이쮸한테 졌다고? (마이쮸 먹다가 떨어짐)",5월 3일,,1
1032,"@4x_zs
 님에게 보내는 답글",5월 3일,,
1033,"@chocolatebox_hg
 님에게 보내는 답글",5월 3일,,
1034,"월수금 정신과
화 산부인과
금 심장내과
토 치과 심장내과 

와! 회사보다 병원 더 많이 간다",5월 3일,,
1035,"@loh_kyky
 님에게 보내는 답글",5월 3일,,
1036,"하,,사랑니땜에 치과갓다와서 결국 울면서 항생제 먹음 
시발,,, 이거 분명 스탠드공격이다",5월 3일,,
1037,한나님 사랑니 발치 전문 병원에서 빼셨어요??아님 일반 치과??,5월 3일,,1
1038,"치과.,시러..",5월 3일,,
1039,"@k_sungsil
 님에게 보내는 답글",5월 3일,,1
1040,"@moon_g7
 님에게 보내는 답글",5월 3일,,
1041,"@K02ume_K
 님에게 보내는 답글",5월 3일,,
1042,"@DAWN328_
 님에게 보내는 답글",5월 3일,,
1043,흡혈귀가 있는 세계관은 치과가 잘될것같단 망상,5월 3일,,3
1044,"@zainnne
 님에게 보내는 답글",5월 3일,,
1045,"@Odock_5dOck
 님에게 보내는 답글",5월 3일,,
1046,"@zaxcloud
 님에게 보내는 답글",5월 3일,,1
1047,치과..무서워.... 공황...와..,5월 3일,,
1048,"어릴 때 다니던 여러 치과들은.. 신경치료나 사랑니 발치 정도쯤 되지 않으면 마취를 해주지 않았고 너무나 당연하게 치과 트라우마가 생겼다... 
왠지 몇 번씩 한 이야기 같지만 또 하는 건 치과를 갔다가 나왔기 때문이다...",5월 3일,,
1049,옛날이야기 오븐 온종일 와인 왕비 우승하다 운반 웃어른 인사말 자판기 장모님 저녁때 저울 적어지다 지폐 진실로 촛불 출퇴근 치과 테스트 통역 퇴근하다 표시하다 피로하다 하 한데 혼잣말,5월 3일,,
1050,아놔 다니는 치과 너무 좋아서 네이버 리뷰 기깔나게 썼거든???난 당연히 익명인 줄 알았는데 이름 다찍혔다고 선생님이 고맙다고 하심 ㅠㅠㅠ 그리고 나한테 사진보다 실물이 더 나으시다고함(?),5월 3일,,3
1051,"@cheuyu0221
 님에게 보내는 답글",5월 3일,,
1052,치과와 도수치료를 같은날에 받는건 미친짓이었나..그렇지만 이미 두세달간은 저 일정이야...살아남아야만..,5월 3일,,1
1053,나 오늘 꿈에 이빨 다 상하는 꿈 꿨음. 치과 가야겠음.,5월 3일,,
1054,치과진료 빨리 ㄱ듵나면 좋겠다...,5월 3일,,
1055,"@dmwk00
 님에게 보내는 답글",5월 3일,,
1056,음 치과에 정신팔려서 명찰을 들고 와버렷군,5월 3일,,
1057,치과+차보험료+원신가챠+벽돌태피 모여서 카드비 터졌네,5월 3일,,
1058,"모두의 익명 질문을 모집 중!

최근 답변한 질문
● 똥꼬에 이빨이 나면 치과를 …
● 바부야 나 누구게부댜댝
● 야야 갓캐면 다냐 시버걸어…
● 토마토맛 토 vs 토맛 토마…
#질문상자 #익명질문모집중",5월 3일,,
1059,싼용달 양양단체숙소 까페베너 도출한 군산손부업 엔젤펀드 뜰채대 소화전 희극 치과명함 병원소셜 대형믹서기 배달되는죽집 책상자물쇠 코매드 성공율 아큐센터 젖문가,5월 3일,,
1060,귀 피어싱 제외하고 다 뺐다 망할 치과,5월 3일,,8
1061,,5월 3일,,
1062,치과와 도수치료를 같은날에 받는건 미친짓이었나..그렇지만 이미 두세달간은 저 일정이야...살아남아야만..,5월 3일,,1
1063,나 오늘 꿈에 이빨 다 상하는 꿈 꿨음. 치과 가야겠음.,5월 3일,,
1064,치과진료 빨리 ㄱ듵나면 좋겠다...,5월 3일,,
1065,어우 사랑니깨진거 치과가야하나 점점 닿는곳이 아파온다...,5월 3일,,1
1066,"지하철에서 나오자 마자 보인 
<회동동> 버스 
<상남자> 노래방 
<진> 치과   
ㅎㅎㅎ 이런 우연이~

I love to listen to WithYou #WithYou by #JIMIN #BTSJIMIN of #BTS ( 
@BTS_twt
 ) and Sungwoon",5월 3일,3,5
1067,너땜에치과가야되잔아,5월 3일,,4
1068,나 치과야,5월 3일,,1
1069,"나 사랑니 발치 부분 실밥이 알아서 뽑혔음
그래도 치과 가야겠지?",5월 3일,,
1070,연창회 대 명절의 힘을 빌어 치과를 다녀온 치과 왕 싫어 인간은 치료받은 치아와 함께 연창회를 볼 것입니다. 왜냐하면 다음 주에 또 가야 하니까. 몰라 여튼 연창회 대 명절 최고.,5월 3일,,2
1071,เด็กหัวกลม #ROCKY #라키,5월 3일,,1
1072,나이를 먹어도 치과는 매번 무섭구나..,5월 3일,,
1073,"연세대>DC교회>어린양교회
DreamChurch드림처치..wVuuVw치과
어린양/린양..역적",5월 3일,,
1074,"@SameButNot_
 님에게 보내는 답글",5월 3일,,
1075,즉시임플란트관리 건강하게 사용할 수 있도록 http://blog.naver.com/drleeck/222719811838…,5월 3일,,
1076,"하.. 더이상은 미룰수없다 치과
진짜 내일 진짜 예약할거임 넘무무서워",5월 3일,,
1077,치과깥남,5월 3일,,
1078,치과 근처로다니고싶다..,5월 3일,,
1079,"나미
김제고수익 알바
음중팬미팅
성남만남
여친몬
연하
발차기
오디션
실내출구장
치과
y",,,
1080,임플도 임시보철씌워서 치과에서 양치법 동영상보내줬는데 의사샘이 치간칫솔 시범보이다가 잇몸 피남ㅋㅋㅋㅋㅋ,5월 3일,,
1081,오늘 치과데이임..,5월 3일,,2
1082,오늘 치과데이임..,5월 3일,,2
1083,"사랑니 뽑으러 왔어 너무 무섭다
그런 의미로 개구기 낀 류 보고 싶다 치과 의자에 누워서 억지로 벌려진 입이라니 으악 너무 짜릿",5월 3일,,2
1084,"부평구, 초등 5학년 대상 ‘치과주치의 사업’ 진행",5월 3일,,
1085,"여학교의 별
이유는 웃으면서 만화 본 적은 이 작품이 처음이에요
잔잔한 일상 물이라는 친구 말 믿고 사서, 고속버스 타고 집 가는 길에 뜯어봤습니다. 진짜 너무 웃겨서 웃음 참느라 이 꽉 깨물고 봤습니다. 덕분에 교정기 철사 빠져서 다시 고속버스 타고 치과 갔던 기억이 새록새록 하네요",5월 3일,4,6
1086,그 와중에 치과랑 협약 맺었다고 인스타 올라오는데,5월 3일,,
1087,"@lelemoni__
 님에게 보내는 답글",5월 3일,,
1088,"@Uta_Hazn
 님에게 보내는 답글",5월 3일,,
1089,치과 늦었다!!,5월 3일,,
1090,"@Hanshtar23
 님과 
@nama_b22r
 님에게 보내는 답글",5월 3일,,
1091,내가 네 치과를 왜…… 나 애 보는 취미 없는데 알아서 혼자 다녀와,5월 3일,,
1092,진짜시발 이사가야해서 이번주안에해주세요 군대가야해요 이런거 시발 그럼 ㄱ이사가서 하거 군대에서도 치과랑 기공소있으니까 거기서하라고 진짜 좆같네 아,5월 3일,,2
1093,"어깨운동
여친몬
연하
발차기
오디션
실내출구장
치과
썸
남자 용돈
전국 꿀 
qMw",5월 3일,,
1094,니들은 꼬옥 지르랑 골드인레이랑 골드크라운이랑 3일만에 꼭 만들어서 해라 알겠냐? 치과는 시발 지들이 만들지도않으면서 5일만주면되겠지~이지랄인데 아..좆같아 지들은5일인데 배달오고가고 2일빼면ㅋㅋㅋㅋ3일인데??ㅋㅋㅋㅋㅋㅋㅋㅋㅋ화자가 급하다고 빨리해달라하면 안된다하라고,5월 3일,,2
1095,반 년만에 치과 다녀왔는데 다행히 충치는 없었다 휴,5월 3일,,1
1096,이 치과 개새끼들 딘따 골드크라운 골드인레이 지르코니아 청 5갸를하면서 일주일밖에안줘? 이개썅 양아치들아 진짜 치과에가서 빨리해달라고 하는환자때문이냐 뭐때문이냐 니들이 실작업일 2일만에 만들어볼래? 아스발개빡치네,5월 3일,,3
1097,"@nama_b22r
 님에게 보내는 답글",5월 3일,,
1098,"@wetsentence
 님에게 보내는 답글",5월 3일,,
1099,,,,
1100,내가 네 치과를 왜…… 나 애 보는 취미 없는데 알아서 혼자 다녀와,5월 3일,,
1101,진짜시발 이사가야해서 이번주안에해주세요 군대가야해요 이런거 시발 그럼 ㄱ이사가서 하거 군대에서도 치과랑 기공소있으니까 거기서하라고 진짜 좆같네 아,5월 3일,,2
1102,,5월 3일,,
1103,"@chocosora_pang
 님에게 보내는 답글",5월 3일,,
1104,"치과를 다녀왔고 새로운 어금니를 신경치료 조지기 시작했는데요...
치료받는 내내 마취했는데도 너무 아파서 중세시대에 전기고문 받는 사람마냥 비명지름 의사쌤 당황하면서 마취가 왜이렇게 안듣지... 하셨음 난 그냥 자살하고싶었어요",5월 3일,,3
1105,"@chocosora_pang
 님에게 보내는 답글",5월 3일,,1
1106,"@RhakaWprkf
 님에게 보내는 답글",5월 3일,,
1107,이유가 치과에서 초등학교 같이나온애 만남,5월 3일,,
1108,"@sn__ymm
 님에게 보내는 답글",5월 3일,,
1109,"ㅎㅏ 치과갔더니 사랑니 매복에 뼈에 박혀있다고 뽑을 애가 아니래 ㅆ 주기적으로 사진찍으러 가야딤 
오래갈 시한폭탄ㄴㄹㄹ",5월 3일,,
1110,"우짜지
회사 업무가 줄어들질 않고
개인적인 업무도 자꾸 늘어나는 중
일단 치과, 안과, 이비인후과, 피부과, 미용실 전부 못 가는 중",5월 3일,,
1111,치과 가긴 글렀네.. 왴케 일찍 닫는 거야. 직장인은 어뜨카라구요.. ㅠ,5월 3일,,
1112,"@RhakaWprkf
 님에게 보내는 답글",5월 3일,,
1113,헐 퇴근준비하다 지금 봤어ㅠ0ㅠ 오늘 치과가는데 에필로그전까지 존버한거 다 봐야ㅠ0ㅠ,5월 3일,,3
1114,치과....슈방....,5월 3일,,3
1115,치과...갔다 왔습니다,5월 3일,,
1116,사랑니빼고 다함 금욜에 치과연락.,5월 3일,,1
1117,치과에서 제일 잘 자는 사람 나,5월 3일,,2
1118,아직까지의 어바등 감상은 괴도 강냉이 브레이커와 강냉이 브레이커에 등 터지는 연약한 치과쌤정도,5월 3일,1,5
1119,"@RhakaWprkf
 님에게 보내는 답글",5월 3일,,
1120,이유가 치과에서 초등학교 같이나온애 만남,5월 3일,,
1121,"@sn__ymm
 님에게 보내는 답글",,,
1122,"집가는 줄 알고 치과 의자?에서 내려올라다가 의사 쌤이 "" 니는 여기 있어 인마 ""이러심 ..ㅠㅠㅋㅋㅋㅋㅋ",5월 3일,,
1123,치과는.. 정말 무서운 곳이에요(사랑니 뽑고 옴 (마취풀리는중,5월 3일,,11
1124,"ㅈㄴ짜아떡해
진짜어떡해
다른병원들은
하나도안쫄림
다괜찮음
암걸렸다해도
ㅇㅎ그렇군뇨
할것같은데시발
치과는진짜개무서움
치과는진짜시발사람이올곳이아님
치과의사들은진짜
고문집행자해도멀쩡할것임
진짜시발벌써다시리다
벌써고무맛이느껴진다
벌써시발....시발.....막다파괴되는것같아",5월 3일,,1
1125,냠ㅁ무. 치과가서 방금ㅡ 잇몸에 나사 박고옴 ,5월 3일,,4
1126,치과가야하,5월 3일,,
1127,"@hapvinus
 님에게 보내는 답글",5월 3일,,1
1128,나 죽을거같아 치과가는데 무서워 ㅅㅂ,5월 3일,,7
1129,헐. 탐나...,5월 3일,,
1130,"시발...시발...
시발...나치과라고....
치과라고...치과라고......
치과라고....치과...치과라고.....치과라고....
치과라고....
치과라고...
치과....치과라고...
지금살짝
머리가어질함벌써",5월 3일,,
1131,"치과 견적 여러곳가서 받아보랫어 
내탐라 치과에서일하는놈이 말함",5월 3일,,1
1132,"@Robin_b0t
 님에게 보내는 답글",5월 3일,,
1133,아 치과 오기 전에 저녁을 좀 빨리 먹을걸 그랬나,5월 3일,,2
1134,치과 검진하러 왔어요 무서워 죽겠음,5월 3일,,1
1135,내일 치과가야하나 어금니? 사랑니?쪽 아파,5월 3일,,
1136,치과 가서 공포에 직면했다가 방금 풀려남,5월 3일,,
1137,"치과에 12만원 뜯김...
털썩",5월 3일,,2
1138,"지금 치과갔다가 우울함에 젖어 한강대교 가는 법 검색중이었는데 주우성 앙큼하게 나타나줌.. 우성아 너는 정말...
저 아직 첫 페이지입니다 이제 읽고 옴..",5월 3일,,2
1139,치과는.. 정말 무서운 곳이에요(사랑니 뽑고 옴 (마취풀리는중,5월 3일,,11
1140,"ㅈㄴ짜아떡해
진짜어떡해
다른병원들은
하나도안쫄림
다괜찮음
암걸렸다해도
ㅇㅎ그렇군뇨
할것같은데시발
치과는진짜개무서움
치과는진짜시발사람이올곳이아님
치과의사들은진짜
고문집행자해도멀쩡할것임
진짜시발벌써다시리다
벌써고무맛이느껴진다
벌써시발....시발.....막다파괴되는것같아",5월 3일,,1
1141,냠ㅁ무. 치과가서 방금ㅡ 잇몸에 나사 박고옴 ,,,
1142,케이디조구 에어선스틱 주먹장 성남페인트 한옥시공 단구공 러스 바스락터널 조선일 메로탕 탱크도장 지나자 책택배박스 야생꿀 화곡치과 김포스폰지 버켄마드리드 출입구깔판,5월 3일,,
1143,"@youlove_0n0
 님에게 보내는 답글",5월 3일,,
1144,몬베베7기 시켜줄 스타쉽구함,5월 3일,,2
1145,"@omoideni0510
 님에게 보내는 답글",5월 3일,1,3
1146,족같은 건 치과가 아니고... 치아관리를 족같이 한 나인것을... 누굴 탓하리요...,5월 3일,,2
1147,퇴근했으니까 이제 잘때까지 또 누워있자..,5월 3일,,
1148,혁님네 가좍 부러워하는 중. 충치 관리해야하는데 치과 언제가냐.,5월 3일,,
1149,나새끼야 내일 치과가는거랑 포카거래 잊지마..,5월 3일,,
1150,"@Libo_1206
 님에게 보내는 답글",5월 3일,,
1151,"@hide_joon
 님에게 보내는 답글",5월 3일,,
1152,나름 임시치아에 무리 가지 않게 조심조심 씹었다고 자신했는데.. 오늘 본 뜨구 치실하다가 임시치아 빠작!!해서 새로 만들었음... 부드러운 것만 먹으래.. 이제 담주면 족같은 치과도 안녕이다...,5월 3일,,10
1153,2일연속 치과 오는 삶.. 누가 나 기절 시켜줘,5월 3일,,
1154,아버지 그거 아티팩트 뽑으면 그냥 장비창가서 끼우시면 되는데,5월 3일,,
1155,나 또 처리실 열쇠 들고 퇴근했네ㄱㅡ,5월 3일,,
1156,사탕 계속 먹으면 이빨 썩지 않냐구요? 걱정 마세요~ 치과에 가면 된대요! ...근데 치과가 뭐하는 곳이지?,5월 3일,,
1157,내가 여보야 한정도 포기했었는데 젠장,5월 3일,,
1158,"@SJ_707_
 님에게 보내는 답글",5월 3일,,
1159,"요즘... 정말 기억력이 퇴화됐다
오늘 당장 일만해도 3시 치과 5시 40분 정신과였는데 치과는 아예 까먹고 5시 40분은 4시 30분으로 착각해서 갔다가 다시옴... 너무심각해서 아무것도 못하네",5월 3일,,2
1160,네네 공주님 꼬까옷 하나씩 맞춰 드렸어요~~ 나 이제 진짜 거지됐음 그치만 행복해요,,,
1161,"@SJ_707_
 님에게 보내는 답글",5월 3일,,
1162,"@o_hoo0225
 님에게 보내는 답글",5월 3일,,
1163,ㅠㅠㅠㅠㅠㅠㅠㅠ 치과치료 진짜 지옥의 시간이었다 아 빨리 나가고 싶어,5월 3일,,2
1164,아현이는 치과안무서울까… 나눈 입구부터 무서운데… 달달달,5월 3일,,3
1165,"시험 끝나자마자 치과가서 시험때메 미루던 신경 치료 받는 인생이 여깄습니다 와우
안 무섭고 안 아팠으니 걱정 안하셔도 돼요 물론 지금까지 얘기고 이제 마취 풀리면 아플거임 비명지르는 까마귀",5월 3일,,
1166,"@NeoCMHany_Aniya
 님에게 보내는 답글",5월 3일,,
1167,아 있는 코스튬 다 팔아서 해줬었지 참,5월 3일,,
1168,나 루미에는 한정압 어케 뽑아줬었지,5월 3일,,
1169,역시 그런걸까요,5월 3일,,1
1170,"확실히 치과라는 곳은..
어른이되어 갈때 더 공포스러운걱같다….
돈.. 내가내니깐…..",5월 3일,99,61
1171,갑자기 안과랑 치과 예약하고옴,5월 3일,,1
1172,"죨죠바 백신안맞고 지가 혈청만듦
죨죠바 치과안가고 지가 이빨 심음<(new)

단호하게 병원가기 싫은 아기....
너무 굳은 의지...",5월 3일,4,4
1173,"@racuncore
 님에게 보내는 답글",5월 3일,,
1174,업보청산을 위해서 치과를 가야하는데 무서워(흑,5월 3일,,
1175,씁 저 딴건 몰라도 라레 웨딩드레스(아님)는 맞춰주고 싶단 말이죠,5월 3일,,1
1176,#NAME?,5월 3일,1,
1177,"님들 콜라 적당히 마시세요 저는 1.5리터 콜라를 이틀에서 사흘이면 다 마실정도로 콜라를 조와하는데요
이빨에 구멍이 나서 치과다녓던 적이 잇다

물론 반성 안하고 여전히 콜라마시고있음",5월 3일,,2
1178,조만간 치과만 가면되겟군,5월 3일,,
1179,역시 그런걸까요,5월 3일,,1
1180,"확실히 치과라는 곳은..
어른이되어 갈때 더 공포스러운걱같다….
돈.. 내가내니깐…..",5월 3일,99,61
1181,갑자기 안과랑 치과 예약하고옴,5월 3일,,1
1182,"죨죠바 백신안맞고 지가 혈청만듦
죨죠바 치과안가고 지가 이빨 심음<(new)

단호하게 병원가기 싫은 아기....
너무 굳은 의지...",5월 3일,4,
1183,으으 치과 이사람들 도대체 얼마나 굵은 철사로 바꾼거야 아퍼죽겠네진짜으아앙ㄱ,5월 3일,,2
1184,"정말로죽을것갗음
왜냐하면오늘.....치과에..가기..때문이다
아시발
진짜
이날이올줄은몰랐다
근데요즘애새기들무슨
치과주간???아니어쩌고
뭐시기때ㅜ문에
오늘애새길많을것같아서
시작부터빡침
시작이반이다
반은한거다
나머지반은
..
금방끝날거다
시발
단거존나처먹었는데..큰일났다
족됨",5월 3일,,
1185,세운이 치과 갔었네 ㅎㅎ,5월 3일,53,69
1186,"4RF6

다시금 생각하게 되었고 내 어머니 또한 집에서 쉬셔도 되는 형편인데도 쉬는 것을 마다하시고 치과 의사를 계속하시는 그 열성에 다시 한 번 생각하게 하는 계기가 되었다. 당장 마음 같으면 지금이라도 마티즈를 팔아 버리고 붓고 있는 적금을 해약하여",5월 3일,,
1187,"@_n196125
 님에게 보내는 답글",5월 3일,,
1188,"제발 스트레스랑 입 안 관리 잘해서 치과 오실때 아프다고 입 못벌리겠다고 하지마세요 ㅠㅠㅠ
입 안에 구내염 난거 보면 제 마음도 찢어지니까",5월 3일,,
1189,대량충전기 심레스 신혼앞치마 플랜트로닉 인터넷출력소 노트문구 온수조 반포교정치과 뾰족신발장 수원녹음 대전돌스냅 안동심리상담 모입나 낚시볼트 베베온 부산아기 폰퀵 스마트튀김기,5월 3일,,
1190,"@Moon_La__Luna
 님에게 보내는 답글",5월 3일,,
1191,"치과빨리가고싶다
이유: 저번달부터 치료 끝나고 치과뒤에있는 코노 한시간씩 조지부시고옴",5월 3일,,
1192,"@lalapesto
 님에게 보내는 답글",5월 3일,,
1193,이미 난 구내염은 치과에서 헥사메딘 처방받으시거나 약국가면 카미스타드-엔 겔 바르는거나 먹는 약은 리보테인 좋아요 근데 어디까지나 약은 약일 뿐.. 이미 난것만 치료해주고 예방을 해줄 수가 없어요. 약으로는 베체트 병을 예방하기 어려움 ㅠㅠ,5월 3일,,
1194,좀이따 치과가야대서 지금 급하게 유지장치끼고잇는중…아프다.,5월 3일,,
1195,"치위생사 8년차인데 치과 치료땜에 왔다가 구내염 치료받고 가는 사람 진짜 많아요
사람들이 구내염은 알보칠만 바름 낫는다고 알고 있는데 너무 유명하고 효과 빠른 약이지만 진짜 강력한 구내염 만나면 약 바른 곳만 낫고 옆에 구내염이 또 증식(?)하는 ㅈㄹ 맞은 경험을 할 수 있어요",5월 3일,,
1196,"치과 가기 싫으다
피곤하드아",5월 3일,,4
1197,"대구시, 국비 50억 받아 디지털 치과 생태계 육성",5월 3일,,
1198,유치 어금니 발치하러 치과 다녀옴. 우리애 이제 유치는 어금니 세개 밖에 안남았다...작은 진주알 같은 앞니 유치들  꺼내보니 귀여워서 마음이 몽글몽글 해진다. 때에 맞게 평범하게 잘 자라주는게 참 감사하다. 교정 안해도 되는 것도 참 감사해.,5월 3일,,3
1199,,5월 3일,,
1200,"치과빨리가고싶다
이유: 저번달부터 치료 끝나고 치과뒤에있는 코노 한시간씩 조지부시고옴",5월 3일,,
1201,"@lalapesto
 님에게 보내는 답글",5월 3일,,
1202,치과에서 어르신 두분이 인생 이야기 나누시는데 너무 재밌다 계속 듣고싶다,5월 3일,,2
1203,"@hide_joon
 님에게 보내는 답글",5월 3일,,
1204,하씨 나 돈 없는데,5월 3일,,
1205,헐 빛라레 드레스 짱이다,5월 3일,,1
1206,"동네 의원이나 치과, 돈 벌 수 있는 걸 안해도 된다고 하면 일단 신뢰가 간다.",5월 3일,,5
1207,"다정공 만나러 가야지,,,(치과 간다는 뜻",5월 3일,,2
1208,"하아 갑자기 치과갔다가 커피사고 집왔는데
씨...발 팀플 해야 되는거 생갇하니까 또 스트레스 받아",5월 3일,,
1209,"@lalapesto
 님에게 보내는 답글",5월 3일,1,4
1210,악 어깨아퍼 누워서 패드로 그림 그릴순 없는걸까,5월 3일,,
1211,"@MMong___130914
 님에게 보내는 답글",5월 3일,,
1212,하씨 나 돈 없는데,5월 3일,,
1213,헐 빛라레 드레스 짱이다,5월 3일,,1
1214,"동네 의원이나 치과, 돈 벌 수 있는 걸 안해도 된다고 하면 일단 신뢰가 간다.",5월 3일,,
1215,이제 치과 다 갔어 ^^ 6개월 후에 가면 된다..,5월 3일,,1
1216,"치과왓다가 졸고가네..
아늑한치과",5월 3일,,9
1217,"@omi_om17
 님에게 보내는 답글",5월 3일,,
1218,"@metal58zzang
 님과 
@lalapesto
 님에게 보내는 답글",5월 3일,,2
1219,아니 백세시대면 인간적으로 영구치 2~3번은 갈아져야 되는거 아냐?? (치과치료 ㅃ친단뜻,5월 3일,,
1220,앞으로 안과도 반년에 한번씩 가야한다... 방학마다 치과안과내과 하루잡고 돌아야겟고만,5월 3일,,1
1221,내가.. 이거 하나땜에 1시간을 왔니... 치과 의자에 앉은지 1분도 안됐는데 아직 괜찮다고 2주뒤에 다시오래 ㅋ....,5월 3일,,1
1222,치과에서 진료받고 이빨 때웠는데 때운데가 아픈데 왜이러나...,5월 3일,,
1223,치과와서 마취하고 기다리는중...,5월 3일,,3
1224,"인제군 보건소, 찾아가는 치과이동진료 실시
http://newstown.co.kr/news/articleView.html?idxno=533741…",5월 3일,,
1225,"지금치과임....
죽을게...",5월 3일,,7
1226,치과에서 자꾸 올드보이 ost나오는 건 좀 아니지 않냐...?,5월 3일,,5
1227,나 흙냄새랑 새벽공기랑 겨울 냄새 진짜 좋아해 치과냄새도 좋고 목욕탕 냄새도 좋은데 에어컨 냄새가 진짜 좋은 듯,5월 3일,,
1228,"시내 큰 약국 갈 일 있었는데, 치과 근방이라 잘 되었다. 약국 가서 메모한 물건들 얼른 사고, 치과 진료받고, 집에 와서 인용할 책 타이핑하고. 점심 먹고, 연구실 집중타임은 오후에. 
플로우를 써두니, 숨이 덜 가쁘다. 지난 밤에 잘 자고 일어났다. 오늘은 좋은 날이다. 좋은 날이 될 거다.",5월 3일,,
1229,"오전 10시에 치과 약속이 있어서, 아침 먹고 바로 연구실 안 가는 날이라 약간 여유 부리는 중. 전 같으면, 30분간 뭔가 한다고 굳~이 연구실에 가방 두러 들렀는데... 이제는 내가 나를 안다. 빠듯하게 움직이면, 스트레스 받아서 오후에 글 안 써진다.",5월 3일,,
1230,"환자 입장에선 좋은 의사겠지만 치과 의사들 사이에선 왕따일 듯.
YouTube에서 '만만한 환자만 치과 눈탱이 ! ( 강창용 , 치과의 두얼굴 )' 보기 -",5월 3일,,
1231,치과 왔는데 치과는 들어올때 소리부터 압도당해 뭐를 가는건지 자르는건지 뚫는건지 모르겠는 그 소리ㅠㅠ,5월 3일,,1
1232,"@omi_om17
 님에게 보내는 답글",5월 3일,,
1233,"@metal58zzang
 님과 
@lalapesto
 님에게 보내는 답글",5월 3일,,2
1234,아니 백세시대면 인간적으로 영구치 2~3번은 갈아져야 되는거 아냐?? (치과치료 ㅃ친단뜻,5월 3일,,
1235,ㅋㅋㅋㅋ 치과에 부탁드려서 이거 얻었음... 여기다 ㅍㅍ 이빠진거 넣어놔야지 ㅋㅋㅋㅋㅋㅋㅋ,5월 3일,4,18
1236,"반대편 병원에서 저희 원장님이 사랑니는 정말 잘뽑으세요 해서 뭐지… 이 치과 손절 쳐야겠다 생각했는데 

원장님 ㄹㅇ 오징어게임 줄다리기 마냥 박력있게 뽑아주심 발치후 하나도 안아팠음 거기 가야겠다",5월 3일,,5
1237,충치가 잇어본적이 없어서 치과 드릴소리가 불쾌하게 들린적이 업슴 다만 선천적으로 턱이 좁아서 이가 잇을 자리가 부족해 칼로 잇몸을 째고 이를 빼낸적은 많음,5월 3일,,1
1238,"#모두가행복한치과 에서 #임플란트 진료를 받으신 권*삼님께서 치과에 택배를 보내주셨어요!
선생님들 드시라고 이렇게 맛있는 선물을 보내주셨어요..감동이 아닐수 없겠죠?ㅜㅜ
권*삼님의 따뜻한 마음에 진심으로 감사드립니다*^^*
행복충전 하고 언제나 정성을 다해 진료하겠습니다:)
ㆍ
ㆍ
#치과",5월 3일,,1
1239,"@QPAL1047
 님에게 보내는 답글",5월 3일,,
1240,"헤헤헤 거진 4개월맘에 치과갑
교정 끝날거 안 가서",5월 3일,,
1241,"@oteumil8
 님에게 보내는 답글",5월 3일,,
1242,"근데 내 손은 약손~ 이면 체력데미지 경감이 아니고 힐이어야 맞지않음?
약간 치과치료하는데 환자분 아프면소리내세요~ 하고 난담에 아파서 소리내면
네 소리내면덜아파요~ 하는 치과의사 그런거아냐?",5월 3일,,3
1243,"@lalapesto
 님에게 보내는 답글",5월 3일,,10
1244,(치과에서 다음 치료까지 많이 씹는 거 먹지 말라 했다는 핑계로 밥은 누룽지 뜨거운 물에 불린 거 먹고 하루 종일 이거 파먹고 있음ㅋㅋㅋㅋㅋㅋ),5월 3일,,
1245,치과... 돈만 안들면 저는 조아해요 (이상할지도 ) 그치만~ 누가 케어해주는건 좋은데.... 상처치료는 싫어(소독이즈헬),5월 3일,,
1246,엄빠 용돈 n0만원.. 치과 치료 30만원.. 내 통장 눈감아 ..,5월 3일,,
1247,"#이트윗을본순간하던씹덕얘기를멈추고오늘한일세가지말하기

치과가기
지갑사기
논문시발",5월 3일,,
1248,오늘 마지막 치과....병우ㅗㄴ비..긁엇고 ..(130만권긁고루이수아표정됨,5월 3일,,
1249,신경치료 받으로 치과간다 모두들 안녕히..,5월 3일,,12
1250,아악 치과 싫어,5월 3일,,1
